0 15.0817 0 5.54663 0 
10000 14.9222 0.159498 5.49142 0.0552103 
20000 14.9864 0.112237 5.47778 0.0346716 
30000 15.0018 0.0808492 5.46923 0.0259653 
40000 14.9575 0.0766924 5.47459 0.0208141 
50000 14.9475 0.0634132 5.46959 0.0177152 
60000 14.964 0.0560673 5.45484 0.0210169 
70000 15.0162 0.0712787 5.43356 0.0280021 
80000 14.981 0.0720471 5.44227 0.0261856 
90000 14.9914 0.0652775 5.44982 0.0246084 
100000 15.0142 0.0632925 5.44945 0.0222622 
110000 15.0168 0.057837 5.44547 0.020708 
120000 15.0138 0.0532859 5.45003 0.0195864 
130000 15.0477 0.0598199 5.45731 0.019542 
140000 15.0705 0.060194 5.44324 0.0230012 
150000 15.0506 0.0597112 5.45234 0.0233602 
160000 15.0293 0.0600244 5.45453 0.022052 
170000 15.038 0.0572553 5.44862 0.0216139 
180000 15.0254 0.0555832 5.46001 0.0234056 
190000 15.0322 0.0531584 5.46884 0.0238944 
200000 15.0289 0.0506725 5.47306 0.0231166 
210000 15.0193 0.0492561 5.47323 0.0220414 
220000 15.025 0.0474092 5.47321 0.0210613 
230000 15.0142 0.046643 5.47268 0.0201718 
240000 15.0293 0.0471942 5.4642 0.0211259 
250000 15.0213 0.0460365 5.46636 0.0204119 
260000 15.0031 0.0478989 5.46709 0.0196549 
270000 15.0066 0.0462924 5.46532 0.0190224 
280000 15.0093 0.04475 5.46332 0.0184628 
290000 15.006 0.0433622 5.45962 0.0182178 
300000 15.0073 0.0419616 5.45494 0.0182312 
310000 15.0077 0.0406311 5.45335 0.0177235 
320000 14.998 0.0405657 5.45529 0.0172876 
330000 15.0038 0.0397785 5.45354 0.016863 
340000 15.0022 0.0386588 5.45139 0.016515 
350000 15.0001 0.0376252 5.45801 0.0173627 
360000 14.9966 0.0367645 5.45863 0.0168981 
370000 15.0029 0.0363282 5.45866 0.0164475 
380000 14.998 0.0357099 5.46066 0.0161442 
390000 14.9895 0.035834 5.46805 0.0173849 
400000 14.9865 0.0350779 5.46901 0.0169828 
410000 14.9859 0.0342387 5.46631 0.0167923 
420000 14.9857 0.0334335 5.4642 0.016533 
430000 14.9929 0.0334531 5.46287 0.0162068 
440000 14.996 0.0328513 5.46021 0.0160645 
450000 14.9961 0.0321292 5.46308 0.0159703 
460000 14.9952 0.0314497 5.46186 0.0156741 
470000 14.9966 0.0308165 5.46021 0.0154327 
480000 14.996 0.0301862 5.45885 0.0151753 
490000 14.9906 0.0300711 5.45842 0.0148751 
500000 14.9874 0.0296465 5.45762 0.014602 
510000 14.9879 0.0290758 5.45707 0.0143292 
520000 14.989 0.0285427 5.45714 0.0140564 
530000 14.9895 0.0280132 5.45562 0.0138764 
540000 14.9832 0.0282229 5.45732 0.0137268 
550000 14.9835 0.0277161 5.45743 0.01348 
560000 14.9846 0.027249 5.45748 0.0132414 
570000 14.9869 0.0268755 5.45792 0.0130185 
580000 14.9928 0.0270662 5.45493 0.0131414 
590000 14.9929 0.0266115 5.45425 0.0129379 
600000 14.9897 0.0263757 5.45243 0.0128543 
610000 14.989 0.0259557 5.4503 0.0128227 
620000 14.9918 0.0257002 5.44941 0.012649 
630000 14.988 0.0255815 5.44916 0.0124523 
640000 14.986 0.0252687 5.45043 0.0123244 
650000 14.9921 0.0256264 5.45155 0.012188 
660000 14.9931 0.0252624 5.45075 0.0120314 
670000 14.9938 0.0248973 5.45114 0.0118596 
680000 14.9987 0.0250234 5.44947 0.011805 
690000 14.9997 0.0246812 5.44834 0.01169 
700000 14.9989 0.0243431 5.44951 0.0115835 
710000 15.0011 0.0241005 5.4475 0.0115966 
720000 14.9984 0.0239223 5.44456 0.0118091 
730000 14.9943 0.0239382 5.4459 0.0117247 
740000 14.9909 0.0238683 5.44647 0.0115816 
750000 14.9906 0.0235542 5.4459 0.0114424 
760000 14.9883 0.0233569 5.44412 0.0114329 
770000 14.9893 0.0230769 5.44408 0.0112854 
780000 14.99 0.0227929 5.44491 0.0111724 
790000 14.9888 0.0225369 5.44618 0.0111043 
800000 14.991 0.0223624 5.4471 0.0110054 
810000 14.9953 0.0225031 5.4455 0.0109877 
820000 14.9958 0.0222375 5.44556 0.0108547 
830000 14.9937 0.0220762 5.44729 0.0108638 
840000 14.9924 0.0218522 5.44829 0.0107811 
850000 14.9916 0.0216112 5.44771 0.0106704 
860000 14.9925 0.0213818 5.44773 0.010547 
870000 14.9925 0.0211374 5.44836 0.0104456 
880000 14.9907 0.0209788 5.44866 0.0103319 
890000 14.9917 0.0207679 5.44726 0.0103124 
900000 14.9949 0.0207785 5.44509 0.0104264 
910000 14.9962 0.0205971 5.4454 0.0103171 
920000 14.9939 0.0205031 5.44736 0.0103933 
930000 14.9932 0.0202954 5.44675 0.0103006 
940000 14.9933 0.0200807 5.44899 0.0104349 
950000 14.9903 0.020092 5.44884 0.0103267 
960000 14.9931 0.0200802 5.44911 0.0102231 
970000 14.9929 0.0198748 5.44858 0.0101322 
980000 14.9894 0.0199967 5.44956 0.0100776 
990000 14.9852 0.0202323 5.45104 0.0100862 
