0 15.013 0 5.42841 0 
10000 15.0392 0.0261638 5.42256 0.00584933 
20000 14.9494 0.0910202 5.44739 0.0250659 
30000 14.9548 0.0645878 5.4427 0.0183359 
40000 14.9082 0.0683878 5.4489 0.0154965 
50000 14.9049 0.0559391 5.44114 0.0148432 
60000 14.941 0.059522 5.45415 0.0180753 
70000 14.9485 0.0520816 5.44913 0.0164374 
80000 14.9185 0.0548241 5.4506 0.0145705 
90000 14.895 0.0543867 5.46093 0.016632 
100000 14.8892 0.0495409 5.45546 0.0160092 
110000 14.9085 0.0491955 5.45027 0.0155085 
120000 14.9123 0.0454115 5.46365 0.0195552 
130000 14.9403 0.050524 5.45454 0.0202655 
140000 14.9288 0.0484289 5.45802 0.0191843 
150000 14.9514 0.0506367 5.45123 0.0191856 
160000 14.9525 0.0475761 5.45185 0.0180321 
170000 14.9573 0.0451126 5.45556 0.0174023 
180000 14.9496 0.0433631 5.46579 0.0193823 
190000 14.9459 0.0413006 5.45951 0.0194307 
200000 14.9484 0.0393611 5.45768 0.0185733 
210000 14.9451 0.0376674 5.46481 0.0190916 
220000 14.9424 0.0360992 5.46304 0.0183284 
230000 14.9367 0.035014 5.45805 0.0182441 
240000 14.9484 0.0355353 5.44949 0.019478 
250000 14.9594 0.035884 5.44819 0.0187591 
260000 14.9678 0.0355287 5.44995 0.0181365 
270000 14.9787 0.035927 5.45144 0.0175402 
280000 14.9808 0.0347331 5.45188 0.0169303 
290000 14.9763 0.0338649 5.45418 0.0165161 
300000 14.9659 0.0343504 5.45945 0.0168233 
310000 14.9649 0.0332734 5.46393 0.0168936 
320000 14.959 0.0327894 5.46745 0.0167469 
330000 14.9639 0.0321749 5.46512 0.0164133 
340000 14.9524 0.0332726 5.46728 0.0160842 
350000 14.9544 0.0323981 5.46375 0.0160251 
360000 14.9584 0.0317626 5.46246 0.0156392 
370000 14.9634 0.0313159 5.46226 0.0152234 
380000 14.9634 0.0305024 5.4617 0.0148386 
390000 14.9572 0.0303766 5.46184 0.0144636 
400000 14.9572 0.0296264 5.46013 0.01421 
410000 14.9604 0.0290872 5.46061 0.0138759 
420000 14.9643 0.0286762 5.46107 0.0135573 
430000 14.9621 0.0281071 5.46218 0.0132919 
440000 14.9614 0.0274838 5.45938 0.0132928 
450000 14.9658 0.0272402 5.45834 0.0130421 
460000 14.9759 0.028523 5.45887 0.0127726 
470000 14.9712 0.0283217 5.46182 0.0128462 
480000 14.975 0.0279946 5.46042 0.0126584 
490000 14.9671 0.0285356 5.46187 0.0124874 
500000 14.9712 0.0282693 5.46268 0.0122669 
510000 14.9705 0.0277301 5.46495 0.0122411 
520000 14.9699 0.0272083 5.46519 0.0120103 
530000 14.9684 0.0267436 5.46538 0.0117873 
540000 14.9682 0.0262533 5.46488 0.0115819 
550000 14.9638 0.0261612 5.46675 0.0115256 
560000 14.9687 0.0261641 5.46483 0.0114825 
570000 14.9642 0.0261 5.46586 0.0113298 
580000 14.9612 0.0258272 5.46496 0.0111724 
590000 14.9559 0.0259491 5.4681 0.0114238 
600000 14.9602 0.0258941 5.46749 0.0112513 
610000 14.9594 0.0254863 5.46714 0.0110738 
620000 14.9652 0.0257331 5.46743 0.0109003 
630000 14.9622 0.0254989 5.46954 0.0109347 
640000 14.9639 0.0251581 5.46935 0.0107668 
650000 14.9586 0.025327 5.46861 0.0106287 
660000 14.9617 0.0251331 5.46858 0.0104688 
670000 14.9613 0.0247638 5.46718 0.0104092 
680000 14.9614 0.0244025 5.46538 0.0104127 
690000 14.9611 0.0240532 5.46435 0.0103149 
700000 14.9645 0.0239549 5.46567 0.0102546 
710000 14.9653 0.0236326 5.4663 0.0101306 
720000 14.9695 0.0236794 5.46472 0.0101156 
730000 14.9694 0.0233572 5.46416 0.00999355 
740000 14.9733 0.0233681 5.46322 0.00990429 
750000 14.9728 0.0230652 5.46403 0.00980719 
760000 14.9732 0.0227685 5.46401 0.00967903 
770000 14.9751 0.0225559 5.46327 0.00958237 
780000 14.9772 0.0223595 5.46414 0.00949979 
790000 14.9785 0.0221171 5.46524 0.00944494 
800000 14.9791 0.0218527 5.46429 0.00937584 
810000 14.9765 0.0217427 5.4658 0.00938321 
820000 14.9777 0.0215114 5.46488 0.00931491 
830000 14.9772 0.0212596 5.46383 0.00926355 
840000 14.9757 0.0210595 5.46437 0.00917012 
850000 14.9763 0.0208224 5.46344 0.00911067 
860000 14.9763 0.0205817 5.46298 0.00901707 
870000 14.975 0.0203911 5.46362 0.00893693 
880000 14.9772 0.0202777 5.46164 0.00905503 
890000 14.9756 0.0201129 5.45972 0.00915785 
900000 14.9759 0.0198934 5.46033 0.00907742 
910000 14.9783 0.019817 5.46158 0.00906454 
920000 14.9802 0.0196921 5.46184 0.00897016 
930000 14.98 0.0194825 5.46259 0.00890595 
940000 14.9793 0.0192872 5.46202 0.00882982 
950000 14.9769 0.019232 5.46241 0.00874588 
960000 14.971 0.0199237 5.46383 0.00877088 
970000 14.9727 0.0197857 5.46275 0.00874702 
980000 14.9737 0.0196111 5.46184 0.00870616 
990000 14.9741 0.0194185 5.46124 0.00863933 
