-1.88339 0.949965 2.46784
0.778474 2.37601 -1.49421
-0.576806 -0.213434 -4.5456
-0.990879 2.28083 4.36236
-2.67428 -0.306731 -2.89487
3.98082 -1.02043 5.23934
-2.50543 -1.5009 -6.05266
-2.38397 3.56635 1.29426
-1.04803 -0.888117 2.71988
0.26915 -0.203242 -0.960187
0.459568 0.574426 2.10873
4.68983 3.11806 6.64806
0.843849 -1.57798 1.88513
0.733226 -6.29441 -5.68308
0.0691701 1.18604 -2.7254
-1.92707 0.99315 2.45696
5.29898 1.39282 9.11824
-0.546126 -0.731649 3.70394
1.72895 -2.31939 1.25691
-0.144969 5.05258 -3.51068
-1.73827 0.15371 -2.12083
-4.30014 -1.29294 -6.43727
2.80916 0.566159 -4.86281
3.40135 3.95975 -1.45019
-2.35518 -2.04988 2.79946
0.115976 2.28755 4.8339
-0.874431 0.579344 2.37865
2.15449 0.472956 5.03766
3.87065 3.4905 6.03042
-0.075377 -5.50281 -5.3412
-3.66829 0.270864 -2.76781
-1.04739 -2.8074 4.13491
3.50181 2.2383 -2.68729
0.25224 -0.669787 4.36349
-1.34256 -2.24514 -6.07786
-0.855157 -2.83863 -1.89634
0.434611 -0.388787 2.82563
-0.781908 -1.54645 3.03437
-2.7131 1.94395 -2.84575
1.51979 -1.61816 -1.39909
3.22959 -0.498193 -7.71959
-1.62241 -0.683905 3.32579
0.195312 -2.19907 -4.01561
-2.40779 -0.821959 2.11056
-0.446865 -0.914562 -2.15423
4.10051 0.557987 -2.3421
-1.09202 -5.33795 1.56504
-3.07141 -1.24669 -3.85052
1.28729 -0.1629 2.69399
5.58983 -2.12656 -2.70985
1.09188 0.098782 -6.24969
-3.21555 -1.26678 -5.30179
-1.03823 3.4501 5.71016
0.257548 0.0824945 -3.435
-2.34811 -1.99579 2.42534
0.545899 0.966736 2.41126
-1.64576 -0.262604 -4.41061
0.316681 -2.85832 5.91425
2.53672 5.08398 -7.95708
-1.68432 0.547435 2.86164
4.69206 -1.20516 -5.49205
-0.355933 0.535287 2.16889
3.75037 -2.71987 -3.46987
-1.55029 -0.0881706 -6.52951
-3.13707 1.76657 4.9782
-0.326782 -1.22699 8.33353
0.0683688 -0.728023 -2.54246
-0.622654 -0.22568 2.23876
-2.40718 -2.40595 2.27347
-1.97886 2.94457 -1.49642
0.425619 -1.52956 0.857222
4.32817 1.05226 4.84376
-1.62221 1.11326 2.23162
1.52816 3.5765 -2.4552
1.39345 -0.046044 -3.89989
-2.55509 0.700345 -4.76228
-5.9695 -0.69634 -3.60747
3.75305 1.69479 -4.14108
-5.5124 -3.31229 -1.61888
0.237727 -1.37374 -3.61678
-2.22165 -0.260867 3.49965
-1.46884 1.41077 3.27083
2.87458 2.58656 3.77395
1.14387 -3.60302 5.47101
2.35923 -2.03216 -8.16577
-2.34787 3.25082 -0.935499
-0.80406 -0.786599 2.07627
-0.2161 1.83602 -5.78281
-3.05372 0.700126 4.44217
-0.321808 -1.41301 -2.56507
-2.04012 0.040544 0.565028
2.40122 6.47702 7.73
0.934212 -1.95761 -1.96219
0.331251 1.11061 -1.52233
2.29729 0.0132243 2.55599
-0.300783 0.36136 0.703243
0.0937371 0.0739394 1.59397
4.0266 5.60403 -3.95052
0.572872 0.761692 -5.75442
-1.48922 -3.23477 -0.982688
-2.59615 -2.93876 -3.69722
2.21355 0.584977 5.88796
0.872 -1.2815 1.07138
1.77115 -0.0619314 6.88297
-3.58788 -1.71661 -1.21703
0.0775485 -1.43968 -1.46553
-1.94961 1.83637 6.10848
1.91235 2.19932 -3.88867
-6.72149 -5.5351 2.43388
2.19968 1.26111 15.3893
4.81558 2.75907 -3.28113
1.34622 0.50425 -5.69745
0.205549 -3.51126 2.20347
2.15002 -2.78045 -2.19811
-4.20716 0.760662 1.31242
-1.44624 2.90199 1.35106
0.807851 -0.652859 4.4373
-0.617368 0.38228 6.46439
-1.24011 -0.898197 -6.59245
1.85532 0.661389 4.22282
0.700612 0.920491 0.61487
0.919091 -1.9268 -1.70449
-0.66011 -0.275634 1.16728
1.53054 1.98993 2.32006
-2.80428 -1.44466 2.99587
1.13187 -0.929904 1.35426
1.85923 -1.20665 -2.28343
-2.86085 -0.673865 -4.72075
-2.01497 -0.353683 5.03279
3.06991 0.454109 -3.55685
2.16436 3.59065 5.2748
3.25899 -0.112376 1.98874
-1.30475 0.334133 1.69824
-0.391906 -1.7611 -4.65275
0.201101 -4.9288 -3.55164
2.57088 5.48764 5.49598
-1.93384 -3.68806 2.60976
-1.66023 0.0674768 4.93646
0.578027 2.19898 2.97427
2.79815 -0.326271 -1.48996
-0.248065 -0.98576 2.30901
-1.79069 -2.42809 -3.11065
-2.53903 -0.128654 -2.18838
1.4921 0.401371 -5.67965
-0.528723 -6.67042e-05 1.20066
-1.33255 -5.00189 -3.55985
-0.247632 0.227236 -3.44763
-1.02366 -1.80495 4.72363
5.64629 2.02978 5.23878
2.10947 -2.82998 4.89254
0.901102 1.35333 -1.47924
-1.10639 -0.20556 -2.13077
-0.251078 -0.241902 2.37486
-3.63664 0.777619 11.4114
0.425611 4.22208 4.71476
-3.24648 -2.95969 -5.08506
-1.062 0.232559 2.89332
-3.17454 1.38718 -2.23486
-4.15561 -2.42042 4.69542
-2.55242 -1.92516 -3.3079
-0.0238425 2.33763 -5.91042
-1.15062 -1.9517 -1.52704
3.10979 1.49979 2.60612
0.386323 -3.41414 3.55298
0.148399 -1.1237 -3.44261
3.92523 -0.960499 -1.77866
4.37659 3.85072 -6.20759
1.14646 -1.37642 8.35809
2.08653 -3.07249 3.05975
-0.435919 0.548925 -2.62619
2.08997 1.08804 -4.8902
-5.26994 1.95688 2.43825
-0.968921 -0.226562 -1.60034
2.04719 -1.90352 7.36624
-0.069637 0.268212 4.02978
-1.12487 -0.963207 -1.85672
-1.32541 1.11956 -2.14893
-0.577568 7.26963 -8.09395
1.7781 2.82197 -6.77062
2.53498 2.6415 3.07857
-1.02683 1.10204 6.81174
-3.06437 -1.22453 2.84665
0.368082 -1.0288 -3.2718
0.354129 6.49306 5.36007
2.39812 -1.47196 9.59763
-3.46032 0.737158 -4.43759
-2.30741 1.95512 -4.20196
0.654836 3.0609 -4.38404
-2.60822 -0.0424032 -4.07393
-2.03224 3.22243 -4.03985
-3.48579 2.53918 3.23207
0.59048 3.39079 9.1701
-2.8432 -2.59389 5.21864
-0.330803 -0.402888 -2.0918
-3.37797 -1.32033 4.32782
-1.10262 0.157011 -5.06768
1.37903 -2.57355 0.277271
-3.40876 -2.55162 -4.78376
-0.434124 -1.52632 4.96045
1.1978 0.761776 -3.06553
1.23933 1.53134 3.31715
-1.11185 -0.551087 -1.75207
-0.413328 0.291667 -1.18875
1.52312 4.93366 2.82907
-3.59421 -1.8438 4.56312
-6.00647 1.87655 5.08571
1.69048 -0.160399 -1.6246
5.64726 -3.39736 -6.53264
1.13728 2.27802 -6.38839
-3.43755 0.697954 -3.88647
-0.414227 4.24571 -6.21361
2.34804 0.975873 0.74616
1.88882 0.689132 5.72259
-1.14258 -1.77821 -6.5573
-2.46114 -4.03371 7.65952
0.722556 3.60296 0.661362
1.36596 2.06625 4.71136
-0.702214 -0.646867 2.62513
-1.88913 1.40014 -3.66997
-3.20754 4.82118 -5.75658
-0.879476 2.19199 1.6827
1.78503 -3.12611 3.38593
1.00905 1.31508 1.82148
-3.85655 -1.33726 -5.02983
2.134 0.0298457 3.94309
-0.263183 1.2898 5.0918
4.64973 -1.07282 5.26379
2.71932 -0.077462 1.36901
-0.87755 -2.58455 2.66981
-0.859144 -3.04462 5.82877
0.0251746 1.6561 -2.68681
-1.22441 2.08746 -2.42522
-1.75373 0.806357 -2.51259
-0.505627 2.10559 -1.02493
1.91588 1.09674 4.46595
0.916521 2.31776 3.18268
1.19106 4.36891 4.84696
-0.72337 -1.05576 1.93421
2.37591 -0.0535592 0.996555
-0.459306 -0.50463 1.82412
1.79376 -0.158484 2.96636
6.02174 6.25592 3.58226
2.38977 -0.938259 -2.94134
-4.86263 3.46276 4.69197
-4.63671 3.68932 -1.90542
2.23216 -1.50243 -0.875031
1.67905 2.30016 1.83098
0.216067 2.50256 7.87913
-0.969883 -1.02123 9.13313
-0.784244 -2.38263 -3.7813
-1.95437 1.91632 2.14308
-2.07174 0.282458 -1.5937
9.2401 4.77801 3.2119
0.516512 -1.02017 1.17685
1.18899 -0.05887 3.25847
8.35134 -1.1517 8.07004
-0.1838 -3.27603 -5.679
2.47026 1.17136 5.94814
-1.91483 0.40261 -2.46559
3.4165 3.21753 2.77823
2.85835 -0.833606 4.6577
-0.675005 3.77752 -4.48257
-1.97997 -0.401332 1.82433
-1.13038 2.70893 4.01476
-3.95304 3.21791 3.66231
1.81795 0.367947 -3.36606
0.945227 0.952905 1.98325
