#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         396    -3.39991    -3.37724  0.00123139
         397    -3.39045    -3.37727  0.00122874
         398    -3.38132    -3.37728  0.00122569
         399    -3.37441    -3.37727  0.00122264
         400    -3.37116    -3.37726  0.00121968
         401    -3.36905    -3.37724  0.00121681
         402    -3.37147    -3.37722  0.00121387
         403    -3.37828    -3.37722  0.00121086
         404    -3.38883    -3.37725   0.0012082
         405    -3.40207    -3.37731  0.00120677
         406    -3.41555    -3.37741  0.00120747
         407    -3.42415    -3.37752  0.00120995
         408    -3.42416    -3.37764  0.00121238
         409    -3.41598    -3.37773  0.00121303
         410    -3.40422     -3.3778  0.00121179
         411    -3.39292    -3.37783   0.0012094
         412    -3.38242    -3.37784  0.00120652
         413     -3.3753    -3.37784  0.00120361
         414    -3.37152    -3.37782   0.0012008
         415    -3.36908     -3.3778  0.00119809
         416     -3.3687    -3.37778  0.00119541
         417    -3.36971    -3.37776   0.0011927
         418    -3.37166    -3.37775  0.00118994
         419    -3.37357    -3.37774  0.00118714
         420    -3.37601    -3.37773  0.00118432
         421    -3.37948    -3.37774  0.00118151
         422    -3.38308    -3.37775  0.00117878
         423    -3.38669    -3.37777  0.00117619
         424    -3.38696    -3.37779  0.00117361
         425     -3.3869    -3.37781  0.00117105
         426    -3.38513    -3.37783  0.00116842
         427    -3.38465    -3.37785   0.0011658
         428     -3.3831    -3.37786  0.00116314
         429    -3.38087    -3.37786  0.00116045
         430    -3.37736    -3.37786  0.00115775
         431    -3.37505    -3.37786  0.00115508
         432     -3.3751    -3.37785  0.00115242
         433    -3.37704    -3.37785  0.00114976
         434    -3.38054    -3.37786  0.00114713
         435    -3.38486    -3.37787  0.00114461
         436    -3.38799    -3.37789  0.00114222
         437      -3.389    -3.37792  0.00113989
         438     -3.3863    -3.37794  0.00113744
         439    -3.38274    -3.37795  0.00113491
         440    -3.37948    -3.37795  0.00113233
         441    -3.37669    -3.37795  0.00112977
         442    -3.37832    -3.37795  0.00112721
         443    -3.38193    -3.37796   0.0011247
         444    -3.38707    -3.37798  0.00112236
         445    -3.39289    -3.37801  0.00112034
         446    -3.39436    -3.37805  0.00111842
         447    -3.39534    -3.37809  0.00111659
         448     -3.3941    -3.37813  0.00111467
         449    -3.38959    -3.37815  0.00111248
         450     -3.3827    -3.37816  0.00111005
         451    -3.37451    -3.37815  0.00110762
         452    -3.36585    -3.37813   0.0011055
         453    -3.35716    -3.37808  0.00110403
         454    -3.34959    -3.37802  0.00110338
         455    -3.34394    -3.37794   0.0011035
         456    -3.34302    -3.37787  0.00110373
         457    -3.34609     -3.3778   0.0011035
         458    -3.35328    -3.37774  0.00110239
         459    -3.36205    -3.37771  0.00110052
         460     -3.3703    -3.37769  0.00109825
         461    -3.37583    -3.37769  0.00109587
         462    -3.37978    -3.37769  0.00109351
         463    -3.38381    -3.37771  0.00109123
         464    -3.38937    -3.37773  0.00108916
         465    -3.39435    -3.37777  0.00108741
         466    -3.39814    -3.37781  0.00108595
         467    -3.40014    -3.37786  0.00108468
         468    -3.39808     -3.3779  0.00108322
         469    -3.39361    -3.37793  0.00108143
         470     -3.3876    -3.37796  0.00107932
         471    -3.38054    -3.37796  0.00107705
         472    -3.37408    -3.37795   0.0010748
         473    -3.36852    -3.37793  0.00107271
         474     -3.3685    -3.37791  0.00107063
         475    -3.37306     -3.3779  0.00106843
         476    -3.38294    -3.37791  0.00106623
         477    -3.39717    -3.37795  0.00106476
