#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1018     2.04692     2.01767   0.0214767
        1019     1.96329     2.01762   0.0214557
        1020     1.86277     2.01747   0.0214352
        1021     1.76846     2.01723   0.0214156
        1022     1.69338     2.01691    0.021397
        1023     1.65058     2.01655   0.0213791
        1024     1.64487     2.01619   0.0213613
        1025     1.67176     2.01585   0.0213431
        1026     1.72565     2.01557   0.0213242
        1027     1.78967     2.01535   0.0213045
        1028       1.858      2.0152   0.0212844
        1029     1.92021      2.0151   0.0212639
        1030     1.97189     2.01506   0.0212433
        1031     2.01366     2.01506   0.0212227
        1032     2.04642     2.01509   0.0212021
        1033      2.0734     2.01515   0.0211817
        1034     2.09526     2.01522   0.0211613
        1035     2.11507     2.01532   0.0211411
        1036     2.13575     2.01544    0.021121
        1037     2.15905     2.01558   0.0211011
        1038     2.18449     2.01574   0.0210814
        1039     2.21273     2.01593    0.021062
        1040     2.24367     2.01615   0.0210429
        1041     2.27386     2.01639   0.0210241
        1042     2.30585     2.01667   0.0210058
        1043     2.33901     2.01698   0.0209879
        1044     2.37424     2.01732   0.0209706
        1045     2.41057      2.0177   0.0209539
        1046     2.44466     2.01811   0.0209378
        1047     2.47566     2.01854   0.0209224
        1048     2.49865       2.019   0.0209075
        1049     2.50864     2.01947   0.0208927
        1050     2.50773     2.01993    0.020878
        1051     2.49981     2.02039   0.0208631
        1052     2.48656     2.02083    0.020848
        1053     2.45593     2.02125   0.0208323
        1054     2.38605     2.02159   0.0208154
        1055     2.26924     2.02183    0.020797
        1056     2.13118     2.02193   0.0207776
        1057     2.01241     2.02192   0.0207579
        1058     1.93699     2.02184   0.0207384
        1059      1.9068     2.02173   0.0207192
        1060      1.9124     2.02163   0.0206999
        1061     1.93055     2.02155   0.0206805
        1062     1.95165     2.02148   0.0206612
        1063     1.96912     2.02143   0.0206418
        1064     1.98615      2.0214   0.0206224
        1065     1.99936     2.02138   0.0206031
        1066     2.00746     2.02136   0.0205837
        1067     2.01067     2.02135   0.0205644
        1068     2.01039     2.02134   0.0205452
        1069     2.01016     2.02133    0.020526
        1070     2.01697     2.02133   0.0205068
        1071     2.03167     2.02134   0.0204876
        1072     2.05734     2.02137   0.0204686
        1073     2.09031     2.02144   0.0204496
        1074     2.12289     2.02153   0.0204308
        1075     2.14642     2.02165   0.0204121
        1076     2.15354     2.02177   0.0203935
        1077     2.13882     2.02188   0.0203748
        1078     2.10178     2.02195   0.0203561
        1079      2.0429     2.02197   0.0203372
        1080     1.97351     2.02193   0.0203184
        1081     1.89874     2.02181      0.0203
        1082     1.83054     2.02164    0.020282
        1083     1.77271     2.02141   0.0202645
        1084     1.72272     2.02113   0.0202477
        1085     1.67781     2.02081   0.0202315
        1086     1.63494     2.02046    0.020216
        1087     1.59485     2.02007   0.0202012
        1088     1.55985     2.01964   0.0201871
        1089     1.53077      2.0192   0.0201735
        1090     1.51772     2.01874   0.0201603
        1091     1.52485     2.01828   0.0201469
        1092     1.55857     2.01786   0.0201328
        1093     1.61637     2.01749   0.0201178
        1094     1.69246      2.0172   0.0201016
        1095     1.76652     2.01697   0.0200845
        1096     1.82091     2.01679    0.020067
        1097     1.83888     2.01663   0.0200493
        1098     1.82305     2.01645   0.0200319
        1099      1.7851     2.01624   0.0200147
        1100     1.73443     2.01598   0.0199982
        1101      1.6845     2.01568   0.0199823
        1102     1.63934     2.01534   0.0199671
        1103     1.61287     2.01498   0.0199523
        1104     1.61143     2.01461   0.0199376
        1105     1.64148     2.01427   0.0199224
        1106     1.70119     2.01399   0.0199064
        1107     1.78606     2.01378   0.0198895
        1108     1.88569     2.01367   0.0198719
        1109     1.98694     2.01364   0.0198539
        1110     2.07609      2.0137   0.0198361
        1111     2.14083     2.01382   0.0198186
        1112     2.18435     2.01397   0.0198014
        1113      2.2015     2.01414   0.0197843
        1114     2.19272      2.0143   0.0197672
        1115     2.15727     2.01443   0.0197499
        1116     2.09226      2.0145   0.0197323
        1117     2.01098     2.01449   0.0197147
        1118     1.92288     2.01441   0.0196972
        1119     1.84008     2.01425   0.0196802
        1120     1.77408     2.01404   0.0196638
        1121     1.72977     2.01379   0.0196479
        1122     1.70773     2.01351   0.0196323
        1123     1.70715     2.01324   0.0196167
        1124     1.72459     2.01298   0.0196009
        1125     1.75438     2.01275   0.0195848
        1126     1.79123     2.01256   0.0195684
        1127     1.82873     2.01239   0.0195518
        1128     1.87007     2.01227   0.0195348
        1129     1.91307     2.01218   0.0195177
        1130      1.9547     2.01213   0.0195005
        1131      2.0021     2.01212   0.0194833
        1132     2.05304     2.01216   0.0194661
        1133     2.10759     2.01224   0.0194491
        1134     2.16424     2.01238   0.0194324
        1135     2.22457     2.01256   0.0194162
        1136     2.28766      2.0128   0.0194006
        1137     2.35369      2.0131   0.0193859
        1138     2.42468     2.01347   0.0193722
        1139     2.49836     2.01389   0.0193599
        1140      2.5758     2.01438   0.0193492
        1141      2.6501     2.01494   0.0193402
        1142      2.7196     2.01556   0.0193331
        1143     2.77571     2.01622   0.0193276
        1144     2.80858     2.01692   0.0193232
        1145     2.80723     2.01761   0.0193186
        1146     2.76813     2.01826   0.0193128
        1147     2.69355     2.01885    0.019305
        1148     2.58792     2.01935   0.0192945
        1149     2.46754     2.01974   0.0192817
        1150     2.34576     2.02002    0.019267
        1151     2.23568     2.02021   0.0192512
        1152     2.14818     2.02032   0.0192348
        1153     2.08768     2.02038   0.0192182
        1154     2.06215     2.02041   0.0192016
        1155      2.0722     2.02046    0.019185
        1156     2.11461     2.02054   0.0191686
        1157     2.18611     2.02068   0.0191525
        1158     2.26869      2.0209   0.0191372
        1159     2.33897     2.02117   0.0191226
        1160     2.37434     2.02147   0.0191086
        1161     2.35467     2.02176   0.0190943
        1162     2.28325     2.02199   0.0190792
        1163     2.17558     2.02212   0.0190632
        1164     2.05854     2.02215   0.0190469
        1165     1.95606     2.02209   0.0190306
        1166     1.88264     2.02197   0.0190147
        1167     1.84564     2.02182    0.018999
        1168     1.84522     2.02167   0.0189833
        1169      1.8741     2.02155   0.0189675
        1170     1.92841     2.02147   0.0189514
        1171     1.99672     2.02144   0.0189353
        1172     2.06507     2.02148   0.0189192
        1173     2.12083     2.02157   0.0189032
        1174     2.16077     2.02169   0.0188875
        1175     2.18295     2.02182   0.0188719
        1176       2.192     2.02197   0.0188564
        1177     2.18227      2.0221   0.0188409
        1178     2.14743     2.02221   0.0188252
        1179     2.07977     2.02226   0.0188093
        1180     1.98378     2.02223   0.0187934
        1181     1.86961      2.0221   0.0187779
        1182     1.76146     2.02188   0.0187633
        1183     1.67882     2.02159   0.0187497
        1184     1.63976     2.02126   0.0187366
        1185     1.65874     2.02096   0.0187233
        1186     1.73182     2.02071   0.0187091
        1187     1.84579     2.02057   0.0186939
        1188     1.96781     2.02052   0.0186783
        1189     2.06297     2.02056   0.0186626
        1190     2.11291     2.02064   0.0186471
        1191     2.12715     2.02072   0.0186316
        1192     2.11213      2.0208   0.0186161
        1193     2.08111     2.02085   0.0186006
        1194     2.04087     2.02087    0.018585
        1195     1.99718     2.02085   0.0185695
        1196     1.96147      2.0208    0.018554
        1197     1.94101     2.02073   0.0185387
        1198     1.94921     2.02067   0.0185233
        1199     1.98747     2.02065   0.0185078
        1200     2.05579     2.02067   0.0184924
        1201     2.14929     2.02078   0.0184774
        1202     2.24836     2.02097    0.018463
        1203     2.33715     2.02123   0.0184495
        1204     2.38998     2.02154   0.0184367
        1205     2.39245     2.02185    0.018424
        1206      2.3437     2.02211   0.0184106
        1207     2.26317     2.02231   0.0183965
        1208     2.17813     2.02244   0.0183817
        1209     2.11199     2.02252   0.0183666
        1210     2.08261     2.02257   0.0183515
        1211     2.09368     2.02263   0.0183365
        1212      2.1454     2.02273   0.0183216
        1213     2.23134      2.0229   0.0183073
        1214     2.32956     2.02315    0.018294
        1215     2.42003     2.02348   0.0182818
        1216     2.47813     2.02385   0.0182706
        1217     2.49066     2.02424   0.0182596
        1218     2.45211     2.02459    0.018248
        1219     2.37631     2.02488   0.0182353
        1220     2.28348     2.02509   0.0182216
        1221     2.20023     2.02523   0.0182073
        1222     2.15092     2.02533   0.0181926
        1223     2.14355     2.02543    0.018178
        1224     2.17951     2.02556   0.0181636
        1225      2.2443     2.02574   0.0181497
        1226     2.31715     2.02597   0.0181364
        1227     2.37985     2.02626   0.0181239
        1228      2.4157     2.02658   0.0181119
        1229     2.41503     2.02689      0.0181
        1230     2.37124     2.02717   0.0180874
        1231     2.28837     2.02739    0.018074
        1232     2.17582     2.02751   0.0180597
        1233      2.0403     2.02752    0.018045
        1234     1.89639     2.02741   0.0180307
        1235     1.74966     2.02719   0.0180175
        1236      1.6107     2.02685   0.0180061
        1237     1.48655     2.02641   0.0179969
        1238     1.38291     2.02589   0.0179898
        1239     1.30353     2.02531   0.0179847
        1240     1.24954     2.02468   0.0179811
        1241     1.21752     2.02403   0.0179784
        1242     1.20813     2.02338   0.0179759
        1243     1.21121     2.02272   0.0179733
        1244     1.22428     2.02208   0.0179703
        1245     1.24381     2.02146   0.0179668
        1246     1.26718     2.02085   0.0179625
        1247      1.2909     2.02027   0.0179577
        1248     1.31893      2.0197   0.0179521
        1249     1.35193     2.01917   0.0179457
        1250     1.39061     2.01867   0.0179384
        1251     1.43558      2.0182   0.0179301
        1252     1.48348     2.01777   0.0179208
        1253     1.52594     2.01738   0.0179108
        1254     1.55621     2.01701   0.0179003
        1255     1.57456     2.01666   0.0178895
        1256     1.57959     2.01631   0.0178787
        1257     1.57952     2.01596   0.0178678
        1258     1.58992     2.01563   0.0178568
        1259     1.61843     2.01531   0.0178454
        1260     1.67515     2.01504   0.0178333
        1261     1.75868     2.01484   0.0178203
        1262     1.86357     2.01472   0.0178066
        1263     1.97673     2.01469   0.0177925
        1264     2.08772     2.01475   0.0177786
        1265     2.18485     2.01488    0.017765
        1266     2.25606     2.01507    0.017752
        1267     2.29479     2.01529   0.0177394
        1268     2.30481     2.01552   0.0177268
        1269     2.29232     2.01574   0.0177142
        1270     2.27305     2.01594   0.0177014
        1271     2.25667     2.01613   0.0176885
        1272     2.24724     2.01631   0.0176755
        1273     2.24961     2.01649   0.0176626
        1274     2.25636     2.01668   0.0176497
        1275     2.26402     2.01688    0.017637
        1276     2.26215     2.01707   0.0176242
        1277     2.24915     2.01725   0.0176113
        1278     2.22769     2.01742   0.0175983
        1279     2.20508     2.01756   0.0175852
        1280     2.19227      2.0177    0.017572
        1281     2.19509     2.01784   0.0175588
        1282     2.21794     2.01799   0.0175458
        1283     2.25926     2.01818   0.0175331
        1284     2.31347     2.01841    0.017521
        1285     2.37386     2.01869   0.0175095
        1286      2.4332     2.01901   0.0174989
        1287     2.48029     2.01937   0.0174889
        1288     2.51493     2.01975   0.0174796
        1289     2.53009     2.02015   0.0174705
        1290     2.52857     2.02054   0.0174614
        1291     2.51106     2.02092    0.017452
        1292      2.4809     2.02128   0.0174421
        1293     2.44782     2.02161   0.0174318
        1294     2.41306     2.02191   0.0174209
        1295     2.37951     2.02219   0.0174097
        1296     2.34742     2.02244    0.017398
        1297     2.32206     2.02267   0.0173862
        1298     2.30755     2.02289   0.0173742
        1299     2.30247      2.0231   0.0173621
        1300     2.30799     2.02332   0.0173501
        1301     2.31203     2.02355   0.0173382
        1302     2.29972     2.02376   0.0173262
        1303     2.26313     2.02394   0.0173139
        1304     2.20407     2.02408   0.0173012
        1305     2.13737     2.02417   0.0172881
        1306     2.08366     2.02421   0.0172749
        1307     2.05555     2.02424   0.0172617
        1308     2.06518     2.02427   0.0172486
        1309     2.11171     2.02433   0.0172355
        1310     2.19038     2.02446   0.0172228
        1311     2.29131     2.02466   0.0172109
        1312     2.39726     2.02495   0.0172001
        1313     2.49088      2.0253   0.0171907
        1314     2.56254     2.02571   0.0171825
        1315     2.60008     2.02615   0.0171749
        1316     2.59816     2.02658   0.0171674
        1317     2.55566     2.02699   0.0171591
        1318     2.47809     2.02733   0.0171494
        1319     2.37583     2.02759   0.0171385
        1320     2.26358     2.02777   0.0171264
        1321     2.15424     2.02787   0.0171137
        1322     2.05775     2.02789   0.0171008
        1323     1.97651     2.02785   0.0170879
        1324     1.90708     2.02776   0.0170753
        1325     1.84666     2.02762   0.0170629
        1326     1.78898     2.02744    0.017051
        1327     1.73294     2.02722   0.0170396
        1328      1.6807     2.02696   0.0170288
        1329     1.63406     2.02666   0.0170185
        1330     1.60069     2.02634   0.0170087
        1331     1.58131     2.02601   0.0169992
        1332     1.57843     2.02567   0.0169898
        1333     1.58993     2.02535   0.0169802
        1334     1.61585     2.02504   0.0169702
        1335     1.65309     2.02476   0.0169598
        1336     1.69915     2.02452   0.0169489
        1337     1.75237     2.02431   0.0169374
        1338     1.81173     2.02415   0.0169255
        1339     1.88052     2.02405   0.0169132
        1340     1.96195       2.024   0.0169006
        1341     2.04799     2.02402   0.0168881
        1342     2.13597      2.0241   0.0168757
        1343     2.21842     2.02425   0.0168637
        1344     2.28196     2.02444   0.0168523
        1345     2.32214     2.02466   0.0168412
        1346     2.33847     2.02489   0.0168303
        1347     2.32416     2.02511   0.0168193
        1348     2.28261     2.02531   0.0168079
        1349     2.21281     2.02544    0.016796
        1350      2.1185     2.02551   0.0167837
        1351     2.00854      2.0255   0.0167713
        1352     1.89571     2.02541   0.0167591
        1353     1.79082     2.02523   0.0167477
        1354     1.70251     2.02499    0.016737
        1355      1.6413     2.02471    0.016727
        1356     1.60811      2.0244   0.0167175
        1357     1.59871     2.02409   0.0167081
        1358     1.60864     2.02378   0.0166986
        1359     1.63017     2.02349   0.0166889
        1360     1.65578     2.02322   0.0166788
        1361     1.68006     2.02297   0.0166684
        1362     1.69849     2.02273   0.0166579
        1363     1.71517     2.02251   0.0166472
        1364     1.73145     2.02229   0.0166364
        1365     1.75516      2.0221   0.0166253
        1366     1.78528     2.02193   0.0166141
        1367     1.82639     2.02178   0.0166025
        1368     1.87409     2.02167   0.0165907
        1369     1.92413      2.0216   0.0165788
        1370     1.97537     2.02157   0.0165667
        1371     2.02384     2.02157   0.0165546
        1372      2.0702     2.02161   0.0165426
        1373     2.12062     2.02168   0.0165307
        1374     2.17161     2.02179    0.016519
        1375     2.21705     2.02193   0.0165076
        1376     2.25081      2.0221   0.0164965
        1377      2.2606     2.02227   0.0164854
        1378     2.23931     2.02243   0.0164742
        1379     2.18898     2.02255   0.0164627
        1380     2.11667     2.02262   0.0164509
        1381     2.03797     2.02263    0.016439
        1382     1.96868     2.02259   0.0164271
        1383     1.92139     2.02251   0.0164154
        1384     1.90332     2.02243   0.0164038
        1385     1.92251     2.02236   0.0163921
        1386     1.97234     2.02232   0.0163803
        1387     2.04616     2.02234   0.0163685
        1388     2.12337     2.02241   0.0163569
        1389     2.18319     2.02253   0.0163455
        1390      2.2076     2.02266   0.0163343
        1391     2.19034     2.02278    0.016323
        1392     2.13337     2.02286   0.0163115
        1393     2.04326     2.02287   0.0162998
        1394     1.93501     2.02281   0.0162882
        1395     1.82455     2.02267   0.0162771
        1396      1.7223     2.02245   0.0162669
        1397     1.64508     2.02218   0.0162575
        1398     1.59658     2.02188   0.0162487
        1399     1.58378     2.02157   0.0162401
        1400     1.60767     2.02127   0.0162312
        1401     1.66492     2.02102   0.0162216
        1402     1.74574     2.02082   0.0162112
        1403     1.84184     2.02069   0.0162002
        1404     1.94502     2.02064   0.0161887
        1405     2.04341     2.02065   0.0161772
        1406     2.12696     2.02073   0.0161659
        1407       2.188     2.02085   0.0161548
        1408     2.22496     2.02099    0.016144
        1409     2.23477     2.02115   0.0161333
        1410     2.22058     2.02129   0.0161224
        1411     2.18704      2.0214   0.0161114
        1412     2.13703     2.02149   0.0161002
        1413     2.07855     2.02153   0.0160889
        1414     2.01299     2.02152   0.0160775
        1415     1.94318     2.02146   0.0160663
        1416     1.87515     2.02136   0.0160552
        1417     1.80686     2.02121   0.0160446
        1418     1.74036     2.02101   0.0160345
        1419     1.68187     2.02077    0.016025
        1420     1.63981      2.0205    0.016016
        1421     1.61743     2.02022   0.0160072
        1422     1.62323     2.01994   0.0159984
        1423     1.66104     2.01969   0.0159891
        1424     1.73382     2.01949   0.0159792
        1425     1.84286     2.01937   0.0159684
        1426     1.98185     2.01934   0.0159573
        1427     2.14243     2.01942   0.0159463
        1428     2.29874     2.01962   0.0159363
        1429     2.43673     2.01991   0.0159279
        1430     2.54049     2.02028   0.0159209
        1431     2.60973     2.02069   0.0159151
        1432     2.65423     2.02113   0.0159101
        1433     2.68961      2.0216   0.0159059
        1434     2.72071     2.02208   0.0159022
        1435     2.74448     2.02259   0.0158991
        1436     2.74532     2.02309    0.015896
        1437     2.71699     2.02357   0.0158923
        1438      2.6517     2.02401   0.0158872
        1439     2.55631     2.02438   0.0158805
        1440     2.43885     2.02467   0.0158721
        1441     2.30696     2.02486   0.0158623
        1442     2.16992     2.02497   0.0158516
        1443     2.03302     2.02497   0.0158406
        1444     1.91261     2.02489   0.0158298
        1445     1.82278     2.02475   0.0158195
        1446     1.77327     2.02458   0.0158095
        1447      1.7695      2.0244   0.0157996
        1448     1.81128     2.02426   0.0157893
        1449     1.88871     2.02416   0.0157787
        1450     1.99683     2.02414   0.0157678
        1451     2.11499     2.02421   0.0157571
        1452      2.2351     2.02435   0.0157469
        1453     2.33991     2.02457   0.0157376
        1454     2.41625     2.02484   0.0157291
        1455     2.45378     2.02513    0.015721
        1456     2.44857     2.02542   0.0157129
        1457     2.40188     2.02568   0.0157042
        1458     2.32007     2.02588   0.0156948
        1459     2.21029     2.02601   0.0156845
        1460     2.08502     2.02605   0.0156738
        1461     1.95591       2.026   0.0156632
        1462     1.82379     2.02586   0.0156531
        1463     1.70066     2.02564    0.015644
        1464     1.59058     2.02534   0.0156361
        1465     1.50105     2.02499   0.0156295
        1466     1.43579     2.02459    0.015624
        1467     1.39625     2.02416   0.0156192
        1468     1.38057     2.02372   0.0156148
        1469     1.38717     2.02329   0.0156101
        1470     1.40814     2.02287   0.0156051
        1471     1.43731     2.02247   0.0155996
        1472     1.46011     2.02209   0.0155937
        1473     1.47467     2.02171   0.0155875
        1474     1.47752     2.02135   0.0155813
        1475     1.48361     2.02098    0.015575
        1476      1.5074     2.02063   0.0155683
        1477      1.5688     2.02033   0.0155608
        1478     1.67204     2.02009   0.0155521
        1479     1.80764     2.01995   0.0155422
        1480     1.96434     2.01991   0.0155318
        1481     2.11933     2.01998   0.0155214
        1482     2.24982     2.02013   0.0155117
        1483     2.34605     2.02035   0.0155028
        1484     2.40289     2.02061   0.0154945
        1485     2.43191     2.02089   0.0154866
        1486     2.44206     2.02117   0.0154787
        1487     2.45022     2.02146    0.015471
        1488     2.46513     2.02176   0.0154635
        1489      2.4897     2.02207   0.0154563
        1490     2.52297     2.02241   0.0154496
        1491     2.55912     2.02277   0.0154434
        1492     2.59492     2.02315   0.0154378
        1493     2.62124     2.02355   0.0154327
        1494     2.63138     2.02396   0.0154277
        1495     2.62157     2.02436   0.0154226
        1496     2.58757     2.02473   0.0154168
        1497     2.53589     2.02508   0.0154103
        1498     2.47747     2.02538    0.015403
        1499     2.42344     2.02564    0.015395
        1500     2.37847     2.02588   0.0153865
        1501      2.3334     2.02608   0.0153777
        1502     2.28174     2.02625   0.0153684
        1503     2.21232     2.02638   0.0153586
        1504     2.12543     2.02644   0.0153486
        1505     2.03378     2.02645   0.0153384
        1506     1.94764      2.0264   0.0153283
        1507     1.88266      2.0263   0.0153184
        1508     1.84496     2.02618   0.0153087
        1509     1.83129     2.02605   0.0152991
        1510     1.83669     2.02593   0.0152895
        1511      1.8521     2.02581   0.0152798
        1512      1.8688     2.02571   0.0152701
        1513     1.88024     2.02561   0.0152603
        1514     1.88998     2.02552   0.0152504
        1515     1.90095     2.02544   0.0152406
        1516     1.91848     2.02537   0.0152307
        1517     1.94262     2.02531   0.0152208
        1518     1.96702     2.02528   0.0152108
        1519     1.98227     2.02525   0.0152008
        1520      1.9766     2.02522   0.0151908
        1521     1.95021     2.02517   0.0151809
        1522     1.90347     2.02509   0.0151712
        1523     1.84872     2.02497   0.0151616
        1524     1.79627     2.02482   0.0151524
        1525      1.7585     2.02465   0.0151435
        1526      1.7499     2.02447   0.0151347
        1527     1.77092      2.0243   0.0151257
        1528     1.81949     2.02417   0.0151164
        1529     1.88857     2.02408   0.0151067
        1530     1.96446     2.02404   0.0150969
        1531     2.02935     2.02404    0.015087
        1532     2.07122     2.02407   0.0150772
        1533     2.08331     2.02411   0.0150674
        1534     2.07248     2.02414   0.0150576
        1535     2.05232     2.02416   0.0150479
        1536     2.03689     2.02417   0.0150381
        1537     2.04145     2.02418   0.0150283
        1538     2.06558     2.02421   0.0150185
        1539     2.11159     2.02426   0.0150089
        1540      2.1685     2.02436   0.0149994
        1541     2.22775     2.02449   0.0149903
        1542     2.28237     2.02466   0.0149815
        1543     2.32705     2.02485   0.0149731
        1544     2.35553     2.02507   0.0149649
        1545     2.36346     2.02529   0.0149568
        1546     2.34977      2.0255   0.0149486
        1547     2.31481     2.02568   0.0149401
        1548     2.26431     2.02584   0.0149313
        1549      2.2052     2.02595   0.0149221
        1550     2.14718     2.02603   0.0149126
        1551      2.0923     2.02607   0.0149031
        1552     2.04483     2.02609   0.0148935
        1553     2.00744     2.02607   0.0148839
        1554     1.98215     2.02605   0.0148744
        1555     1.97228     2.02601   0.0148648
        1556     1.97837     2.02598   0.0148553
        1557     1.99981     2.02596   0.0148458
        1558     2.03465     2.02597   0.0148362
        1559     2.07646       2.026   0.0148268
        1560     2.12076     2.02606   0.0148174
        1561     2.15898     2.02615   0.0148081
        1562     2.19187     2.02625    0.014799
        1563     2.22035     2.02638   0.0147901
        1564     2.24226     2.02652   0.0147813
        1565     2.25898     2.02666   0.0147726
        1566     2.26822     2.02682    0.014764
        1567     2.26994     2.02697   0.0147553
        1568     2.26041     2.02712   0.0147467
        1569     2.23588     2.02726   0.0147379
        1570     2.20397     2.02737   0.0147289
        1571     2.16203     2.02745   0.0147198
        1572     2.11433     2.02751   0.0147105
        1573     2.06147     2.02753   0.0147012
        1574     2.01304     2.02752   0.0146919
        1575     1.97094     2.02749   0.0146826
        1576     1.93905     2.02743   0.0146734
        1577     1.91755     2.02736   0.0146642
        1578     1.90282     2.02728   0.0146552
        1579     1.89125     2.02719   0.0146461
        1580      1.8815      2.0271   0.0146372
        1581     1.87244       2.027   0.0146282
        1582     1.87106     2.02691   0.0146193
        1583     1.89031     2.02682   0.0146103
        1584     1.93644     2.02676   0.0146012
        1585     2.01127     2.02675    0.014592
        1586     2.10418      2.0268   0.0145829
        1587     2.19967     2.02691   0.0145741
        1588     2.28177     2.02707   0.0145658
        1589     2.34179     2.02727    0.014558
        1590     2.37266     2.02749   0.0145505
        1591     2.37055      2.0277   0.0145429
        1592     2.34491      2.0279   0.0145351
        1593     2.29978     2.02807    0.014527
        1594     2.24983     2.02821   0.0145186
        1595      2.2025     2.02832   0.0145099
        1596     2.16072      2.0284    0.014501
        1597      2.1249     2.02846   0.0144921
        1598     2.09099      2.0285    0.014483
        1599     2.06239     2.02852    0.014474
        1600     2.03799     2.02853    0.014465
        1601     2.01633     2.02852   0.0144559
        1602     2.00074     2.02851   0.0144469
        1603     1.99546     2.02848   0.0144379
        1604     2.00636     2.02847   0.0144289
        1605     2.03769     2.02848   0.0144199
        1606     2.09101     2.02852    0.014411
        1607     2.16758      2.0286   0.0144023
        1608      2.2566     2.02874    0.014394
        1609     2.35269     2.02895   0.0143865
        1610     2.44615      2.0292   0.0143799
        1611      2.5309     2.02952   0.0143743
        1612     2.60501     2.02987   0.0143699
        1613     2.65992     2.03026   0.0143663
        1614     2.69221     2.03067   0.0143632
        1615     2.69899     2.03109   0.0143603
        1616     2.68275     2.03149   0.0143571
        1617     2.64152     2.03187   0.0143531
        1618       2.579     2.03221   0.0143482
        1619     2.50439      2.0325   0.0143423
        1620     2.42558     2.03274   0.0143355
        1621     2.35852     2.03294   0.0143281
        1622     2.31068     2.03311   0.0143203
        1623     2.28929     2.03327   0.0143123
        1624      2.2925     2.03343   0.0143044
        1625      2.3089      2.0336   0.0142966
        1626     2.33446     2.03378    0.014289
        1627     2.36031     2.03399   0.0142817
        1628     2.38025      2.0342   0.0142745
        1629     2.39512     2.03442   0.0142674
        1630     2.41062     2.03465   0.0142605
        1631     2.43098     2.03489   0.0142539
        1632       2.459     2.03515   0.0142475
        1633     2.48796     2.03543   0.0142415
        1634     2.51848     2.03573   0.0142358
        1635     2.53901     2.03603   0.0142304
        1636     2.54457     2.03634   0.0142251
        1637     2.53215     2.03665   0.0142197
        1638      2.4975     2.03693   0.0142138
        1639     2.44397     2.03718   0.0142073
        1640     2.36799     2.03738      0.0142
        1641     2.27513     2.03752   0.0141921
        1642     2.17935     2.03761   0.0141837
        1643     2.09977     2.03765   0.0141752
        1644     2.04857     2.03765   0.0141665
        1645     2.03026     2.03765   0.0141579
        1646     2.04406     2.03765   0.0141493
        1647     2.08309     2.03768   0.0141408
        1648     2.13428     2.03774   0.0141323
        1649     2.19039     2.03783    0.014124
        1650     2.24063     2.03796    0.014116
        1651     2.27933      2.0381   0.0141082
        1652     2.30803     2.03827   0.0141006
        1653     2.32947     2.03844   0.0140932
        1654     2.34707     2.03863   0.0140859
        1655     2.36593     2.03883   0.0140788
        1656     2.38977     2.03904   0.0140719
        1657     2.41462     2.03926   0.0140652
        1658     2.43849     2.03951   0.0140588
        1659     2.46125     2.03976   0.0140526
        1660     2.47626     2.04002   0.0140466
        1661     2.47731     2.04029   0.0140406
        1662     2.46376     2.04054   0.0140345
        1663     2.43311     2.04078    0.014028
        1664     2.38441     2.04098   0.0140211
        1665      2.3263     2.04115   0.0140138
        1666     2.26222     2.04129    0.014006
        1667     2.19882     2.04138   0.0139979
        1668     2.13521     2.04144   0.0139896
        1669     2.06907     2.04145   0.0139812
        1670     1.99597     2.04143   0.0139729
        1671     1.91731     2.04135   0.0139647
        1672     1.83629     2.04123   0.0139569
        1673     1.76215     2.04106   0.0139496
        1674     1.70278     2.04086   0.0139427
        1675     1.65899     2.04063   0.0139362
        1676     1.63739     2.04039     0.01393
        1677     1.63325     2.04015   0.0139238
        1678      1.6422     2.03991   0.0139175
        1679     1.66277     2.03969   0.0139111
        1680     1.69318     2.03948   0.0139043
        1681     1.73554      2.0393   0.0138972
        1682      1.7876     2.03915   0.0138897
        1683     1.84803     2.03904    0.013882
        1684     1.91947     2.03897   0.0138739
        1685     1.99897     2.03894   0.0138657
        1686     2.08792     2.03897   0.0138575
        1687     2.17552     2.03905   0.0138495
        1688      2.2532     2.03918   0.0138419
        1689     2.31165     2.03934   0.0138346
        1690     2.34014     2.03952   0.0138276
        1691     2.33472     2.03969   0.0138205
        1692     2.29574     2.03985   0.0138132
        1693     2.22956     2.03996   0.0138055
        1694     2.15065     2.04002   0.0137975
        1695     2.07344     2.04004   0.0137894
        1696     2.01143     2.04003   0.0137812
        1697      1.9697     2.03998   0.0137732
        1698     1.94749     2.03993   0.0137652
        1699     1.95113     2.03988   0.0137572
        1700     1.96877     2.03984   0.0137491
        1701     1.99413     2.03981   0.0137411
        1702     2.01825      2.0398    0.013733
        1703     2.03944      2.0398   0.0137249
        1704     2.04892      2.0398   0.0137169
        1705     2.04481      2.0398   0.0137088
        1706     2.02487      2.0398   0.0137008
        1707     1.99188     2.03977   0.0136928
        1708     1.95135     2.03972   0.0136849
        1709     1.90831     2.03964   0.0136771
        1710     1.86767     2.03954   0.0136695
        1711       1.832     2.03942    0.013662
        1712     1.80591     2.03928   0.0136547
        1713     1.78592     2.03913   0.0136476
        1714     1.77102     2.03898   0.0136405
        1715     1.75927     2.03881   0.0136335
        1716     1.74785     2.03864   0.0136266
        1717     1.73125     2.03846   0.0136199
        1718     1.71027     2.03827   0.0136133
        1719     1.68091     2.03807   0.0136069
