#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         976     1.67714     1.65648  0.00488808
         977     1.68177      1.6565  0.00488315
         978     1.69219     1.65654  0.00487829
         979        1.71     1.65659  0.00487361
         980     1.73435     1.65667  0.00486929
         981     1.76205     1.65678  0.00486551
         982     1.78903     1.65692  0.00486242
         983     1.81182     1.65707  0.00486002
         984     1.82849     1.65725   0.0048582
         985     1.83861     1.65743  0.00485676
         986     1.84264     1.65762  0.00485546
         987     1.84123     1.65781  0.00485411
         988     1.83484     1.65798   0.0048525
         989     1.82373     1.65815  0.00485049
         990     1.80804      1.6583  0.00484795
         991     1.78828     1.65843  0.00484483
         992     1.76593     1.65854  0.00484116
         993     1.74365     1.65863  0.00483704
         994     1.72484      1.6587  0.00483264
         995     1.71208     1.65875  0.00482808
         996     1.70584      1.6588  0.00482346
         997     1.70444     1.65884  0.00481884
         998     1.70523     1.65889  0.00481424
         999     1.70547     1.65894  0.00480964
        1000     1.70283     1.65898  0.00480503
        1001     1.69568     1.65902  0.00480037
        1002     1.68361     1.65904  0.00479564
        1003     1.66775     1.65905  0.00479087
        1004     1.65066     1.65904  0.00478611
        1005     1.63563     1.65902   0.0047814
        1006      1.6256     1.65898  0.00477676
        1007     1.62214     1.65895  0.00477216
        1008     1.62508     1.65891  0.00476754
        1009     1.63267     1.65889  0.00476289
        1010     1.64203     1.65887   0.0047582
        1011     1.65012     1.65886   0.0047535
        1012     1.65457     1.65886  0.00474881
        1013     1.65424     1.65885  0.00474412
        1014     1.64956     1.65884  0.00473945
        1015      1.6424     1.65883  0.00473481
        1016     1.63569     1.65881  0.00473021
        1017     1.63278     1.65878  0.00472563
        1018     1.63678     1.65876  0.00472103
        1019     1.64972     1.65875  0.00471641
        1020     1.67152     1.65876   0.0047118
        1021      1.6992      1.6588  0.00470735
        1022     1.72748     1.65887  0.00470323
        1023     1.75063     1.65896  0.00469948
        1024     1.76456     1.65906  0.00469603
        1025     1.76777     1.65917  0.00469264
        1026     1.76126     1.65927  0.00468912
        1027     1.74768     1.65935  0.00468535
        1028     1.73034     1.65942   0.0046813
        1029     1.71231     1.65947  0.00467703
        1030     1.69588     1.65951  0.00467262
        1031     1.68239     1.65953  0.00466814
        1032     1.67228     1.65954  0.00466364
        1033     1.66521     1.65955  0.00465913
        1034     1.66042     1.65955  0.00465462
        1035     1.65699     1.65955  0.00465012
        1036     1.65412     1.65954  0.00464564
        1037     1.65116     1.65953  0.00464116
        1038     1.64762     1.65952  0.00463671
        1039     1.64321     1.65951  0.00463227
        1040     1.63798     1.65949  0.00462786
        1041     1.63213     1.65946  0.00462349
        1042      1.6258     1.65943  0.00461917
        1043     1.61892     1.65939   0.0046149
        1044     1.61125     1.65934  0.00461071
        1045     1.60264     1.65929  0.00460662
        1046     1.59325     1.65923  0.00460265
        1047     1.58369     1.65915  0.00459882
        1048     1.57499     1.65907  0.00459513
        1049     1.56828     1.65899  0.00459157
        1050     1.56436      1.6589  0.00458808
        1051     1.56311     1.65881  0.00458462
        1052     1.56339     1.65871  0.00458116
        1053     1.56484     1.65863  0.00457767
        1054      1.5707     1.65854  0.00457409
        1055     1.58745     1.65847  0.00457025
        1056     1.61804     1.65844  0.00456608
        1057     1.65615     1.65843  0.00456176
        1058     1.69042     1.65846  0.00455755
        1059     1.71264     1.65852  0.00455354
        1060     1.72116     1.65857  0.00454962
        1061     1.71937     1.65863   0.0045457
        1062     1.71246     1.65868   0.0045417
        1063     1.70454     1.65873  0.00453763
        1064     1.69746     1.65876  0.00453351
        1065     1.69153     1.65879  0.00452936
        1066     1.68675     1.65882  0.00452519
        1067     1.68336     1.65884    0.004521
        1068     1.68161     1.65886  0.00451682
        1069     1.68119     1.65888  0.00451264
        1070     1.68095      1.6589  0.00450847
        1071     1.67919     1.65892   0.0045043
        1072      1.6744     1.65894  0.00450013
        1073     1.66616     1.65894  0.00449594
        1074      1.6554     1.65894  0.00449175
        1075     1.64407     1.65893  0.00448759
        1076     1.63447     1.65891  0.00448348
        1077     1.62879     1.65888  0.00447941
        1078     1.62867     1.65885  0.00447534
        1079     1.63487     1.65883  0.00447125
        1080     1.64677     1.65882  0.00446712
        1081     1.66232     1.65882  0.00446299
        1082     1.67875     1.65884   0.0044589
        1083     1.69371     1.65887   0.0044549
        1084     1.70605     1.65891    0.004451
        1085     1.71594     1.65897  0.00444721
        1086     1.72429     1.65903  0.00444352
        1087     1.73206     1.65909  0.00443994
        1088     1.73969     1.65917  0.00443648
        1089     1.74686     1.65925  0.00443314
        1090     1.75242     1.65933  0.00442989
        1091     1.75455     1.65942  0.00442669
        1092     1.75104      1.6595  0.00442343
        1093     1.74012     1.65958     0.00442
        1094     1.72155     1.65963  0.00441633
        1095     1.69784     1.65967  0.00441243
        1096     1.67428     1.65968  0.00440842
        1097     1.65706     1.65968  0.00440441
        1098     1.65023     1.65967   0.0044004
        1099     1.65395     1.65967   0.0043964
        1100     1.66557     1.65967  0.00439241
        1101     1.68166     1.65969  0.00438846
        1102      1.6991     1.65973  0.00438463
        1103     1.71497     1.65978  0.00438094
        1104     1.72634     1.65984  0.00437739
        1105     1.73063      1.6599  0.00437389
        1106     1.72612     1.65996  0.00437035
        1107     1.71248     1.66001  0.00436666
        1108     1.69101     1.66004  0.00436281
        1109     1.66458     1.66004  0.00435887
        1110     1.63709     1.66002    0.004355
        1111     1.61238     1.65998  0.00435129
        1112     1.59315     1.65992  0.00434779
        1113     1.58057     1.65985  0.00434447
        1114     1.57494     1.65977  0.00434124
        1115     1.57661      1.6597  0.00433798
        1116     1.58612     1.65963   0.0043346
        1117     1.60323     1.65958  0.00433101
        1118     1.62602     1.65955  0.00432724
        1119     1.65105     1.65954  0.00432338
        1120     1.67461     1.65956  0.00431954
        1121     1.69385     1.65959   0.0043158
        1122     1.70724     1.65963  0.00431216
        1123     1.71439     1.65968  0.00430859
        1124     1.71581     1.65973  0.00430505
        1125     1.71259     1.65977  0.00430148
        1126     1.70619     1.65982  0.00429786
        1127     1.69814     1.65985  0.00429418
        1128     1.68975     1.65988  0.00429045
        1129     1.68171      1.6599   0.0042867
        1130     1.67406     1.65991  0.00428292
        1131      1.6664     1.65991  0.00427914
        1132     1.65825     1.65991  0.00427536
        1133     1.64933      1.6599   0.0042716
        1134      1.6396     1.65988  0.00426787
        1135     1.62914     1.65986  0.00426419
        1136     1.61798     1.65982   0.0042606
        1137     1.60603     1.65977  0.00425711
        1138     1.59301     1.65971  0.00425378
        1139     1.57853     1.65964  0.00425064
        1140     1.56238     1.65956  0.00424777
        1141     1.54475     1.65946  0.00424523
        1142     1.52641     1.65934  0.00424312
        1143     1.50885     1.65921  0.00424145
        1144      1.4943     1.65907  0.00424019
        1145     1.48561     1.65891  0.00423919
        1146     1.48567     1.65876  0.00423818
        1147     1.49642     1.65862  0.00423685
        1148      1.5179      1.6585  0.00423493
        1149      1.5479      1.6584  0.00423234
        1150      1.5826     1.65834  0.00422918
        1151     1.61774      1.6583  0.00422565
        1152     1.64947     1.65829  0.00422199
        1153     1.67474     1.65831  0.00421835
        1154     1.69131     1.65834  0.00421479
        1155     1.69767     1.65837  0.00421128
        1156     1.69303      1.6584  0.00420774
        1157     1.67763     1.65842  0.00420414
        1158     1.65335     1.65841  0.00420051
        1159     1.62455     1.65838  0.00419699
        1160     1.59811     1.65833  0.00419369
        1161     1.58195     1.65827   0.0041906
        1162     1.58183      1.6582  0.00418751
        1163     1.59836     1.65815  0.00418422
        1164     1.62671     1.65812  0.00418071
        1165     1.65923     1.65812  0.00417713
        1166     1.68874     1.65815  0.00417363
        1167     1.71037     1.65819  0.00417029
        1168     1.72173     1.65825  0.00416707
        1169     1.72246      1.6583  0.00416387
        1170     1.71364     1.65835  0.00416058
        1171     1.69751     1.65838  0.00415716
        1172      1.6773      1.6584  0.00415365
        1173     1.65677      1.6584   0.0041501
        1174     1.63913     1.65838   0.0041466
        1175     1.62611     1.65835  0.00414316
        1176     1.61783     1.65832  0.00413978
        1177     1.61406     1.65828  0.00413644
        1178     1.61556     1.65825  0.00413309
        1179     1.62427     1.65822  0.00412968
        1180     1.64194      1.6582   0.0041262
        1181      1.6684     1.65821  0.00412272
        1182     1.70049     1.65825  0.00411939
        1183     1.73269     1.65831  0.00411638
        1184     1.75843      1.6584  0.00411378
        1185     1.77175     1.65849  0.00411142
        1186     1.76871     1.65858    0.004109
        1187      1.7489     1.65866  0.00410624
        1188     1.71681     1.65871  0.00410308
        1189     1.68164     1.65873  0.00409967
        1190     1.65365     1.65872  0.00409623
        1191     1.63867     1.65871  0.00409283
        1192     1.63626     1.65869  0.00408944
        1193     1.64291     1.65867  0.00408603
        1194      1.6554     1.65867  0.00408261
        1195      1.6713     1.65868   0.0040792
        1196     1.68818     1.65871  0.00407587
        1197      1.7031     1.65874  0.00407263
        1198     1.71304     1.65879  0.00406948
        1199     1.71536     1.65884  0.00406636
        1200     1.70845     1.65888  0.00406319
        1201     1.69218     1.65891   0.0040599
        1202     1.66833     1.65891  0.00405653
        1203     1.64087      1.6589  0.00405318
        1204     1.61589     1.65886  0.00404997
        1205     1.60047     1.65881   0.0040469
        1206     1.59981     1.65877  0.00404384
        1207     1.61416     1.65873  0.00404066
        1208     1.63833     1.65871  0.00403735
        1209     1.66457     1.65872  0.00403402
        1210     1.68564     1.65874  0.00403074
        1211     1.69638     1.65877  0.00402753
        1212     1.69408      1.6588  0.00402432
        1213     1.67853     1.65882  0.00402103
        1214     1.65235     1.65881  0.00401772
        1215     1.62069     1.65878  0.00401454
        1216     1.59049     1.65872  0.00401163
        1217     1.56899     1.65865  0.00400901
        1218     1.56165     1.65857  0.00400651
        1219      1.5702      1.6585  0.00400388
        1220     1.59164     1.65844  0.00400097
        1221     1.61919     1.65841  0.00399783
        1222     1.64467      1.6584  0.00399457
        1223     1.66129      1.6584   0.0039913
        1224     1.66538     1.65841  0.00398805
        1225      1.6569     1.65841  0.00398479
        1226     1.63897     1.65839  0.00398157
        1227     1.61682     1.65836  0.00397847
        1228     1.59651     1.65831  0.00397555
        1229     1.58343     1.65824  0.00397278
        1230     1.58112     1.65818  0.00397005
        1231      1.5908     1.65813   0.0039672
        1232     1.61159     1.65809  0.00396416
        1233     1.64128     1.65808  0.00396097
        1234     1.67705     1.65809  0.00395779
        1235      1.7159     1.65814  0.00395486
        1236     1.75496     1.65822  0.00395244
        1237     1.79164     1.65832  0.00395071
        1238     1.82387     1.65846  0.00394978
        1239     1.85014     1.65861  0.00394963
        1240     1.86958     1.65878   0.0039501
        1241     1.88195     1.65896  0.00395101
        1242     1.88761     1.65915  0.00395212
        1243     1.88749     1.65933   0.0039532
        1244     1.88295     1.65951  0.00395411
        1245     1.87561     1.65968  0.00395474
        1246     1.86696     1.65985  0.00395507
        1247     1.85795     1.66001  0.00395508
        1248     1.84882     1.66016  0.00395481
        1249     1.83913      1.6603  0.00395424
        1250     1.82805     1.66044  0.00395335
        1251     1.81499     1.66056  0.00395212
        1252     1.80012     1.66067  0.00395053
        1253     1.78466     1.66077  0.00394862
        1254     1.77064     1.66086  0.00394644
        1255     1.76016     1.66094  0.00394409
        1256     1.75452     1.66101  0.00394166
        1257     1.75339     1.66109   0.0039392
        1258     1.75456     1.66116  0.00393677
        1259     1.75449     1.66123  0.00393434
        1260     1.74944      1.6613  0.00393184
        1261     1.73687     1.66136  0.00392918
        1262     1.71629     1.66141  0.00392631
        1263      1.6894     1.66143  0.00392326
        1264     1.65943     1.66143  0.00392016
        1265     1.63007      1.6614  0.00391714
        1266     1.60496     1.66136   0.0039143
        1267     1.58728      1.6613  0.00391165
        1268       1.579     1.66124   0.0039091
        1269     1.57986     1.66117  0.00390655
        1270     1.58718     1.66111  0.00390391
        1271     1.59715     1.66106  0.00390116
        1272     1.60642     1.66102  0.00389833
        1273     1.61292     1.66098  0.00389545
        1274     1.61599     1.66095  0.00389255
        1275     1.61642     1.66091  0.00388965
        1276     1.61628     1.66088  0.00388676
        1277     1.61811     1.66084  0.00388386
        1278     1.62343     1.66081  0.00388094
        1279     1.63167     1.66079  0.00387797
        1280     1.64045     1.66078  0.00387497
        1281     1.64677     1.66076  0.00387196
        1282     1.64827     1.66076  0.00386895
        1283     1.64376     1.66074  0.00386596
        1284     1.63339     1.66072  0.00386301
        1285     1.61847     1.66069  0.00386014
        1286     1.60112     1.66064  0.00385742
        1287     1.58377     1.66058  0.00385488
        1288      1.5686     1.66051  0.00385255
        1289     1.55712     1.66043   0.0038504
        1290     1.55007     1.66034  0.00384836
        1291     1.54758     1.66026  0.00384637
        1292     1.54926     1.66017  0.00384436
        1293     1.55413     1.66009  0.00384226
        1294     1.56068     1.66001  0.00384006
        1295     1.56751     1.65994  0.00383775
        1296      1.5739     1.65987  0.00383537
        1297     1.57985     1.65981  0.00383291
        1298     1.58499     1.65976  0.00383039
        1299     1.58808      1.6597  0.00382784
        1300     1.58813     1.65964  0.00382529
        1301     1.58598     1.65959  0.00382277
        1302     1.58485     1.65953  0.00382026
        1303      1.5888     1.65948  0.00381771
        1304     1.60038     1.65943  0.00381506
        1305     1.61907      1.6594  0.00381226
        1306     1.64124     1.65939  0.00380936
        1307     1.66158     1.65939  0.00380645
        1308     1.67499      1.6594  0.00380356
        1309     1.67801     1.65941  0.00380068
        1310     1.66944     1.65942  0.00379779
        1311     1.65038     1.65942   0.0037949
        1312     1.62387     1.65939   0.0037921
        1313     1.59414     1.65934  0.00378954
        1314     1.56584     1.65927  0.00378732
        1315     1.54324     1.65918  0.00378547
        1316     1.52964     1.65908  0.00378387
        1317     1.52689     1.65898  0.00378233
        1318     1.53528     1.65889  0.00378062
        1319     1.55357     1.65881   0.0037786
        1320     1.57905     1.65875  0.00377622
        1321     1.60794     1.65871  0.00377356
        1322     1.63628     1.65869  0.00377074
        1323      1.6611     1.65869  0.00376789
        1324     1.68127     1.65871  0.00376509
        1325     1.69743     1.65874  0.00376236
        1326     1.71125     1.65878  0.00375973
        1327     1.72433     1.65883  0.00375722
        1328     1.73748     1.65889  0.00375486
        1329     1.75032     1.65896  0.00375266
        1330     1.76168     1.65903  0.00375064
        1331     1.77026     1.65912  0.00374875
        1332      1.7751      1.6592  0.00374695
        1333      1.7757     1.65929  0.00374515
        1334     1.77205     1.65938   0.0037433
        1335     1.76458     1.65945  0.00374132
        1336     1.75402     1.65953  0.00373919
        1337     1.74117     1.65959   0.0037369
        1338     1.72642     1.65964  0.00373444
        1339     1.70957     1.65967  0.00373183
        1340     1.69001      1.6597  0.00372912
        1341     1.66735      1.6597  0.00372634
        1342     1.64204     1.65969  0.00372359
        1343     1.61566     1.65966  0.00372096
        1344     1.59071      1.6596  0.00371854
        1345     1.56984     1.65954  0.00371638
        1346     1.55512     1.65946  0.00371443
        1347     1.54767     1.65938   0.0037126
        1348     1.54798     1.65929  0.00371076
        1349     1.55627     1.65922   0.0037088
        1350     1.57242     1.65915  0.00370661
        1351      1.5955     1.65911  0.00370416
        1352     1.62342     1.65908  0.00370152
        1353     1.65307     1.65908  0.00369878
        1354     1.68091     1.65909  0.00369609
        1355     1.70382     1.65913  0.00369351
        1356     1.71973     1.65917  0.00369105
        1357     1.72799     1.65922  0.00368868
        1358     1.72926     1.65927  0.00368633
        1359     1.72524     1.65932  0.00368393
        1360     1.71825     1.65936  0.00368148
        1361     1.71072      1.6594  0.00367897
        1362     1.70462     1.65943  0.00367642
        1363     1.70089     1.65947  0.00367385
        1364      1.6992     1.65949  0.00367127
        1365     1.69825     1.65952  0.00366869
        1366     1.69641     1.65955   0.0036661
        1367     1.69239     1.65957   0.0036635
        1368     1.68563     1.65959  0.00366087
        1369     1.67649     1.65961  0.00365822
        1370     1.66602     1.65961  0.00365555
        1371     1.65524     1.65961  0.00365288
        1372     1.64445      1.6596  0.00365024
        1373     1.63315     1.65958  0.00364763
        1374     1.62061     1.65955  0.00364509
        1375     1.60682     1.65951  0.00364264
        1376     1.59319     1.65946  0.00364031
        1377     1.58252     1.65941  0.00363809
        1378     1.57803     1.65935  0.00363593
        1379     1.58206     1.65929  0.00363373
        1380     1.59483     1.65924  0.00363139
        1381     1.61413     1.65921  0.00362891
        1382     1.63599     1.65919  0.00362633
        1383     1.65589     1.65919   0.0036237
        1384     1.66979      1.6592  0.00362109
        1385     1.67465     1.65921   0.0036185
        1386     1.66895     1.65922  0.00361589
        1387      1.6532     1.65921  0.00361329
        1388     1.63034     1.65919  0.00361074
        1389     1.60552     1.65915  0.00360835
        1390     1.58485      1.6591  0.00360615
        1391     1.57366     1.65904  0.00360408
        1392     1.57496     1.65898    0.003602
        1393     1.58882     1.65893  0.00359977
        1394     1.61275      1.6589  0.00359734
        1395     1.64274     1.65888  0.00359478
        1396      1.6744     1.65889  0.00359222
        1397     1.70368     1.65893  0.00358979
        1398     1.72725     1.65898  0.00358755
        1399     1.74259     1.65904  0.00358549
        1400     1.74813      1.6591  0.00358349
        1401     1.74353     1.65916  0.00358144
        1402     1.72973     1.65921  0.00357924
        1403     1.70866     1.65924  0.00357686
        1404     1.68298     1.65926  0.00357435
        1405     1.65567     1.65926  0.00357181
        1406     1.62968     1.65924  0.00356933
        1407     1.60767      1.6592  0.00356698
        1408     1.59166     1.65915  0.00356477
        1409     1.58284      1.6591  0.00356265
        1410      1.5814     1.65904  0.00356055
        1411     1.58663     1.65899   0.0035584
        1412     1.59724     1.65895  0.00355615
        1413     1.61176     1.65892  0.00355379
        1414     1.62889     1.65889  0.00355134
        1415     1.64765     1.65889  0.00354884
        1416     1.66745     1.65889  0.00354634
        1417     1.68791     1.65891  0.00354389
        1418     1.70863     1.65895  0.00354157
        1419     1.72886       1.659  0.00353942
        1420     1.74737     1.65906  0.00353747
        1421     1.76258     1.65913  0.00353573
        1422     1.77274     1.65921  0.00353415
        1423     1.77613     1.65929  0.00353262
        1424     1.77112     1.65937  0.00353101
        1425     1.75635     1.65944  0.00352919
        1426     1.73124     1.65949  0.00352707
        1427      1.6968     1.65952   0.0035247
        1428     1.65625     1.65952  0.00352223
        1429     1.61487     1.65948   0.0035199
        1430     1.57851     1.65943   0.0035179
        1431     1.55118     1.65935  0.00351625
        1432     1.53325     1.65926   0.0035149
        1433     1.52181     1.65917  0.00351375
        1434      1.5129     1.65907  0.00351278
        1435     1.50417     1.65896  0.00351199
        1436      1.4966     1.65884  0.00351137
        1437     1.49378     1.65873   0.0035108
        1438     1.49944     1.65862  0.00351011
        1439     1.51506     1.65852  0.00350909
        1440     1.53958     1.65844  0.00350762
        1441     1.57092     1.65838  0.00350571
        1442     1.60694     1.65834  0.00350346
        1443     1.64539     1.65833  0.00350105
        1444     1.68337     1.65835  0.00349867
        1445     1.71726     1.65839  0.00349648
        1446     1.74324     1.65845  0.00349456
        1447     1.75821     1.65852  0.00349282
        1448     1.76045     1.65859  0.00349112
        1449     1.74989     1.65865  0.00348928
        1450     1.72801      1.6587   0.0034872
        1451     1.69762     1.65873   0.0034849
        1452     1.66245     1.65873   0.0034825
        1453     1.62674     1.65871  0.00348017
        1454     1.59468     1.65866  0.00347806
        1455     1.56993      1.6586   0.0034762
        1456     1.55524     1.65853  0.00347454
        1457     1.55211     1.65846  0.00347292
        1458     1.56051     1.65839  0.00347119
        1459     1.57877     1.65834  0.00346924
        1460     1.60413      1.6583  0.00346706
        1461      1.6337     1.65828  0.00346473
        1462     1.66512     1.65829  0.00346236
        1463     1.69644     1.65831   0.0034601
        1464     1.72589     1.65836  0.00345804
        1465      1.7517     1.65842  0.00345627
        1466     1.77222      1.6585  0.00345478
        1467     1.78621     1.65859  0.00345352
        1468     1.79312     1.65868  0.00345238
        1469     1.79323     1.65877  0.00345125
        1470     1.78766     1.65886  0.00345002
        1471      1.7783     1.65894  0.00344863
        1472     1.76779     1.65901  0.00344708
        1473     1.75926     1.65908  0.00344541
        1474     1.75527     1.65915  0.00344369
        1475     1.75605     1.65921  0.00344198
        1476     1.75831     1.65928   0.0034403
        1477     1.75628     1.65934   0.0034386
        1478     1.74473      1.6594  0.00343676
        1479     1.72134     1.65944  0.00343469
        1480     1.68735     1.65946  0.00343242
        1481      1.6471     1.65945  0.00343011
        1482     1.60689     1.65942  0.00342798
        1483     1.57309     1.65936  0.00342616
        1484     1.54987     1.65929  0.00342465
        1485     1.53799     1.65921  0.00342332
        1486     1.53528     1.65912  0.00342203
        1487     1.53785     1.65904   0.0034207
        1488     1.54153     1.65896  0.00341931
        1489     1.54314     1.65888   0.0034179
        1490     1.54116      1.6588  0.00341652
        1491     1.53573     1.65872  0.00341523
        1492     1.52812     1.65863  0.00341406
        1493      1.5201     1.65854  0.00341303
        1494     1.51369     1.65844  0.00341213
        1495     1.51108     1.65835  0.00341127
        1496     1.51422     1.65825  0.00341035
        1497     1.52386     1.65816  0.00340925
        1498     1.53872     1.65808  0.00340791
        1499     1.55578     1.65801  0.00340632
        1500     1.57182     1.65795  0.00340453
        1501     1.58531     1.65791  0.00340261
        1502     1.59752     1.65787  0.00340058
        1503     1.61173     1.65784  0.00339845
        1504     1.63081     1.65782  0.00339624
        1505     1.65499     1.65782  0.00339399
        1506     1.68153     1.65783  0.00339177
        1507     1.70631     1.65786  0.00338967
        1508     1.72572     1.65791  0.00338772
        1509     1.73768     1.65796  0.00338589
        1510     1.74212     1.65802   0.0033841
        1511      1.7407     1.65807  0.00338231
        1512      1.7363     1.65812  0.00338047
        1513     1.73187     1.65817  0.00337858
        1514     1.72914     1.65822  0.00337668
        1515     1.72797     1.65827  0.00337476
        1516     1.72672     1.65831  0.00337284
        1517     1.72373     1.65835  0.00337089
        1518      1.7186     1.65839   0.0033689
        1519      1.7128     1.65843  0.00336688
        1520     1.70925     1.65846  0.00336483
        1521     1.71098      1.6585  0.00336279
        1522     1.71956     1.65854  0.00336082
        1523      1.7342     1.65859  0.00335898
        1524     1.75195     1.65865  0.00335734
        1525     1.76866     1.65872  0.00335591
        1526     1.78028      1.6588  0.00335466
        1527     1.78383     1.65888  0.00335346
        1528     1.77792     1.65896  0.00335217
        1529     1.76308     1.65903  0.00335067
        1530     1.74176     1.65908  0.00334891
        1531     1.71806     1.65912  0.00334695
        1532     1.69701     1.65915  0.00334485
        1533     1.68302     1.65916  0.00334271
        1534     1.67824     1.65917  0.00334055
        1535     1.68152     1.65919  0.00333841
        1536     1.68895     1.65921  0.00333629
        1537     1.69564     1.65923   0.0033342
        1538     1.69764     1.65926  0.00333213
        1539      1.6931     1.65928  0.00333004
        1540     1.68246     1.65929  0.00332791
        1541     1.66776      1.6593  0.00332575
        1542     1.65166     1.65929   0.0033236
        1543     1.63657     1.65928  0.00332148
        1544     1.62434     1.65926  0.00331941
        1545     1.61643     1.65923  0.00331737
        1546     1.61409      1.6592  0.00331536
        1547     1.61811     1.65917  0.00331332
        1548     1.62832     1.65915  0.00331124
        1549     1.64325     1.65914  0.00330912
        1550     1.66056     1.65914  0.00330698
        1551     1.67799     1.65916  0.00330487
        1552     1.69406     1.65918  0.00330282
        1553     1.70805     1.65921  0.00330084
        1554     1.71947     1.65925  0.00329895
        1555     1.72753     1.65929  0.00329712
        1556     1.73129     1.65934  0.00329532
        1557     1.73007     1.65938  0.00329352
        1558     1.72401     1.65943  0.00329167
        1559     1.71408     1.65946  0.00328974
        1560     1.70191     1.65949  0.00328775
        1561     1.68922     1.65951  0.00328569
        1562     1.67739     1.65952  0.00328361
        1563      1.6671     1.65952  0.00328151
        1564     1.65836     1.65952  0.00327942
        1565     1.65083     1.65952  0.00327733
        1566     1.64436     1.65951  0.00327525
        1567      1.6393     1.65949  0.00327318
        1568      1.6364     1.65948  0.00327113
        1569     1.63646     1.65946  0.00326908
        1570     1.63975     1.65945  0.00326702
        1571     1.64597     1.65944  0.00326495
        1572     1.65454     1.65944  0.00326287
        1573     1.66475     1.65944   0.0032608
        1574      1.6756     1.65945  0.00325875
        1575     1.68574     1.65947  0.00325672
        1576     1.69382     1.65949  0.00325473
        1577     1.69895     1.65952  0.00325276
        1578     1.70108     1.65954   0.0032508
        1579     1.70098     1.65957  0.00324885
        1580     1.69997      1.6596  0.00324689
        1581     1.69923     1.65962  0.00324494
        1582     1.69879     1.65965  0.00324298
        1583      1.6967     1.65967  0.00324102
        1584     1.68959     1.65969  0.00323903
        1585     1.67469      1.6597    0.003237
        1586     1.65176     1.65969  0.00323496
        1587     1.62349     1.65967    0.003233
        1588      1.5942     1.65963  0.00323123
        1589     1.56825     1.65957  0.00322971
        1590     1.54908      1.6595  0.00322842
        1591     1.53892     1.65943  0.00322728
        1592     1.53839     1.65935  0.00322615
        1593     1.54624     1.65928  0.00322491
        1594     1.55975     1.65922  0.00322349
        1595     1.57578     1.65916  0.00322189
        1596     1.59186     1.65912  0.00322015
        1597     1.60683     1.65909   0.0032183
        1598     1.62056     1.65906  0.00321638
        1599     1.63335     1.65905   0.0032144
        1600     1.64549     1.65904  0.00321241
        1601     1.65712     1.65904   0.0032104
        1602     1.66815     1.65904   0.0032084
        1603     1.67808     1.65906  0.00320642
        1604     1.68567     1.65907  0.00320447
        1605     1.68908     1.65909  0.00320252
        1606     1.68653     1.65911  0.00320058
        1607     1.67722     1.65912   0.0031986
        1608     1.66175     1.65912  0.00319661
        1609     1.64189     1.65911  0.00319465
        1610     1.61975     1.65909  0.00319276
        1611     1.59721     1.65905    0.003191
        1612     1.57584       1.659  0.00318944
        1613     1.55725     1.65893  0.00318809
        1614     1.54301     1.65886  0.00318692
        1615     1.53429     1.65878  0.00318588
        1616     1.53172     1.65871  0.00318488
        1617     1.53571     1.65863  0.00318382
        1618     1.54637     1.65856  0.00318261
        1619     1.56301      1.6585  0.00318119
        1620     1.58359     1.65845  0.00317956
        1621     1.60477     1.65842  0.00317777
        1622     1.62282      1.6584  0.00317589
        1623      1.6347     1.65839  0.00317397
        1624     1.63895     1.65837  0.00317203
        1625     1.63601     1.65836  0.00317011
        1626     1.62793     1.65834  0.00316822
        1627     1.61749     1.65832  0.00316637
        1628     1.60719     1.65828  0.00316458
        1629      1.5984     1.65825  0.00316285
        1630     1.59112     1.65821  0.00316118
        1631     1.58435     1.65816  0.00315957
        1632     1.57674     1.65811  0.00315802
        1633      1.5674     1.65806  0.00315658
        1634     1.55653     1.65799  0.00315526
        1635     1.54553     1.65792  0.00315408
        1636      1.5366     1.65785  0.00315302
        1637     1.53184     1.65777  0.00315203
        1638     1.53255      1.6577  0.00315104
        1639     1.53934     1.65762  0.00314994
        1640     1.55275     1.65756  0.00314867
        1641     1.57308     1.65751  0.00314717
        1642     1.59901     1.65747  0.00314546
        1643     1.62668     1.65746   0.0031436
        1644      1.6509     1.65745  0.00314169
        1645     1.66746     1.65746  0.00313978
        1646     1.67444     1.65747  0.00313789
        1647     1.67216     1.65748    0.003136
        1648     1.66263     1.65748   0.0031341
        1649     1.64883     1.65747   0.0031322
        1650     1.63398     1.65746  0.00313034
        1651     1.62075     1.65744  0.00312852
        1652     1.61074     1.65741  0.00312675
        1653     1.60416     1.65738  0.00312503
        1654     1.60017     1.65734  0.00312333
        1655     1.59737     1.65731  0.00312165
        1656     1.59442     1.65727     0.00312
        1657     1.59047     1.65723  0.00311838
        1658     1.58534     1.65718   0.0031168
        1659     1.57951     1.65714  0.00311527
        1660     1.57397     1.65709   0.0031138
        1661     1.56997     1.65704  0.00311236
        1662     1.56891     1.65698  0.00311094
        1663     1.57196     1.65693  0.00310949
        1664     1.57981     1.65689  0.00310797
        1665     1.59227     1.65685  0.00310635
        1666      1.6082     1.65682  0.00310462
        1667     1.62573      1.6568  0.00310281
        1668     1.64324     1.65679  0.00310096
        1669      1.6603     1.65679   0.0030991
        1670     1.67785     1.65681  0.00309727
        1671     1.69724     1.65683  0.00309552
        1672     1.71885     1.65687  0.00309389
        1673     1.74149     1.65692  0.00309245
        1674     1.76286     1.65698  0.00309125
        1675     1.78057     1.65705  0.00309029
