#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1020    -5.07883    -5.03846  0.00456407
        1021    -5.10581    -5.03853  0.00456008
        1022    -5.12905    -5.03862  0.00455648
        1023    -5.14395    -5.03872  0.00455319
        1024    -5.14813    -5.03883     0.00455
        1025    -5.14264    -5.03893  0.00454668
        1026    -5.12777    -5.03902  0.00454308
        1027    -5.11054    -5.03909  0.00453919
        1028    -5.09145    -5.03914  0.00453506
        1029     -5.0748    -5.03917  0.00453078
        1030    -5.06205    -5.03919  0.00452644
        1031    -5.05243    -5.03921  0.00452207
        1032    -5.04574    -5.03921  0.00451769
        1033    -5.04073    -5.03921  0.00451331
        1034    -5.03782    -5.03921  0.00450895
        1035    -5.03576    -5.03921  0.00450459
        1036     -5.0333     -5.0392  0.00450025
        1037    -5.02978     -5.0392  0.00449592
        1038    -5.02569    -5.03918  0.00449161
        1039    -5.02045    -5.03916  0.00448732
        1040    -5.01385    -5.03914  0.00448307
        1041    -5.00785    -5.03911  0.00447887
        1042    -5.00085    -5.03907  0.00447472
        1043    -4.99338    -5.03903  0.00447064
        1044    -4.98478    -5.03898  0.00446666
        1045    -4.97522    -5.03892   0.0044628
        1046    -4.96593    -5.03885  0.00445908
        1047    -4.95627    -5.03877  0.00445552
        1048    -4.94817    -5.03868  0.00445211
        1049    -4.94401    -5.03859  0.00444878
        1050    -4.94275     -5.0385  0.00444548
        1051    -4.94318    -5.03841  0.00444217
        1052    -4.94433    -5.03832  0.00443885
        1053    -4.94973    -5.03824  0.00443543
        1054    -4.96621    -5.03817  0.00443175
        1055    -4.99738    -5.03813  0.00442772
        1056    -5.03672    -5.03813  0.00442353
        1057    -5.07175    -5.03816  0.00441946
        1058    -5.09441    -5.03821   0.0044156
        1059    -5.10321    -5.03827  0.00441186
        1060    -5.09949    -5.03833  0.00440807
        1061    -5.09242    -5.03838  0.00440421
        1062    -5.08436    -5.03843  0.00440028
        1063    -5.07818    -5.03846   0.0043963
        1064    -5.07179    -5.03849  0.00439228
        1065    -5.06712    -5.03852  0.00438823
        1066    -5.06446    -5.03855  0.00438419
        1067    -5.06333    -5.03857  0.00438014
        1068    -5.06329    -5.03859   0.0043761
        1069    -5.06347    -5.03862  0.00437207
        1070    -5.06122    -5.03864  0.00436803
        1071    -5.05721    -5.03865  0.00436399
        1072    -5.04937    -5.03866  0.00435993
        1073    -5.03833    -5.03866  0.00435586
        1074    -5.02639    -5.03865  0.00435182
        1075    -5.01634    -5.03863  0.00434783
        1076    -5.01054    -5.03861  0.00434386
        1077    -5.01081    -5.03858  0.00433991
        1078    -5.01703    -5.03856  0.00433593
        1079    -5.03012    -5.03855  0.00433191
        1080    -5.04569    -5.03856  0.00432791
        1081    -5.06377    -5.03858  0.00432397
        1082    -5.07939    -5.03862  0.00432014
        1083    -5.09123    -5.03867  0.00431642
        1084    -5.10073    -5.03872  0.00431282
        1085    -5.10884    -5.03879  0.00430933
        1086    -5.11687    -5.03886  0.00430596
        1087    -5.12437    -5.03894  0.00430272
        1088     -5.1307    -5.03902  0.00429959
        1089    -5.13684    -5.03911  0.00429658
        1090    -5.13853    -5.03921   0.0042936
        1091    -5.13534    -5.03929  0.00429057
        1092    -5.12465    -5.03937  0.00428736
        1093    -5.10749    -5.03943  0.00428389
        1094    -5.08391    -5.03947  0.00428016
        1095     -5.0604    -5.03949   0.0042763
        1096    -5.04156     -5.0395   0.0042724
        1097    -5.03458    -5.03949   0.0042685
        1098    -5.03879    -5.03949  0.00426462
        1099    -5.05031     -5.0395  0.00426075
        1100    -5.06686    -5.03953  0.00425695
        1101     -5.0831    -5.03956  0.00425326
        1102    -5.09959    -5.03962  0.00424975
        1103    -5.11066    -5.03968  0.00424639
        1104     -5.1149    -5.03975  0.00424309
        1105    -5.10966    -5.03982  0.00423972
        1106    -5.09579    -5.03987  0.00423619
        1107      -5.074     -5.0399  0.00423247
        1108    -5.04705     -5.0399  0.00422866
        1109    -5.01858    -5.03988  0.00422489
        1110    -4.99298    -5.03984  0.00422129
        1111    -4.97522    -5.03978   0.0042179
        1112    -4.96219    -5.03971  0.00421468
        1113    -4.95686    -5.03964  0.00421155
        1114    -4.95847    -5.03957   0.0042084
        1115    -4.96705     -5.0395  0.00420513
        1116    -4.98517    -5.03945  0.00420164
        1117     -5.0074    -5.03942  0.00419798
        1118    -5.03218    -5.03942  0.00419423
        1119    -5.05618    -5.03943  0.00419051
        1120    -5.07533    -5.03946  0.00418689
        1121    -5.08824    -5.03951  0.00418338
        1122    -5.09503    -5.03956  0.00417994
        1123    -5.09576    -5.03961  0.00417652
        1124    -5.09152    -5.03965  0.00417306
        1125     -5.0844    -5.03969  0.00416954
        1126    -5.07612    -5.03973  0.00416596
        1127    -5.06934    -5.03975  0.00416235
        1128    -5.06131    -5.03977   0.0041587
        1129    -5.05325    -5.03978  0.00415504
        1130    -5.04729    -5.03979  0.00415137
        1131    -5.03916    -5.03979  0.00414769
        1132    -5.03025    -5.03978  0.00414404
        1133    -5.02037    -5.03976  0.00414042
        1134    -5.01022    -5.03974  0.00413685
        1135    -4.99862     -5.0397  0.00413336
        1136    -4.98611    -5.03965  0.00412999
        1137    -4.97268     -5.0396  0.00412678
        1138     -4.9572    -5.03952  0.00412379
        1139    -4.94092    -5.03944  0.00412108
        1140    -4.92251    -5.03933  0.00411874
        1141    -4.90502    -5.03922  0.00411681
        1142    -4.88751    -5.03908  0.00411535
        1143    -4.87264    -5.03894  0.00411432
        1144    -4.86347    -5.03878  0.00411358
        1145      -4.864    -5.03863  0.00411282
        1146    -4.87489    -5.03849  0.00411172
        1147    -4.89546    -5.03836  0.00411002
        1148    -4.92599    -5.03827  0.00410761
        1149    -4.96079     -5.0382  0.00410459
        1150    -4.99616    -5.03816  0.00410118
        1151     -5.0279    -5.03815  0.00409763
        1152    -5.05239    -5.03817  0.00409409
        1153    -5.06919    -5.03819  0.00409062
        1154    -5.07485    -5.03822   0.0040872
        1155    -5.06963    -5.03825  0.00408376
        1156    -5.05489    -5.03827  0.00408025
        1157    -5.03005    -5.03826  0.00407673
        1158    -5.00112    -5.03823  0.00407333
        1159    -4.97507    -5.03817  0.00407018
        1160    -4.95806     -5.0381  0.00406726
        1161    -4.95788    -5.03803  0.00406434
        1162    -4.97368    -5.03798  0.00406122
        1163    -5.00237    -5.03795  0.00405785
        1164    -5.03563    -5.03795  0.00405436
        1165    -5.06558    -5.03797  0.00405095
        1166    -5.08748    -5.03801   0.0040477
        1167    -5.09856    -5.03806  0.00404456
        1168    -5.09861    -5.03812  0.00404143
        1169    -5.09071    -5.03816  0.00403823
        1170    -5.07454    -5.03819  0.00403489
        1171     -5.0535    -5.03821  0.00403147
        1172    -5.03217     -5.0382  0.00402803
        1173    -5.01505    -5.03818  0.00402465
        1174    -5.00251    -5.03815  0.00402133
        1175    -4.99565    -5.03811  0.00401807
        1176    -4.99153    -5.03807  0.00401485
        1177    -4.99243    -5.03804  0.00401163
        1178    -5.00007      -5.038  0.00400835
        1179    -5.01789    -5.03799  0.00400499
        1180    -5.04439    -5.03799   0.0040016
        1181    -5.07775    -5.03803  0.00399835
        1182    -5.10961    -5.03809  0.00399543
        1183    -5.13499    -5.03817  0.00399289
        1184     -5.1486    -5.03826  0.00399061
        1185    -5.14473    -5.03835  0.00398825
        1186    -5.12516    -5.03842  0.00398556
        1187    -5.09221    -5.03847  0.00398246
        1188     -5.0559    -5.03848  0.00397913
        1189    -5.02754    -5.03847   0.0039758
        1190    -5.01402    -5.03845  0.00397251
        1191    -5.01124    -5.03843  0.00396924
        1192    -5.01897    -5.03841  0.00396594
        1193    -5.03155    -5.03841  0.00396262
        1194    -5.04683    -5.03842  0.00395931
        1195    -5.06386    -5.03844  0.00395606
        1196    -5.07881    -5.03847  0.00395289
        1197    -5.09041    -5.03851  0.00394983
        1198    -5.09283    -5.03856  0.00394679
        1199    -5.08638     -5.0386   0.0039437
        1200    -5.07047    -5.03863   0.0039405
        1201    -5.04547    -5.03863  0.00393723
        1202     -5.0187    -5.03862  0.00393399
        1203    -4.99311    -5.03858   0.0039309
        1204    -4.97733    -5.03853  0.00392796
        1205    -4.97575    -5.03847  0.00392505
        1206    -4.99029    -5.03843    0.003922
        1207    -5.01558    -5.03842  0.00391879
        1208    -5.04303    -5.03842  0.00391555
        1209    -5.06502    -5.03844  0.00391237
        1210    -5.07504    -5.03847  0.00390926
        1211     -5.0729     -5.0385  0.00390613
        1212    -5.05797    -5.03852  0.00390294
        1213    -5.03088    -5.03851  0.00389973
        1214    -4.99955    -5.03848  0.00389665
        1215     -4.9692    -5.03842  0.00389386
        1216    -4.94824    -5.03835  0.00389136
        1217    -4.94034    -5.03827    0.003889
        1218    -4.94863    -5.03819   0.0038865
        1219      -4.969    -5.03814  0.00388373
        1220    -4.99676     -5.0381  0.00388069
        1221    -5.02371    -5.03809  0.00387753
        1222    -5.04082    -5.03809  0.00387436
        1223    -5.04563     -5.0381   0.0038712
        1224    -5.03601     -5.0381  0.00386804
        1225     -5.0168    -5.03808  0.00386492
        1226    -4.99485    -5.03804  0.00386193
        1227    -4.97493    -5.03799  0.00385912
        1228    -4.96192    -5.03793  0.00385648
        1229    -4.95848    -5.03787  0.00385388
        1230    -4.96791    -5.03781  0.00385117
        1231    -4.98898    -5.03777  0.00384824
        1232    -5.01838    -5.03775  0.00384515
        1233    -5.05508    -5.03777  0.00384206
        1234    -5.09333    -5.03781  0.00383921
        1235    -5.13297    -5.03789  0.00383687
        1236    -5.17037      -5.038  0.00383526
        1237    -5.20358    -5.03813   0.0038345
        1238     -5.2308    -5.03829  0.00383456
        1239     -5.2507    -5.03846  0.00383529
        1240    -5.26289    -5.03864  0.00383647
        1241    -5.26908    -5.03882  0.00383787
        1242    -5.26781    -5.03901  0.00383921
        1243    -5.26393    -5.03919  0.00384038
        1244    -5.25727    -5.03937  0.00384129
        1245    -5.24855    -5.03953  0.00384188
        1246    -5.23849    -5.03969  0.00384211
        1247    -5.22912    -5.03985  0.00384203
        1248    -5.21845    -5.03999  0.00384162
        1249    -5.20685    -5.04012  0.00384087
        1250    -5.19425    -5.04025  0.00383977
        1251    -5.17977    -5.04036  0.00383832
        1252    -5.16404    -5.04046  0.00383653
        1253    -5.15018    -5.04054  0.00383446
        1254    -5.14053    -5.04062  0.00383224
        1255    -5.13416     -5.0407  0.00382991
        1256    -5.13303    -5.04077  0.00382756
        1257    -5.13492    -5.04085  0.00382525
        1258    -5.13407    -5.04092  0.00382293
        1259    -5.12937    -5.04099  0.00382054
        1260    -5.11656    -5.04105  0.00381798
        1261    -5.09619    -5.04109   0.0038152
        1262    -5.06912    -5.04112  0.00381224
        1263    -5.03969    -5.04111  0.00380922
        1264    -5.01029    -5.04109  0.00380629
        1265     -4.9844    -5.04105  0.00380354
        1266    -4.96629    -5.04099  0.00380099
        1267    -4.95818    -5.04092  0.00379856
        1268    -4.95846    -5.04086  0.00379612
        1269    -4.96648     -5.0408  0.00379358
        1270    -4.97635    -5.04075  0.00379093
        1271    -4.98513     -5.0407   0.0037882
        1272    -4.99194    -5.04066  0.00378542
        1273    -4.99402    -5.04063  0.00378262
        1274    -4.99488    -5.04059  0.00377982
        1275     -4.9944    -5.04056  0.00377703
        1276    -4.99671    -5.04052  0.00377423
        1277     -5.0019    -5.04049  0.00377139
        1278    -5.00969    -5.04047  0.00376852
        1279    -5.01851    -5.04045  0.00376561
        1280    -5.02468    -5.04044  0.00376269
        1281    -5.02668    -5.04043  0.00375977
        1282    -5.02247    -5.04041  0.00375686
        1283    -5.01232    -5.04039    0.003754
        1284    -4.99788    -5.04036  0.00375122
        1285    -4.98068    -5.04031  0.00374859
        1286    -4.96245    -5.04025  0.00374616
        1287    -4.94782    -5.04018  0.00374394
        1288     -4.9354     -5.0401  0.00374192
        1289    -4.92897    -5.04001  0.00374001
        1290    -4.92681    -5.03992  0.00373814
        1291    -4.92917    -5.03984  0.00373622
        1292    -4.93535    -5.03976  0.00373421
        1293    -4.94125    -5.03968   0.0037321
        1294    -4.94796    -5.03961  0.00372989
        1295    -4.95465    -5.03954  0.00372758
        1296    -4.96151    -5.03948  0.00372519
        1297    -4.96613    -5.03943  0.00372275
        1298    -4.96764    -5.03937  0.00372029
        1299    -4.96792    -5.03932  0.00371783
        1300    -4.96479    -5.03926  0.00371542
        1301    -4.96199     -5.0392  0.00371304
        1302    -4.96467    -5.03914  0.00371063
        1303    -4.97583    -5.03909   0.0037081
        1304    -4.99582    -5.03906   0.0037054
        1305    -5.01984    -5.03905  0.00370259
        1306    -5.04051    -5.03905  0.00369976
        1307     -5.0546    -5.03906  0.00369694
        1308     -5.0571    -5.03907  0.00369414
        1309    -5.04861    -5.03908  0.00369133
        1310    -5.02982    -5.03907  0.00368852
        1311    -5.00274    -5.03905  0.00368581
        1312    -4.97304      -5.039  0.00368334
        1313     -4.9463    -5.03893  0.00368121
        1314    -4.92397    -5.03884  0.00367945
        1315    -4.91043    -5.03874  0.00367795
        1316    -4.90753    -5.03864   0.0036765
        1317    -4.91629    -5.03855  0.00367489
        1318    -4.93534    -5.03847  0.00367293
        1319     -4.9618    -5.03841  0.00367061
        1320    -4.99108    -5.03838    0.003668
        1321    -5.01959    -5.03836  0.00366525
        1322    -5.04416    -5.03837  0.00366248
        1323    -5.06425    -5.03839  0.00365977
        1324    -5.08118    -5.03842  0.00365715
        1325    -5.09502    -5.03846  0.00365464
        1326    -5.10835    -5.03851  0.00365226
        1327    -5.12152    -5.03858  0.00365004
        1328    -5.13397    -5.03865    0.003648
        1329    -5.14601    -5.03873  0.00364615
        1330    -5.15419    -5.03881  0.00364444
        1331    -5.15891    -5.03891  0.00364282
        1332    -5.15891      -5.039   0.0036412
        1333    -5.15538    -5.03908  0.00363951
        1334    -5.14771    -5.03916   0.0036377
        1335    -5.13696    -5.03924  0.00363571
        1336    -5.12378     -5.0393  0.00363354
        1337    -5.10877    -5.03935  0.00363119
        1338    -5.09274    -5.03939   0.0036287
        1339    -5.07398    -5.03942  0.00362608
        1340    -5.05041    -5.03943  0.00362338
        1341    -5.02592    -5.03942   0.0036207
        1342    -4.99985    -5.03939  0.00361812
        1343    -4.97384    -5.03934  0.00361575
        1344    -4.95331    -5.03927  0.00361363
        1345    -4.93899     -5.0392  0.00361171
        1346    -4.93018    -5.03912  0.00360994
        1347    -4.93078    -5.03904  0.00360815
        1348    -4.93861    -5.03896  0.00360624
        1349    -4.95481     -5.0389  0.00360411
        1350    -4.97862    -5.03886  0.00360172
        1351    -5.00749    -5.03883  0.00359913
        1352    -5.03735    -5.03883  0.00359646
        1353    -5.06554    -5.03885  0.00359386
        1354    -5.09008    -5.03889  0.00359141
        1355    -5.10648    -5.03894   0.0035891
        1356    -5.11468      -5.039  0.00358689
        1357    -5.11644    -5.03905   0.0035847
        1358    -5.11274    -5.03911  0.00358247
        1359    -5.10605    -5.03916  0.00358017
        1360    -5.09869     -5.0392  0.00357781
        1361    -5.09224    -5.03924  0.00357539
        1362    -5.08884    -5.03928  0.00357295
        1363    -5.08649    -5.03931   0.0035705
        1364    -5.08564    -5.03934  0.00356804
        1365    -5.08267    -5.03938  0.00356557
        1366    -5.07898     -5.0394  0.00356308
        1367    -5.07158    -5.03943  0.00356055
        1368    -5.06222    -5.03944  0.00355799
        1369    -5.05197    -5.03945   0.0035554
        1370    -5.04028    -5.03945   0.0035528
        1371    -5.02924    -5.03945  0.00355022
        1372    -5.01891    -5.03943  0.00354766
        1373    -5.00594    -5.03941  0.00354516
        1374    -4.99206    -5.03937  0.00354275
        1375    -4.97916    -5.03933  0.00354044
        1376    -4.96796    -5.03928  0.00353825
        1377    -4.96299    -5.03922  0.00353612
        1378    -4.96699    -5.03917  0.00353394
        1379    -4.97946    -5.03913  0.00353164
        1380    -4.99932     -5.0391   0.0035292
        1381    -5.02163    -5.03908  0.00352667
        1382    -5.04148    -5.03909  0.00352411
        1383    -5.05512     -5.0391  0.00352159
        1384    -5.06085    -5.03911  0.00351908
        1385    -5.05469    -5.03913  0.00351655
        1386    -5.03953    -5.03913  0.00351402
        1387    -5.01561    -5.03911  0.00351152
        1388    -4.98979    -5.03907  0.00350917
        1389    -4.96847    -5.03902  0.00350702
        1390     -4.9577    -5.03896  0.00350498
        1391    -4.95901    -5.03891  0.00350293
        1392    -4.97198    -5.03886  0.00350075
        1393    -4.99587    -5.03883  0.00349837
        1394    -5.02597    -5.03882  0.00349587
        1395    -5.05724    -5.03883  0.00349339
        1396     -5.0876    -5.03887  0.00349106
        1397    -5.11024    -5.03892  0.00348894
        1398    -5.12563    -5.03898  0.00348699
        1399    -5.13101    -5.03905  0.00348512
        1400    -5.12588    -5.03911  0.00348318
        1401    -5.11102    -5.03916  0.00348107
        1402    -5.09006    -5.03919  0.00347878
        1403    -5.06493    -5.03921  0.00347635
        1404    -5.03714    -5.03921  0.00347387
        1405    -5.01054    -5.03919  0.00347146
        1406    -4.98825    -5.03916  0.00346918
        1407    -4.97262    -5.03911  0.00346704
        1408    -4.96319    -5.03905    0.003465
        1409    -4.96164      -5.039  0.00346297
        1410     -4.9668    -5.03895  0.00346089
        1411     -4.9772     -5.0389  0.00345872
        1412    -4.99271    -5.03887  0.00345642
        1413    -5.00988    -5.03885  0.00345404
        1414    -5.02912    -5.03884   0.0034516
        1415    -5.04967    -5.03885  0.00344917
        1416    -5.06864    -5.03887   0.0034468
        1417    -5.08834    -5.03891  0.00344454
        1418    -5.10894    -5.03896  0.00344247
        1419    -5.12847    -5.03902  0.00344062
        1420    -5.14379    -5.03909  0.00343899
        1421    -5.15497    -5.03918  0.00343754
        1422    -5.15848    -5.03926  0.00343614
        1423    -5.15344    -5.03934  0.00343466
        1424    -5.13889    -5.03941  0.00343296
        1425    -5.11378    -5.03946  0.00343095
        1426    -5.07979    -5.03949  0.00342866
        1427    -5.03743    -5.03949  0.00342626
        1428     -4.9963    -5.03946  0.00342399
        1429    -4.95864     -5.0394  0.00342206
        1430    -4.93057    -5.03933  0.00342052
        1431    -4.91258    -5.03924  0.00341927
        1432    -4.90207    -5.03914  0.00341823
        1433    -4.89319    -5.03904  0.00341736
        1434    -4.88456    -5.03893  0.00341667
        1435    -4.87628    -5.03882  0.00341617
        1436     -4.8741     -5.0387  0.00341572
        1437    -4.87859    -5.03859  0.00341516
        1438    -4.89426    -5.03849  0.00341426
        1439    -4.91889    -5.03841   0.0034129
        1440    -4.95016    -5.03835  0.00341108
        1441    -4.98582    -5.03831   0.0034089
        1442    -5.02291     -5.0383  0.00340656
        1443    -5.06185    -5.03832  0.00340424
        1444    -5.09687    -5.03836  0.00340212
        1445     -5.1235    -5.03842  0.00340028
        1446    -5.13889    -5.03849  0.00339863
        1447    -5.14114    -5.03856  0.00339703
        1448    -5.12989    -5.03862  0.00339526
        1449    -5.10908    -5.03867  0.00339327
        1450    -5.07804     -5.0387  0.00339104
        1451    -5.04491     -5.0387   0.0033887
        1452    -5.00943    -5.03868  0.00338643
        1453    -4.97718    -5.03864  0.00338436
        1454      -4.952    -5.03858  0.00338256
        1455    -4.93722    -5.03851  0.00338095
        1456    -4.93379    -5.03844   0.0033794
        1457    -4.94138    -5.03837  0.00337773
        1458    -4.95845    -5.03831  0.00337586
        1459    -4.98411    -5.03828  0.00337375
        1460    -5.01409    -5.03826  0.00337148
        1461    -5.04406    -5.03826  0.00336918
        1462    -5.07605    -5.03829  0.00336697
        1463    -5.10498    -5.03834  0.00336498
        1464    -5.13071     -5.0384  0.00336327
        1465    -5.15068    -5.03848  0.00336185
        1466    -5.16409    -5.03856  0.00336065
        1467    -5.17068    -5.03865  0.00335956
        1468    -5.17133    -5.03874  0.00335849
        1469    -5.16581    -5.03883  0.00335732
        1470    -5.15705    -5.03891    0.003356
        1471    -5.14622    -5.03898  0.00335451
        1472    -5.13934    -5.03905  0.00335292
        1473    -5.13532    -5.03912  0.00335128
        1474    -5.13679    -5.03918  0.00334966
        1475    -5.13856    -5.03925  0.00334807
        1476    -5.13766    -5.03932  0.00334647
        1477    -5.12612    -5.03937  0.00334472
        1478    -5.10221    -5.03942  0.00334272
        1479    -5.06916    -5.03944  0.00334052
        1480     -5.0285    -5.03943  0.00333827
        1481    -4.98743    -5.03939  0.00333621
        1482    -4.95366    -5.03934  0.00333446
        1483    -4.92963    -5.03926  0.00333303
        1484     -4.9185    -5.03918  0.00333177
        1485    -4.91574     -5.0391  0.00333057
        1486    -4.91978    -5.03902  0.00332929
        1487    -4.92396    -5.03894  0.00332795
        1488    -4.92549    -5.03886  0.00332659
        1489    -4.92346    -5.03879  0.00332526
        1490    -4.91777    -5.03871  0.00332402
        1491    -4.91049    -5.03862   0.0033229
        1492    -4.90174    -5.03853  0.00332194
        1493    -4.89518    -5.03843   0.0033211
        1494    -4.89288    -5.03833  0.00332031
        1495    -4.89551    -5.03824  0.00331946
        1496    -4.90554    -5.03815  0.00331843
        1497    -4.92092    -5.03807  0.00331714
        1498    -4.93837    -5.03801  0.00331559
        1499    -4.95423    -5.03795  0.00331385
        1500    -4.96658     -5.0379  0.00331198
        1501    -4.97916    -5.03786  0.00331001
        1502    -4.99239    -5.03783  0.00330794
        1503    -5.01085    -5.03781  0.00330579
        1504    -5.03521    -5.03781  0.00330359
        1505    -5.06126    -5.03783  0.00330143
        1506    -5.08716    -5.03786   0.0032994
        1507    -5.10667    -5.03791  0.00329753
        1508    -5.11771    -5.03796  0.00329577
        1509    -5.12201    -5.03802  0.00329405
        1510    -5.12069    -5.03807  0.00329233
        1511    -5.11638    -5.03812  0.00329056
        1512    -5.11167    -5.03817  0.00328874
        1513    -5.10927    -5.03822   0.0032869
        1514    -5.10746    -5.03826  0.00328505
        1515    -5.10605    -5.03831  0.00328318
        1516    -5.10294    -5.03835   0.0032813
        1517    -5.09771    -5.03839  0.00327937
        1518      -5.092    -5.03843   0.0032774
        1519    -5.08823    -5.03846   0.0032754
        1520    -5.09074    -5.03849  0.00327343
        1521    -5.09831    -5.03853  0.00327151
        1522    -5.11225    -5.03858  0.00326972
        1523    -5.12845    -5.03864  0.00326811
        1524    -5.14498    -5.03871  0.00326671
        1525    -5.15814    -5.03879   0.0032655
        1526    -5.16162    -5.03887  0.00326436
        1527    -5.15613    -5.03894  0.00326312
        1528    -5.14204    -5.03901  0.00326168
        1529    -5.12091    -5.03907  0.00325999
        1530     -5.0969     -5.0391  0.00325808
        1531    -5.07615    -5.03913  0.00325604
        1532    -5.06217    -5.03914  0.00325395
        1533    -5.05794    -5.03915  0.00325185
        1534    -5.06134    -5.03917  0.00324976
        1535     -5.0685    -5.03919   0.0032477
        1536     -5.0756    -5.03921  0.00324567
        1537    -5.07652    -5.03924  0.00324365
        1538    -5.07255    -5.03926  0.00324162
        1539    -5.06102    -5.03927  0.00323954
        1540    -5.04617    -5.03928  0.00323744
        1541    -5.03038    -5.03927  0.00323534
        1542     -5.0155    -5.03926  0.00323328
        1543    -5.00289    -5.03923  0.00323127
        1544    -4.99491     -5.0392  0.00322931
        1545    -4.99296    -5.03917  0.00322736
        1546    -4.99698    -5.03915  0.00322538
        1547    -5.00728    -5.03913  0.00322336
        1548    -5.02219    -5.03911   0.0032213
        1549    -5.04009    -5.03911  0.00321922
        1550    -5.05729    -5.03913  0.00321717
        1551    -5.07397    -5.03915  0.00321517
        1552    -5.08828    -5.03918  0.00321325
        1553    -5.09928    -5.03922  0.00321142
        1554    -5.10679    -5.03926  0.00320965
        1555    -5.10982    -5.03931   0.0032079
        1556     -5.1086    -5.03935  0.00320615
        1557    -5.10307    -5.03939  0.00320435
        1558    -5.09303    -5.03943  0.00320248
        1559    -5.08059    -5.03945  0.00320053
        1560    -5.06661    -5.03947  0.00319853
        1561    -5.05504    -5.03948   0.0031965
        1562    -5.04475    -5.03949  0.00319445
        1563    -5.03514    -5.03948  0.00319241
        1564     -5.0278    -5.03948  0.00319038
        1565    -5.02178    -5.03946  0.00318836
        1566    -5.01788    -5.03945  0.00318635
        1567     -5.0151    -5.03943  0.00318436
        1568    -5.01501    -5.03942  0.00318236
        1569    -5.01986    -5.03941  0.00318036
        1570    -5.02538     -5.0394  0.00317835
        1571    -5.03402    -5.03939  0.00317633
        1572    -5.04398     -5.0394  0.00317431
        1573    -5.05613    -5.03941  0.00317231
        1574    -5.06608    -5.03942  0.00317034
        1575    -5.07422    -5.03945   0.0031684
        1576    -5.07906    -5.03947  0.00316649
        1577    -5.08053     -5.0395  0.00316459
        1578    -5.08021    -5.03952  0.00316269
        1579    -5.07927    -5.03955  0.00316079
        1580    -5.07777    -5.03957  0.00315888
        1581    -5.07704     -5.0396  0.00315697
        1582    -5.07536    -5.03962  0.00315505
        1583    -5.06832    -5.03964  0.00315311
        1584    -5.05438    -5.03965  0.00315114
        1585    -5.03159    -5.03964  0.00314915
        1586     -5.0029    -5.03962  0.00314725
        1587    -4.97303    -5.03958  0.00314555
        1588    -4.94747    -5.03952   0.0031441
        1589    -4.92831    -5.03945   0.0031429
        1590    -4.91795    -5.03937  0.00314185
        1591    -4.91855     -5.0393   0.0031408
        1592    -4.92598    -5.03923  0.00313963
        1593    -4.94092    -5.03916  0.00313827
        1594    -4.95753    -5.03911  0.00313672
        1595    -4.97351    -5.03907  0.00313502
        1596      -4.988    -5.03904  0.00313322
        1597    -5.00077    -5.03902  0.00313135
        1598    -5.01412      -5.039  0.00312943
        1599    -5.02578    -5.03899  0.00312748
        1600    -5.03649    -5.03899  0.00312553
        1601    -5.04738    -5.03899  0.00312358
        1602    -5.05707    -5.03901  0.00312165
        1603    -5.06433    -5.03902  0.00311974
        1604    -5.06742    -5.03904  0.00311785
        1605    -5.06524    -5.03906  0.00311595
        1606    -5.05711    -5.03907  0.00311403
        1607    -5.04091    -5.03907  0.00311209
        1608    -5.02092    -5.03906  0.00311017
        1609    -4.99778    -5.03903  0.00310835
        1610     -4.9753    -5.03899  0.00310667
        1611     -4.9552    -5.03894  0.00310518
        1612    -4.93651    -5.03888   0.0031039
        1613    -4.92265     -5.0388  0.00310281
        1614    -4.91449    -5.03873  0.00310185
        1615    -4.91325    -5.03865   0.0031009
        1616    -4.91721    -5.03857  0.00309989
        1617    -4.92789    -5.03851  0.00309873
        1618    -4.94434    -5.03845  0.00309736
        1619    -4.96376     -5.0384  0.00309579
        1620    -4.98533    -5.03837  0.00309405
        1621    -5.00327    -5.03835  0.00309222
        1622      -5.016    -5.03833  0.00309034
        1623     -5.0202    -5.03832  0.00308846
        1624     -5.0162    -5.03831  0.00308659
        1625    -5.00883    -5.03829  0.00308474
        1626    -4.99778    -5.03827  0.00308294
        1627    -4.98632    -5.03823  0.00308122
        1628    -4.97738     -5.0382  0.00307955
        1629    -4.97078    -5.03815  0.00307794
        1630     -4.9641    -5.03811  0.00307638
        1631    -4.95595    -5.03806  0.00307491
        1632    -4.94511      -5.038  0.00307355
        1633    -4.93507    -5.03794  0.00307232
        1634     -4.9235    -5.03787  0.00307124
        1635    -4.91505    -5.03779  0.00307028
        1636    -4.91069    -5.03772  0.00306938
        1637    -4.91124    -5.03764  0.00306848
        1638    -4.91908    -5.03757  0.00306746
        1639    -4.93185     -5.0375  0.00306627
        1640    -4.95194    -5.03745  0.00306484
        1641    -4.97809    -5.03741  0.00306319
        1642    -5.00654    -5.03739  0.00306138
        1643      -5.031    -5.03739  0.00305952
        1644    -5.04781     -5.0374  0.00305766
        1645    -5.05533    -5.03741  0.00305582
        1646    -5.05305    -5.03742  0.00305398
        1647    -5.04272    -5.03742  0.00305213
        1648    -5.02916    -5.03742  0.00305028
        1649    -5.01353     -5.0374  0.00304847
        1650    -4.99991    -5.03738   0.0030467
        1651     -4.9905    -5.03735  0.00304499
        1652    -4.98429    -5.03732  0.00304332
        1653    -4.98055    -5.03728  0.00304167
        1654    -4.97844    -5.03725  0.00304004
