#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           1      5.816974e+00      9.887020e-01      9.887020e-01      0.000000e+00
           1      5.881607e+00      9.799737e-01      9.799737e-01      0.000000e+00
           1      5.946240e+00      9.860930e-01      9.860930e-01      0.000000e+00
           1      6.010873e+00      9.853410e-01      9.853410e-01      0.000000e+00
           1      6.075506e+00      9.870339e-01      9.870339e-01      0.000000e+00
           1      6.140139e+00      9.829645e-01      9.829645e-01      0.000000e+00
           1      6.204772e+00      9.826255e-01      9.826255e-01      0.000000e+00
           1      6.269405e+00      9.900453e-01      9.900453e-01      0.000000e+00
           1      6.334038e+00      9.936213e-01      9.936213e-01      0.000000e+00
           1      6.398671e+00      9.824379e-01      9.824379e-01      0.000000e+00
           2      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00
           2      6.463304e-02      0.000000e+00      0.000000e+00      0.000000e+00
           2      1.292661e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      1.938991e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      2.585322e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      3.231652e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      3.877982e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      4.524313e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      5.170643e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      5.816974e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      6.463304e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      7.109634e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      7.755965e-01      0.000000e+00      0.000000e+00      0.000000e+00
           2      8.402295e-01      5.986825e-04      4.490118e-04      1.058331e-04
           2      9.048626e-01      1.403853e-01      1.434993e-01      2.201865e-03
           2      9.694956e-01      1.037396e+00      1.045118e+00      5.459873e-03
           2      1.034129e+00      2.058670e+00      2.008867e+00      3.521626e-02
           2      1.098762e+00      2.302867e+00      2.248258e+00      3.861480e-02
           2      1.163395e+00      2.118571e+00      2.133399e+00      1.048459e-02
           2      1.228028e+00      1.888387e+00      1.863848e+00      1.735199e-02
           2      1.292661e+00      1.628177e+00      1.647265e+00      1.349712e-02
