#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         166     -5.200000e-01     -3.575904e-01      9.696805e-03
         167     -4.400000e-01     -3.580838e-01      9.651288e-03
         168     -1.200000e-01     -3.566667e-01      9.697328e-03
         169     -3.600000e-01     -3.566864e-01      9.639967e-03
         170     -3.600000e-01     -3.567059e-01      9.583281e-03
         171     -5.200000e-01     -3.576608e-01      9.574698e-03
         172     -2.000000e-01     -3.567442e-01      9.562808e-03
         173     -3.600000e-01     -3.567630e-01      9.507550e-03
         174     -3.600000e-01     -3.567816e-01      9.452927e-03
         175     -4.000000e-02     -3.549714e-01      9.570661e-03
         176     -2.800000e-01     -3.545455e-01      9.525757e-03
         177     -2.800000e-01     -3.541243e-01      9.481245e-03
         178     -3.600000e-01     -3.541573e-01      9.428037e-03
         179     -2.800000e-01     -3.537430e-01      9.384464e-03
         180     -4.400000e-01     -3.542222e-01      9.344555e-03
         181     -2.000000e-01     -3.533702e-01      9.331693e-03
         182     -2.800000e-01     -3.529670e-01      9.289124e-03
         183     -2.800000e-01     -3.525683e-01      9.246917e-03
         184      4.000000e-02     -3.504348e-01      9.439586e-03
         185     -2.800000e-01     -3.500541e-01      9.396236e-03
         186     -2.800000e-01     -3.496774e-01      9.353264e-03
         187     -4.400000e-01     -3.501604e-01      9.315709e-03
         188     -2.800000e-01     -3.497872e-01      9.273630e-03
         189     -5.200000e-01     -3.506878e-01      9.268190e-03
         190     -3.600000e-01     -3.507368e-01      9.219540e-03
         191     -6.000000e-01     -3.520419e-01      9.263175e-03
         192     -5.200000e-01     -3.529167e-01      9.256143e-03
         193     -5.200000e-01     -3.537824e-01      9.248580e-03
         194     -2.800000e-01     -3.534021e-01      9.208723e-03
         195     -2.000000e-01     -3.526154e-01      9.195039e-03
         196     -4.400000e-01     -3.530612e-01      9.158928e-03
         197     -4.400000e-01     -3.535025e-01      9.123062e-03
         198     -2.800000e-01     -3.531313e-01      9.084536e-03
         199     -5.200000e-01     -3.539698e-01      9.077502e-03
         200     -4.400000e-01     -3.544000e-01      9.042301e-03
         201     -4.400000e-01     -3.548259e-01      9.007337e-03
         202     -5.200000e-01     -3.556436e-01      8.999785e-03
         203     -2.800000e-01     -3.552709e-01      8.963162e-03
         204     -4.400000e-01     -3.556863e-01      8.928843e-03
         205     -4.400000e-01     -3.560976e-01      8.894755e-03
         206     -4.400000e-01     -3.565049e-01      8.860897e-03
         207     -2.800000e-01     -3.561353e-01      8.825795e-03
         208     -2.000000e-01     -3.553846e-01      8.815228e-03
         209     -2.800000e-01     -3.550239e-01      8.780426e-03
         210     -2.800000e-01     -3.546667e-01      8.745879e-03
         211     -2.000000e-01     -3.539336e-01      8.735094e-03
         212     -2.800000e-01     -3.535849e-01      8.700849e-03
         213     -2.800000e-01     -3.532394e-01      8.666856e-03
         214     -4.400000e-01     -3.536449e-01      8.635834e-03
         215     -5.200000e-01     -3.544186e-01      8.630260e-03
         216     -2.000000e-01     -3.537037e-01      8.619864e-03
         217     -4.400000e-01     -3.541014e-01      8.589310e-03
         218     -5.200000e-01     -3.548624e-01      8.583555e-03
         219     -6.000000e-01     -3.559817e-01      8.617037e-03
         220     -4.400000e-01     -3.563636e-01      8.586327e-03
         221     -4.400000e-01     -3.567421e-01      8.555811e-03
         222     -5.200000e-01     -3.574775e-01      8.548818e-03
         223     -2.800000e-01     -3.571300e-01      8.517539e-03
         224     -7.600000e-01     -3.589286e-01      8.667319e-03
         225     -4.400000e-01     -3.592889e-01      8.636284e-03
         226     -2.800000e-01     -3.589381e-01      8.605194e-03
         227     -2.800000e-01     -3.585903e-01      8.574309e-03
         228     -2.800000e-01     -3.582456e-01      8.543628e-03
         229     -4.400000e-01     -3.586026e-01      8.513775e-03
         230     -6.000000e-01     -3.596522e-01      8.541207e-03
         231     -4.400000e-01     -3.600000e-01      8.511311e-03
         232     -5.200000e-01     -3.606897e-01      8.502519e-03
         233     -4.400000e-01     -3.610300e-01      8.472839e-03
         234     -5.200000e-01     -3.617094e-01      8.463822e-03
         235     -2.800000e-01     -3.613617e-01      8.434945e-03
         236     -5.200000e-01     -3.620339e-01      8.425945e-03
         237     -1.200000e-01     -3.610127e-01      8.452054e-03
         238     -2.800000e-01     -3.606723e-01      8.423393e-03
         239     -2.000000e-01     -3.600000e-01      8.414932e-03
         240     -2.800000e-01     -3.596667e-01      8.386469e-03
         241     -2.000000e-01     -3.590041e-01      8.377799e-03
         242     -2.800000e-01     -3.586777e-01      8.349538e-03
         243     -4.400000e-01     -3.590123e-01      8.321882e-03
         244     -5.200000e-01     -3.596721e-01      8.313890e-03
         245     -2.800000e-01     -3.593469e-01      8.286313e-03
         246     -4.400000e-01     -3.596748e-01      8.259112e-03
         247     -2.800000e-01     -3.593522e-01      8.231971e-03
         248     -5.200000e-01     -3.600000e-01      8.224225e-03
         249     -3.600000e-01     -3.600000e-01      8.191196e-03
         250     -4.400000e-01     -3.603200e-01      8.164679e-03
         251     -3.600000e-01     -3.603187e-01      8.132151e-03
         252     -4.400000e-01     -3.606349e-01      8.106025e-03
         253     -4.400000e-01     -3.609486e-01      8.080053e-03
         254     -2.800000e-01     -3.606299e-01      8.054525e-03
         255     -4.400000e-01     -3.609412e-01      8.028950e-03
         256     -3.600000e-01     -3.609375e-01      7.997588e-03
         257     -2.000000e-01     -3.603113e-01      7.990948e-03
         258     -6.000000e-01     -3.612403e-01      8.013797e-03
         259     -3.600000e-01     -3.612355e-01      7.982857e-03
         260     -2.800000e-01     -3.609231e-01      7.958266e-03
         261     -4.400000e-01     -3.612261e-01      7.933540e-03
         262     -4.400000e-01     -3.615267e-01      7.908954e-03
         263      4.000000e-02     -3.600000e-01      8.024886e-03
         264     -3.600000e-01     -3.600000e-01      7.994488e-03
         265     -4.400000e-01     -3.603019e-01      7.970018e-03
         266     -4.400000e-01     -3.606015e-01      7.945686e-03
         267     -6.000000e-01     -3.614981e-01      7.966355e-03
         268     -4.400000e-01     -3.617910e-01      7.942013e-03
         269     -3.600000e-01     -3.617844e-01      7.912492e-03
         270     -2.800000e-01     -3.614815e-01      7.888982e-03
         271     -2.000000e-01     -3.608856e-01      7.882343e-03
         272     -4.400000e-01     -3.611765e-01      7.858729e-03
         273     -4.400000e-01     -3.614652e-01      7.835244e-03
         274     -4.400000e-01     -3.617518e-01      7.811889e-03
         275     -3.600000e-01     -3.617455e-01      7.783485e-03
         276     -3.600000e-01     -3.617391e-01      7.755287e-03
         277     -2.000000e-01     -3.611552e-01      7.749239e-03
         278     -2.800000e-01     -3.608633e-01      7.726861e-03
         279     -3.600000e-01     -3.608602e-01      7.699166e-03
         280     -3.600000e-01     -3.608571e-01      7.671670e-03
         281     -3.600000e-01     -3.608541e-01      7.644369e-03
         282     -5.200000e-01     -3.614184e-01      7.638065e-03
         283     -5.200000e-01     -3.619788e-01      7.631602e-03
         284     -4.400000e-01     -3.622535e-01      7.609674e-03
         285     -2.800000e-01     -3.619649e-01      7.588444e-03
         286     -2.000000e-01     -3.613986e-01      7.583013e-03
         287     -6.000000e-01     -3.622300e-01      7.602028e-03
         288     -3.600000e-01     -3.622222e-01      7.575636e-03
         289     -3.600000e-01     -3.622145e-01      7.549427e-03
         290     -2.800000e-01     -3.619310e-01      7.528715e-03
         291     -4.400000e-01     -3.621993e-01      7.507622e-03
         292     -3.600000e-01     -3.621918e-01      7.481915e-03
         293     -2.800000e-01     -3.619113e-01      7.461636e-03
         294     -3.600000e-01     -3.619048e-01      7.436259e-03
         295     -5.200000e-01     -3.624407e-01      7.430337e-03
         296     -2.800000e-01     -3.621622e-01      7.410453e-03
         297     -3.600000e-01     -3.621549e-01      7.385505e-03
         298     -5.200000e-01     -3.626846e-01      7.379692e-03
         299     -2.000000e-01     -3.621405e-01      7.375041e-03
         300     -2.000000e-01     -3.616000e-01      7.370234e-03
         301     -2.800000e-01     -3.613289e-01      7.350733e-03
         302     -3.600000e-01     -3.613245e-01      7.326394e-03
         303     -4.400000e-01     -3.615842e-01      7.306814e-03
         304     -2.000000e-01     -3.610526e-01      7.302086e-03
         305     -3.600000e-01     -3.610492e-01      7.278145e-03
         306     -2.000000e-01     -3.605229e-01      7.273365e-03
         307     -2.800000e-01     -3.602606e-01      7.254401e-03
         308     -5.200000e-01     -3.607792e-01      7.249363e-03
         309     -5.200000e-01     -3.612945e-01      7.244192e-03
         310     -5.200000e-01     -3.618065e-01      7.238891e-03
         311     -2.800000e-01     -3.615434e-01      7.220392e-03
         312     -4.400000e-01     -3.617949e-01      7.201628e-03
         313     -2.000000e-01     -3.612780e-01      7.197147e-03
         314     -3.600000e-01     -3.612739e-01      7.174227e-03
         315     -2.000000e-01     -3.607619e-01      7.169697e-03
         316     -3.600000e-01     -3.607595e-01      7.147009e-03
         317     -4.400000e-01     -3.610095e-01      7.128833e-03
         318     -5.200000e-01     -3.615094e-01      7.123926e-03
         319     -2.800000e-01     -3.612539e-01      7.106175e-03
         320     -5.200000e-01     -3.617500e-01      7.101263e-03
         321     -2.000000e-01     -3.612461e-01      7.096995e-03
         322     -4.400000e-01     -3.614907e-01      7.079168e-03
         323     -5.200000e-01     -3.619814e-01      7.074240e-03
         324     -5.200000e-01     -3.624691e-01      7.069198e-03
         325     -5.200000e-01     -3.629538e-01      7.064045e-03
         326     -2.000000e-01     -3.624540e-01      7.060039e-03
         327     -2.000000e-01     -3.619572e-01      7.055906e-03
         328     -2.800000e-01     -3.617073e-01      7.038817e-03
         329     -2.000000e-01     -3.612158e-01      7.034563e-03
         330     -4.400000e-01     -3.614545e-01      7.017296e-03
         331     -2.800000e-01     -3.612085e-01      7.000409e-03
         332     -3.600000e-01     -3.612048e-01      6.979325e-03
         333     -5.200000e-01     -3.616817e-01      6.974637e-03
         334     -6.000000e-01     -3.623952e-01      6.990158e-03
         335     -2.000000e-01     -3.619104e-01      6.986081e-03
         336     -2.800000e-01     -3.616667e-01      6.969541e-03
         337     -1.200000e-01     -3.609496e-01      6.985655e-03
         338     -2.000000e-01     -3.604734e-01      6.981198e-03
         339     -2.800000e-01     -3.602360e-01      6.964639e-03
         340     -2.800000e-01     -3.600000e-01      6.948152e-03
         341     -5.200000e-01     -3.604692e-01      6.943601e-03
         342     -5.200000e-01     -3.609357e-01      6.938949e-03
         343     -4.400000e-01     -3.611662e-01      6.922546e-03
         344     -2.000000e-01     -3.606977e-01      6.918258e-03
         345     -4.400000e-01     -3.609275e-01      6.902023e-03
         346     -2.800000e-01     -3.606936e-01      6.886037e-03
         347     -4.400000e-01     -3.609222e-01      6.869984e-03
         348     -2.000000e-01     -3.604598e-01      6.865788e-03
         349     -2.800000e-01     -3.602292e-01      6.849985e-03
         350     -4.400000e-01     -3.604571e-01      6.834204e-03
         351     -3.600000e-01     -3.604558e-01      6.814733e-03
         352     -5.200000e-01     -3.609091e-01      6.810429e-03
         353     -5.200000e-01     -3.613598e-01      6.806032e-03
         354     -3.600000e-01     -3.613559e-01      6.786807e-03
         355     -4.400000e-01     -3.615775e-01      6.771304e-03
         356     -3.600000e-01     -3.615730e-01      6.752285e-03
         357     -7.600000e-01     -3.626891e-01      6.824980e-03
         358     -6.000000e-01     -3.633520e-01      6.838031e-03
         359     -5.200000e-01     -3.637883e-01      6.832891e-03
         360     -5.200000e-01     -3.642222e-01      6.827675e-03
         361     -4.400000e-01     -3.644321e-01      6.811988e-03
         362     -5.200000e-01     -3.648619e-01      6.806712e-03
         363     -2.800000e-01     -3.646281e-01      6.791974e-03
         364     -2.800000e-01     -3.643956e-01      6.777293e-03
         365     -4.400000e-01     -3.646027e-01      6.761890e-03
         366     -4.400000e-01     -3.648087e-01      6.746552e-03
         367     -2.800000e-01     -3.645777e-01      6.732126e-03
         368     -1.200000e-01     -3.639130e-01      6.746558e-03
         369     -3.600000e-01     -3.639024e-01      6.728283e-03
         370     -2.000000e-01     -3.634595e-01      6.724665e-03
         371     -5.200000e-01     -3.638814e-01      6.719764e-03
         372     -6.000000e-01     -3.645161e-01      6.731611e-03
         373     -6.000000e-01     -3.651475e-01      6.743103e-03
         374     -6.800000e-01     -3.659893e-01      6.777420e-03
         375     -6.000000e-01     -3.666133e-01      6.788015e-03
         376     -5.200000e-01     -3.670213e-01      6.782209e-03
         377     -4.400000e-01     -3.672149e-01      6.766981e-03
         378     -3.600000e-01     -3.671958e-01      6.749106e-03
         379     -4.400000e-01     -3.673879e-01      6.734031e-03
         380     -4.400000e-01     -3.675789e-01      6.719021e-03
         381     -2.800000e-01     -3.673491e-01      6.705316e-03
         382     -5.200000e-01     -3.677487e-01      6.699660e-03
         383     -5.200000e-01     -3.681462e-01      6.693951e-03
         384     -3.600000e-01     -3.681250e-01      6.676552e-03
         385     -4.400000e-01     -3.683117e-01      6.661820e-03
         386     -2.800000e-01     -3.680829e-01      6.648489e-03
         387     -2.800000e-01     -3.678553e-01      6.635204e-03
         388     -4.400000e-01     -3.680412e-01      6.620708e-03
         389     -2.800000e-01     -3.678149e-01      6.607555e-03
         390     -4.400000e-01     -3.680000e-01      6.593205e-03
         391     -2.800000e-01     -3.677749e-01      6.580183e-03
         392     -2.800000e-01     -3.675510e-01      6.567205e-03
         393     -4.400000e-01     -3.677354e-01      6.553082e-03
         394     -3.600000e-01     -3.677157e-01      6.536479e-03
         395     -2.800000e-01     -3.674937e-01      6.523702e-03
         396     -2.800000e-01     -3.672727e-01      6.510968e-03
         397     -4.400000e-01     -3.674559e-01      6.497144e-03
         398     -5.200000e-01     -3.678392e-01      6.492115e-03
         399     -4.400000e-01     -3.680201e-01      6.478363e-03
         400     -3.600000e-01     -3.680000e-01      6.462198e-03
         401     -3.600000e-01     -3.679800e-01      6.446113e-03
         402     -2.000000e-01     -3.675622e-01      6.443608e-03
         403     -2.000000e-01     -3.671464e-01      6.441019e-03
         404     -2.000000e-01     -3.667327e-01      6.438350e-03
         405     -6.000000e-01     -3.673086e-01      6.448164e-03
         406     -3.600000e-01     -3.672906e-01      6.432307e-03
         407     -2.800000e-01     -3.670762e-01      6.420078e-03
         408     -5.200000e-01     -3.674510e-01      6.415274e-03
         409     -5.200000e-01     -3.678240e-01      6.410422e-03
         410     -1.200000e-01     -3.672195e-01      6.423221e-03
         411     -2.800000e-01     -3.670073e-01      6.411097e-03
         412     -6.800000e-01     -3.677670e-01      6.440389e-03
         413     -6.000000e-01     -3.683293e-01      6.449296e-03
         414     -6.800000e-01     -3.690821e-01      6.477508e-03
         415     -3.600000e-01     -3.690602e-01      6.461936e-03
         416     -3.600000e-01     -3.690385e-01      6.446439e-03
         417     -2.800000e-01     -3.688249e-01      6.434515e-03
         418     -4.400000e-01     -3.689952e-01      6.421374e-03
         419     -2.000000e-01     -3.685919e-01      6.418703e-03
         420     -5.200000e-01     -3.689524e-01      6.413536e-03
         421     -3.600000e-01     -3.689311e-01      6.398337e-03
         422     -4.400000e-01     -3.690995e-01      6.385391e-03
         423     -2.800000e-01     -3.688889e-01      6.373769e-03
         424     -3.600000e-01     -3.688679e-01      6.358771e-03
         425     -4.400000e-01     -3.690353e-01      6.346011e-03
         426     -4.400000e-01     -3.692019e-01      6.333301e-03
         427     -2.000000e-01     -3.688056e-01      6.330853e-03
         428     -2.800000e-01     -3.685981e-01      6.319460e-03
         429     -3.600000e-01     -3.685781e-01      6.304761e-03
         430     -3.600000e-01     -3.685581e-01      6.290131e-03
         431     -3.600000e-01     -3.685383e-01      6.275568e-03
         432     -2.000000e-01     -3.681481e-01      6.273156e-03
         433     -5.200000e-01     -3.684988e-01      6.268463e-03
         434     -5.200000e-01     -3.688479e-01      6.263732e-03
         435     -5.200000e-01     -3.691954e-01      6.258964e-03
         436     -3.600000e-01     -3.691743e-01      6.244644e-03
         437     -5.200000e-01     -3.695195e-01      6.239884e-03
         438     -3.600000e-01     -3.694977e-01      6.225676e-03
         439     -5.200000e-01     -3.698405e-01      6.220927e-03
         440     -2.800000e-01     -3.696364e-01      6.210138e-03
         441     -5.200000e-01     -3.699773e-01      6.205409e-03
         442     -2.800000e-01     -3.697738e-01      6.194708e-03
         443     -2.000000e-01     -3.693905e-01      6.192567e-03
         444     -2.800000e-01     -3.691892e-01      6.181892e-03
         445     -3.600000e-01     -3.691685e-01      6.168035e-03
         446     -2.000000e-01     -3.687892e-01      6.165857e-03
         447     -5.200000e-01     -3.691275e-01      6.161335e-03
         448     -4.400000e-01     -3.692857e-01      6.149613e-03
         449     -2.000000e-01     -3.689087e-01      6.147463e-03
         450     -2.800000e-01     -3.687111e-01      6.136977e-03
         451     -3.600000e-01     -3.686918e-01      6.123399e-03
         452     -2.000000e-01     -3.683186e-01      6.121215e-03
         453     -2.800000e-01     -3.681236e-01      6.110806e-03
         454     -2.800000e-01     -3.679295e-01      6.100428e-03
         455     -4.400000e-01     -3.680879e-01      6.089077e-03
         456     -4.400000e-01     -3.682456e-01      6.077766e-03
         457     -4.400000e-01     -3.684026e-01      6.066494e-03
         458     -4.400000e-01     -3.685590e-01      6.055262e-03
         459     -4.400000e-01     -3.687146e-01      6.044070e-03
         460     -1.200000e-01     -3.681739e-01      6.055066e-03
         461     -3.600000e-01     -3.681562e-01      6.041958e-03
         462     -1.200000e-01     -3.676190e-01      6.052709e-03
         463     -3.600000e-01     -3.676026e-01      6.039658e-03
         464     -3.600000e-01     -3.675862e-01      6.026664e-03
         465     -1.200000e-01     -3.670538e-01      6.037178e-03
         466     -4.400000e-01     -3.672103e-01      6.026251e-03
         467     -4.400000e-01     -3.673662e-01      6.015363e-03
         468     -6.000000e-01     -3.678632e-01      6.023012e-03
         469     -2.000000e-01     -3.675053e-01      6.020795e-03
         470     -4.400000e-01     -3.676596e-01      6.009961e-03
         471     -4.400000e-01     -3.678132e-01      5.999163e-03
         472     -3.600000e-01     -3.677966e-01      5.986476e-03
         473     -3.600000e-01     -3.677801e-01      5.973842e-03
         474     -3.600000e-01     -3.677637e-01      5.961261e-03
         475     -5.200000e-01     -3.680842e-01      5.957321e-03
         476     -4.400000e-01     -3.682353e-01      5.946721e-03
         477     -5.200000e-01     -3.685535e-01      5.942759e-03
         478     -3.600000e-01     -3.685356e-01      5.930353e-03
         479     -2.800000e-01     -3.683507e-01      5.920852e-03
         480     -4.400000e-01     -3.685000e-01      5.910399e-03
