#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
         275      1.152000e+00      8.231564e-01      7.999228e-02
         276      3.200000e-02      8.202899e-01      7.975379e-02
         277      5.120000e-01      8.191769e-01      7.947364e-02
         278      1.152000e+00      8.203741e-01      7.919678e-02
         279      1.280000e-01      8.178925e-01      7.895179e-02
         280      1.280000e-01      8.154286e-01      7.870826e-02
         281      8.000000e-01      8.153737e-01      7.842818e-02
         282      1.280000e-01      8.129362e-01      7.818793e-02
         283      1.280000e-01      8.105159e-01      7.794910e-02
         284      3.200000e-02      8.077746e-01      7.772282e-02
         285      2.048000e+00      8.121263e-01      7.757183e-02
         286      8.000000e-01      8.120839e-01      7.730061e-02
         287      1.568000e+00      8.147178e-01      7.707613e-02
         288      2.880000e-01      8.128889e-01      7.683020e-02
         289      1.152000e+00      8.140623e-01      7.657331e-02
         290      1.152000e+00      8.152276e-01      7.631813e-02
         291      5.120000e-01      8.141856e-01      7.606299e-02
         292      1.568000e+00      8.167671e-01      7.584629e-02
         293      1.568000e+00      8.193311e-01      7.563075e-02
         294      8.000000e-01      8.192653e-01      7.537354e-02
         295      1.152000e+00      8.203932e-01      7.512647e-02
         296      2.880000e-01      8.185946e-01      7.489419e-02
         297      2.880000e-01      8.168081e-01      7.466333e-02
         298      3.200000e-02      8.141745e-01      7.445921e-02
         299      3.200000e-02      8.115585e-01      7.425612e-02
         300      1.280000e-01      8.092800e-01      7.404355e-02
         301      1.280000e-01      8.070166e-01      7.383215e-02
         302      0.000000e+00      8.043444e-01      7.363601e-02
         303      0.000000e+00      8.016898e-01      7.344082e-02
         304      3.200000e-02      7.991579e-01      7.324287e-02
         305      2.880000e-01      7.974820e-01      7.302190e-02
         306      3.200000e-02      7.949804e-01      7.282611e-02
         307      5.120000e-01      7.940586e-01      7.259472e-02
         308      3.200000e+00      8.018701e-01      7.277809e-02
         309      2.048000e+00      8.059029e-01      7.265420e-02
         310      2.048000e+00      8.099097e-01      7.253024e-02
         311      1.280000e-01      8.077170e-01      7.233015e-02
         312      3.200000e-02      8.052308e-01      7.214105e-02
         313      0.000000e+00      8.026581e-01      7.195642e-02
         314      1.152000e+00      8.037707e-01      7.173586e-02
         315      3.200000e-02      8.013206e-01      7.154995e-02
         316      3.200000e-02      7.988861e-01      7.136494e-02
         317      5.120000e-01      7.979811e-01      7.114555e-02
         318      1.280000e-01      7.958742e-01      7.095301e-02
         319      3.200000e-02      7.934796e-01      7.077098e-02
         320      5.120000e-01      7.926000e-01      7.055529e-02
         321      5.120000e-01      7.917259e-01      7.034091e-02
         322      1.280000e-01      7.896646e-01      7.015265e-02
         323      1.152000e+00      7.907864e-01      6.994443e-02
         324      3.872000e+00      8.002963e-01      7.037208e-02
         325      3.872000e+00      8.097477e-01      7.078740e-02
         326      1.280000e-01      8.076564e-01      7.060114e-02
         327      3.200000e-02      8.052844e-01      7.042507e-02
         328      1.280000e-01      8.032195e-01      7.024063e-02
         329      2.880000e-01      8.016535e-01      7.004459e-02
         330      3.200000e-02      7.993212e-01      6.987115e-02
         331      5.120000e-01      7.984532e-01      6.966545e-02
         332      1.568000e+00      8.007711e-01      6.949416e-02
         333      3.872000e+00      8.099940e-01      6.989480e-02
         334      1.152000e+00      8.110180e-01      6.969304e-02
         335      3.200000e-02      8.086925e-01      6.952378e-02
