#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         988     1.20567     1.19945  0.00307399
         989     1.21626     1.19947  0.00307093
         990     1.22977      1.1995  0.00306798
         991     1.23867     1.19954  0.00306514
         992     1.23721     1.19958  0.00306228
         993     1.22323      1.1996  0.00305929
         994     1.19944      1.1996  0.00305621
         995     1.17366     1.19957  0.00305325
         996     1.15815     1.19953  0.00305047
         997     1.16322      1.1995  0.00304763
         998     1.18541     1.19948  0.00304461
         999     1.20752     1.19949  0.00304157
        1000     1.21268      1.1995  0.00303856
        1001     1.19298      1.1995  0.00303553
        1002     1.15087     1.19945  0.00303289
        1003     1.10006     1.19935  0.00303148
        1004     1.06129     1.19921  0.00303158
        1005     1.05006     1.19906  0.00303219
        1006      1.0644     1.19893  0.00303213
        1007     1.08915     1.19882  0.00303108
        1008     1.11393     1.19874  0.00302924
        1009     1.13901     1.19868  0.00302682
        1010     1.16738     1.19865  0.00302398
        1011     1.19905     1.19865  0.00302099
        1012     1.23152     1.19868  0.00301818
        1013     1.26237     1.19874  0.00301586
        1014     1.29015     1.19883  0.00301423
        1015     1.31302     1.19894  0.00301336
        1016     1.32774     1.19907  0.00301306
        1017     1.33121      1.1992  0.00301289
        1018     1.32256     1.19932  0.00301237
        1019     1.30247     1.19942  0.00301111
        1020     1.27236      1.1995  0.00300901
        1021     1.23648     1.19953  0.00300628
        1022     1.20304     1.19954  0.00300334
        1023     1.18043     1.19952  0.00300046
        1024     1.17394     1.19949  0.00299764
        1025     1.18526     1.19948  0.00299475
        1026     1.20807     1.19949  0.00299184
        1027     1.22718     1.19951  0.00298905
        1028      1.2275     1.19954  0.00298626
        1029     1.20352     1.19954  0.00298336
        1030     1.16377     1.19951  0.00298067
        1031     1.12766     1.19944  0.00297859
        1032     1.11233     1.19936   0.0029769
        1033     1.12091     1.19928  0.00297499
        1034     1.14571     1.19923  0.00297256
        1035     1.17631     1.19921  0.00296977
        1036     1.20057     1.19921  0.00296691
        1037     1.20849     1.19922  0.00296406
        1038     1.20029     1.19922   0.0029612
        1039     1.18716      1.1992  0.00295838
        1040     1.18371     1.19919  0.00295557
        1041     1.19827     1.19919  0.00295273
        1042     1.22812     1.19922  0.00295003
        1043     1.26196     1.19928  0.00294781
        1044     1.28471     1.19936  0.00294612
        1045     1.28254     1.19944  0.00294438
        1046     1.24998     1.19949  0.00294196
        1047     1.19685     1.19948  0.00293915
        1048     1.14542     1.19943   0.0029368
        1049      1.1147     1.19935  0.00293511
        1050     1.10726     1.19926  0.00293363
        1051     1.11316     1.19918  0.00293198
        1052     1.12249     1.19911   0.0029301
        1053     1.13122     1.19904  0.00292803
        1054     1.14089     1.19899  0.00292577
        1055     1.15587     1.19895  0.00292328
        1056     1.17863     1.19893  0.00292057
        1057     1.20728     1.19894  0.00291782
        1058     1.23771     1.19897  0.00291529
        1059     1.26596     1.19904  0.00291323
        1060     1.28875     1.19912  0.00291171
        1061     1.30283     1.19922   0.0029106
        1062      1.3052     1.19932  0.00290957
        1063     1.29571     1.19941  0.00290825
        1064     1.27948     1.19949  0.00290649
        1065     1.26312     1.19955  0.00290437
        1066     1.24688     1.19959  0.00290199
        1067     1.22492     1.19961  0.00289937
        1068     1.19468     1.19961  0.00289666
        1069     1.16734     1.19958   0.0028941
        1070       1.163     1.19954   0.0028916
        1071     1.18384     1.19953  0.00288894
        1072     1.20861     1.19954  0.00288625
        1073     1.21661     1.19955  0.00288361
        1074     1.19958     1.19955  0.00288092
        1075     1.16181     1.19952  0.00287846
        1076     1.11988     1.19945  0.00287673
        1077     1.09676     1.19935  0.00287564
        1078     1.10694     1.19926  0.00287425
        1079      1.1458     1.19921  0.00287202
        1080     1.19639     1.19921  0.00286936
        1081     1.24226     1.19925  0.00286698
        1082     1.27284     1.19932  0.00286514
        1083     1.28362      1.1994  0.00286355
        1084     1.27468     1.19947  0.00286175
        1085     1.24871     1.19951  0.00285947
        1086     1.20997     1.19952  0.00285685
        1087     1.16323     1.19949  0.00285442
        1088     1.11335     1.19941   0.0028529
        1089     1.06671     1.19929  0.00285288
        1090     1.03199     1.19913  0.00285439
        1091     1.01625     1.19897  0.00285669
        1092     1.01995      1.1988  0.00285877
        1093     1.03914     1.19866  0.00285989
        1094     1.07014     1.19854  0.00285968
        1095        1.11     1.19846  0.00285821
        1096     1.15663     1.19842  0.00285586
        1097     1.20791     1.19843  0.00285327
        1098     1.25903     1.19848  0.00285121
        1099     1.30323     1.19858   0.0028502
        1100      1.3352      1.1987  0.00285032
        1101     1.35343     1.19884  0.00285119
        1102     1.36052     1.19899  0.00285238
        1103     1.36126     1.19914  0.00285358
        1104      1.3579     1.19928  0.00285462
        1105     1.34827     1.19942  0.00285522
        1106     1.32997     1.19953  0.00285507
        1107     1.30505     1.19963  0.00285409
        1108     1.27882      1.1997   0.0028524
        1109     1.25439     1.19975  0.00285026
        1110     1.23023     1.19978  0.00284782
        1111     1.20277     1.19978  0.00284526
        1112     1.17135     1.19976  0.00284282
        1113     1.14151      1.1997  0.00284074
        1114     1.12337     1.19963  0.00283902
        1115     1.12442     1.19957  0.00283728
        1116     1.14255     1.19952  0.00283519
        1117     1.16647     1.19949  0.00283281
        1118     1.18273     1.19947  0.00283032
        1119     1.18239     1.19946  0.00282783
        1120     1.16483     1.19942  0.00282547
        1121     1.13803     1.19937  0.00282348
        1122     1.11346     1.19929    0.002822
        1123     1.09981      1.1992  0.00282088
        1124     1.10274     1.19912  0.00281968
        1125     1.12726     1.19906  0.00281789
        1126     1.17373     1.19903  0.00281548
        1127     1.23095     1.19906  0.00281312
        1128     1.27872     1.19913  0.00281152
        1129     1.30038     1.19922  0.00281046
        1130     1.29215      1.1993  0.00280917
        1131     1.26198     1.19936  0.00280724
        1132     1.22224     1.19938  0.00280483
        1133     1.18316     1.19936  0.00280239
        1134     1.15177     1.19932  0.00280023
        1135      1.1346     1.19927  0.00279835
        1136     1.13622     1.19921  0.00279643
        1137     1.15366     1.19917  0.00279426
        1138     1.17792     1.19915  0.00279187
        1139     1.20052     1.19915  0.00278942
        1140     1.21523     1.19917    0.002787
        1141      1.2175     1.19918  0.00278461
        1142     1.20607     1.19919  0.00278218
        1143     1.18454     1.19918  0.00277977
        1144     1.16012     1.19914  0.00277755
        1145     1.14077     1.19909  0.00277559
        1146     1.13281     1.19903  0.00277377
        1147     1.13891     1.19898  0.00277185
        1148     1.15671     1.19894  0.00276968
        1149      1.1804     1.19893  0.00276732
        1150      1.2039     1.19893  0.00276492
        1151     1.22237     1.19895  0.00276259
        1152     1.23334     1.19898  0.00276035
        1153     1.23857     1.19902  0.00275817
        1154      1.2426     1.19905  0.00275604
        1155     1.24845      1.1991  0.00275398
        1156     1.25611     1.19915  0.00275204
        1157     1.26394      1.1992  0.00275023
        1158     1.26913     1.19926  0.00274852
        1159     1.26861     1.19932   0.0027468
        1160     1.26214     1.19938  0.00274497
        1161     1.25192     1.19942  0.00274298
        1162     1.23841     1.19946  0.00274082
        1163      1.2196     1.19947  0.00273852
        1164     1.19322     1.19947  0.00273617
        1165     1.16251     1.19944  0.00273401
        1166     1.14202     1.19939  0.00273211
        1167     1.14346     1.19934  0.00273019
        1168     1.15858      1.1993  0.00272807
        1169     1.17349     1.19928  0.00272583
        1170     1.18388     1.19927  0.00272353
        1171     1.19018     1.19926  0.00272121
        1172     1.19453     1.19926   0.0027189
        1173     1.19996     1.19926  0.00271658
        1174     1.20613     1.19926  0.00271427
        1175     1.20993     1.19927  0.00271197
        1176     1.21101     1.19928  0.00270969
        1177     1.21283     1.19929  0.00270741
        1178     1.21888     1.19931  0.00270516
        1179     1.23079     1.19934    0.002703
        1180     1.24862     1.19938  0.00270103
        1181     1.26906     1.19944  0.00269939
        1182      1.2827     1.19951  0.00269802
        1183     1.27877     1.19958  0.00269657
        1184     1.25419     1.19962  0.00269469
        1185     1.21543     1.19963  0.00269245
        1186     1.17354     1.19961  0.00269027
        1187     1.13918     1.19956  0.00268849
        1188     1.11999      1.1995  0.00268706
        1189     1.11778     1.19943  0.00268568
        1190     1.12665     1.19937  0.00268412
        1191     1.13789     1.19931  0.00268236
        1192      1.1478     1.19927  0.00268046
        1193      1.1581     1.19924  0.00267843
        1194      1.1713     1.19921  0.00267629
        1195     1.18791      1.1992  0.00267407
        1196     1.20565     1.19921  0.00267184
        1197      1.2192     1.19923  0.00266966
        1198     1.22298     1.19924   0.0026675
        1199     1.21635     1.19926  0.00266532
        1200     1.20561     1.19926   0.0026631
        1201     1.19879     1.19926  0.00266088
        1202     1.19875     1.19926  0.00265867
        1203      1.2029     1.19927  0.00265646
        1204     1.20848     1.19927  0.00265426
        1205      1.2129     1.19929  0.00265209
        1206     1.21094      1.1993   0.0026499
        1207     1.19845     1.19929  0.00264771
        1208     1.17952     1.19928  0.00264557
        1209     1.16475     1.19925  0.00264353
        1210     1.16101     1.19922  0.00264154
        1211     1.16635     1.19919   0.0026395
        1212     1.17382     1.19917   0.0026374
        1213     1.17734     1.19915  0.00263529
        1214     1.17533     1.19913  0.00263319
        1215     1.17114     1.19911  0.00263112
        1216     1.17056     1.19909  0.00262907
        1217     1.17826     1.19907  0.00262696
        1218     1.19472     1.19907  0.00262481
        1219       1.214     1.19908  0.00262268
        1220     1.22733      1.1991  0.00262063
        1221     1.23279     1.19913  0.00261863
        1222     1.23855     1.19916  0.00261669
        1223     1.25245      1.1992  0.00261491
        1224     1.27201     1.19926  0.00261345
        1225     1.28884     1.19934  0.00261234
        1226     1.29715     1.19942  0.00261143
        1227     1.29471     1.19949  0.00261046
        1228     1.28185     1.19956  0.00260919
        1229     1.26245     1.19961  0.00260757
        1230      1.2431     1.19965  0.00260569
        1231     1.22889     1.19967  0.00260368
        1232      1.2211     1.19969  0.00260163
        1233     1.21744      1.1997  0.00259956
        1234     1.21301     1.19971  0.00259747
        1235     1.20359     1.19972  0.00259537
        1236     1.18902     1.19971  0.00259328
        1237     1.17261     1.19969  0.00259128
        1238     1.15677     1.19965  0.00258942
        1239     1.14099      1.1996  0.00258776
        1240      1.1263     1.19955  0.00258635
        1241      1.1179     1.19948   0.0025851
        1242     1.12217     1.19942  0.00258377
        1243     1.14237     1.19937   0.0025821
        1244     1.17424     1.19935   0.0025801
        1245     1.20515     1.19936  0.00257803
        1246      1.2211     1.19937  0.00257602
        1247     1.21638     1.19939    0.002574
        1248     1.19632     1.19938  0.00257193
        1249     1.17141     1.19936  0.00256997
        1250     1.14965     1.19932  0.00256822
        1251     1.13398     1.19927   0.0025667
        1252     1.12517     1.19921  0.00256533
        1253     1.12558     1.19915  0.00256396
        1254     1.13972      1.1991  0.00256235
        1255       1.171     1.19908  0.00256041
        1256      1.2169      1.1991  0.00255841
        1257     1.26694     1.19915  0.00255694
        1258     1.30503     1.19923   0.0025563
        1259     1.31489     1.19933  0.00255592
        1260     1.28688      1.1994  0.00255483
        1261     1.22316     1.19941  0.00255288
        1262     1.13896     1.19937   0.0025513
        1263     1.05969     1.19926  0.00255168
        1264     1.01312     1.19911  0.00255391
        1265     1.01771     1.19897  0.00255591
        1266     1.07151     1.19887  0.00255587
        1267     1.15283     1.19883  0.00255411
        1268     1.23463     1.19886  0.00255225
        1269     1.29704     1.19893  0.00255142
        1270     1.32969     1.19904  0.00255148
        1271     1.33076     1.19914  0.00255158
        1272     1.30681     1.19923  0.00255098
        1273     1.26986     1.19928  0.00254958
        1274     1.23422     1.19931  0.00254772
        1275     1.21568     1.19932  0.00254576
        1276     1.22444     1.19934  0.00254384
        1277     1.25619     1.19939  0.00254224
        1278     1.29509     1.19946  0.00254135
        1279     1.32395     1.19956  0.00254123
        1280     1.33064     1.19966   0.0025413
        1281     1.30934     1.19975  0.00254076
        1282     1.26125     1.19979  0.00253923
        1283     1.19546     1.19979  0.00253726
        1284     1.12812     1.19973  0.00253589
        1285     1.07767     1.19964   0.0025357
        1286     1.05699     1.19953  0.00253615
        1287     1.06737     1.19943  0.00253626
        1288     1.09974     1.19935  0.00253547
        1289     1.14118      1.1993  0.00253391
        1290     1.18029     1.19929  0.00253198
        1291      1.2091      1.1993  0.00253003
        1292     1.22363     1.19932  0.00252815
        1293     1.22364     1.19933  0.00252626
        1294     1.21174     1.19934  0.00252433
        1295     1.19264     1.19934  0.00252238
        1296     1.17372     1.19932  0.00252051
        1297     1.16438     1.19929  0.00251871
        1298     1.17045     1.19927  0.00251687
        1299     1.18764     1.19926  0.00251495
        1300     1.20249     1.19926  0.00251302
        1301     1.20184     1.19926  0.00251109
        1302     1.18288     1.19925  0.00250919
        1303     1.15564     1.19922  0.00250749
        1304     1.13473     1.19917  0.00250605
        1305     1.12874     1.19912  0.00250471
        1306     1.13934     1.19907  0.00250321
        1307     1.16474     1.19904  0.00250143
        1308     1.19976     1.19904  0.00249952
        1309      1.2362     1.19907  0.00249777
        1310     1.26709     1.19912  0.00249641
        1311     1.28964     1.19919  0.00249546
        1312     1.30075     1.19927  0.00249476
        1313     1.29294     1.19934  0.00249388
        1314     1.26156     1.19939  0.00249243
        1315     1.21447      1.1994  0.00249056
        1316     1.17216     1.19938  0.00248875
        1317     1.15755     1.19935  0.00248706
        1318     1.18167     1.19934  0.00248521
        1319     1.23546     1.19936  0.00248348
        1320     1.29446     1.19943  0.00248264
        1321     1.33334     1.19954  0.00248283
        1322     1.33933     1.19964  0.00248321
        1323     1.31634     1.19973  0.00248289
        1324      1.2792     1.19979  0.00248174
        1325     1.24325     1.19982  0.00248009
        1326     1.21628     1.19984  0.00247825
        1327     1.19727     1.19983  0.00247638
        1328     1.18168     1.19982  0.00247456
        1329     1.16659     1.19979  0.00247282
        1330      1.1511     1.19976  0.00247123
        1331     1.13547     1.19971  0.00246985
        1332     1.12166     1.19965  0.00246869
        1333     1.11503     1.19959  0.00246765
        1334     1.12491     1.19953  0.00246644
        1335     1.15688      1.1995   0.0024648
        1336     1.20017      1.1995  0.00246295
        1337     1.23207     1.19952  0.00246123
        1338     1.23658     1.19955  0.00245955
        1339     1.21318     1.19956  0.00245773
        1340     1.17153     1.19954  0.00245599
        1341     1.12283     1.19948  0.00245482
        1342     1.07712     1.19939  0.00245468
        1343     1.04579     1.19928  0.00245552
        1344     1.04024     1.19916  0.00245654
        1345     1.06452     1.19906  0.00245675
        1346     1.11081     1.19899   0.0024558
        1347      1.1627     1.19897  0.00245413
        1348     1.20449     1.19897  0.00245231
        1349     1.22915     1.19899  0.00245059
        1350     1.23795     1.19902  0.00244895
        1351     1.23545     1.19905  0.00244729
        1352     1.22643     1.19907  0.00244556
        1353     1.21618     1.19908  0.00244378
        1354     1.20889     1.19909  0.00244199
        1355     1.20515     1.19909  0.00244019
        1356     1.20351      1.1991  0.00243839
        1357     1.20409      1.1991   0.0024366
        1358     1.20802     1.19911  0.00243481
        1359     1.21451     1.19912  0.00243305
        1360      1.2215     1.19914  0.00243132
        1361     1.22814     1.19916  0.00242962
        1362     1.23502     1.19918  0.00242798
        1363     1.24259     1.19922  0.00242641
        1364     1.25089     1.19925  0.00242493
        1365     1.25998      1.1993  0.00242356
        1366      1.2701     1.19935  0.00242234
        1367     1.27947     1.19941  0.00242127
        1368     1.28197     1.19947  0.00242026
        1369     1.27057     1.19952  0.00241905
        1370      1.2447     1.19955  0.00241751
        1371     1.21393     1.19956  0.00241576
        1372     1.19199     1.19956  0.00241401
        1373      1.1864     1.19955  0.00241227
        1374     1.19465     1.19955  0.00241052
        1375     1.20886     1.19955  0.00240877
        1376     1.22164     1.19957  0.00240708
        1377     1.22815     1.19959  0.00240542
        1378      1.2251     1.19961  0.00240374
        1379     1.21009     1.19961  0.00240201
        1380     1.18408      1.1996   0.0024003
        1381     1.15284     1.19957   0.0023988
        1382     1.12213     1.19951  0.00239772
        1383     1.09354     1.19944  0.00239721
        1384     1.06828     1.19934  0.00239735
        1385     1.05065     1.19923  0.00239802
        1386     1.04605     1.19912  0.00239884
        1387      1.0563     1.19902  0.00239932
        1388     1.07643     1.19893  0.00239921
        1389     1.09624     1.19886  0.00239862
        1390     1.10619     1.19879  0.00239782
        1391     1.10303     1.19872  0.00239709
        1392     1.09165     1.19865   0.0023966
        1393     1.08323     1.19856  0.00239631
        1394     1.09062     1.19849  0.00239584
        1395     1.12232     1.19843  0.00239475
        1396     1.17821     1.19842  0.00239308
        1397     1.24913     1.19845  0.00239164
        1398     1.32028     1.19854  0.00239152
        1399      1.3765     1.19867  0.00239319
        1400     1.40771     1.19882  0.00239613
        1401     1.41181     1.19897  0.00239924
        1402     1.39406     1.19911  0.00240156
        1403     1.36281     1.19923  0.00240268
        1404     1.32347     1.19931   0.0024026
        1405     1.27675     1.19937  0.00240152
        1406     1.22457     1.19939  0.00239988
        1407     1.17782     1.19937  0.00239822
        1408      1.1514     1.19934  0.00239676
        1409      1.1489      1.1993  0.00239533
        1410     1.16176     1.19927  0.00239378
        1411     1.18092     1.19926  0.00239211
        1412     1.20173     1.19926  0.00239042
        1413     1.22368     1.19928  0.00238879
        1414     1.24804     1.19932  0.00238735
        1415     1.27339     1.19937  0.00238624
        1416     1.29306     1.19943  0.00238547
        1417     1.29692      1.1995  0.00238478
        1418     1.27739     1.19956  0.00238373
        1419     1.23664     1.19958  0.00238219
        1420     1.18787     1.19958  0.00238053
        1421     1.14792     1.19954  0.00237913
        1422     1.12711     1.19949    0.002378
        1423     1.12528     1.19944   0.0023769
        1424     1.13488     1.19939  0.00237567
        1425     1.14657     1.19935  0.00237429
        1426     1.15501     1.19932  0.00237283
        1427     1.15971     1.19929  0.00237133
        1428     1.15999     1.19927  0.00236983
        1429     1.15306     1.19924  0.00236839
        1430     1.13872     1.19919  0.00236711
        1431     1.12237     1.19914  0.00236607
        1432     1.11289     1.19908  0.00236518
        1433     1.12084     1.19902  0.00236416
        1434     1.15627     1.19899   0.0023627
        1435     1.21724     1.19901  0.00236109
        1436     1.28472     1.19907   0.0023602
        1437     1.33634     1.19916  0.00236049
        1438     1.35949     1.19927  0.00236148
        1439     1.35409     1.19938  0.00236229
        1440     1.32847     1.19947  0.00236234
        1441     1.29392     1.19954  0.00236161
        1442     1.26122     1.19958  0.00236036
        1443     1.23876     1.19961  0.00235888
        1444     1.23057     1.19963  0.00235735
        1445     1.23528     1.19965  0.00235585
        1446     1.24717     1.19969  0.00235445
        1447      1.2589     1.19973  0.00235317
        1448     1.26409     1.19977  0.00235197
        1449     1.25929     1.19981   0.0023507
        1450     1.24432     1.19984  0.00234928
        1451     1.22071     1.19986  0.00234771
        1452      1.1898     1.19985   0.0023461
        1453     1.15272     1.19982  0.00234471
        1454     1.11211     1.19976  0.00234388
        1455     1.07282     1.19967  0.00234389
        1456     1.04033     1.19956  0.00234483
        1457     1.01913     1.19944  0.00234649
        1458     1.01435     1.19931  0.00234831
        1459     1.03338      1.1992  0.00234945
        1460     1.07565     1.19911  0.00234937
        1461     1.12521     1.19906   0.0023483
        1462     1.16634     1.19904  0.00234681
        1463     1.19544     1.19904   0.0023452
        1464     1.21578     1.19905  0.00234363
        1465     1.23155     1.19907  0.00234213
        1466     1.24613      1.1991  0.00234076
        1467     1.26111     1.19914  0.00233954
        1468     1.27552      1.1992  0.00233853
        1469     1.28638     1.19926  0.00233769
        1470     1.29026     1.19932  0.00233692
        1471      1.2847     1.19938  0.00233605
        1472     1.27098     1.19942  0.00233497
        1473     1.25492     1.19946  0.00233369
        1474     1.24149     1.19949  0.00233228
        1475     1.22931     1.19951  0.00233078
        1476     1.21294     1.19952  0.00232922
        1477     1.19087     1.19951  0.00232765
        1478     1.16928     1.19949  0.00232617
        1479     1.15689     1.19946  0.00232477
        1480     1.15555     1.19943  0.00232339
        1481     1.15871     1.19941  0.00232199
        1482     1.16045     1.19938  0.00232057
        1483     1.16149     1.19936  0.00231914
        1484      1.1648     1.19933   0.0023177
        1485     1.17048     1.19931  0.00231622
        1486     1.17765      1.1993  0.00231471
        1487     1.18763     1.19929  0.00231316
        1488     1.20235     1.19929  0.00231161
        1489     1.22143     1.19931  0.00231011
        1490     1.24199     1.19934  0.00230873
        1491     1.26012     1.19938  0.00230754
        1492     1.27231     1.19943  0.00230651
        1493     1.27602     1.19948  0.00230554
        1494     1.26965     1.19952  0.00230448
        1495     1.25273     1.19956  0.00230321
        1496      1.2268     1.19958  0.00230174
        1497     1.19565     1.19957  0.00230021
        1498     1.16469     1.19955  0.00229879
        1499     1.14053     1.19951  0.00229759
        1500     1.12909     1.19947  0.00229654
        1501     1.13041     1.19942  0.00229547
        1502     1.13708     1.19938  0.00229432
        1503     1.14185     1.19934  0.00229311
        1504     1.14478      1.1993  0.00229187
        1505     1.15055     1.19927  0.00229058
        1506     1.16204     1.19925  0.00228919
        1507      1.1789     1.19923  0.00228771
        1508     1.19986     1.19923  0.00228619
        1509      1.2226     1.19925  0.00228473
        1510     1.24195     1.19928  0.00228339
        1511     1.25245     1.19931  0.00228215
        1512     1.25242     1.19935  0.00228091
        1513     1.24468     1.19938   0.0022796
        1514     1.23565      1.1994  0.00227822
        1515     1.23343     1.19942  0.00227683
        1516      1.2422     1.19945   0.0022755
        1517     1.25848     1.19949  0.00227434
        1518       1.274     1.19954  0.00227337
        1519     1.28028     1.19959  0.00227249
        1520     1.27221     1.19964   0.0022715
        1521     1.25032     1.19967  0.00227025
        1522     1.22144     1.19969   0.0022688
        1523     1.19525     1.19969  0.00226732
        1524     1.17732     1.19967  0.00226588
        1525     1.16614     1.19965   0.0022645
        1526     1.15719     1.19962  0.00226318
        1527     1.14844     1.19959  0.00226195
        1528     1.14208     1.19955  0.00226078
        1529     1.14189     1.19951  0.00225962
        1530     1.14917     1.19948  0.00225838
        1531     1.16108     1.19945  0.00225705
        1532     1.17295     1.19944  0.00225564
        1533     1.18185     1.19943   0.0022542
        1534     1.18712     1.19942  0.00225274
        1535     1.18953     1.19941  0.00225128
        1536     1.19139     1.19941  0.00224982
        1537     1.19596      1.1994  0.00224836
        1538     1.20495     1.19941   0.0022469
        1539     1.21681     1.19942  0.00224547
        1540     1.22843     1.19944  0.00224409
        1541     1.23748     1.19946  0.00224277
        1542     1.24306     1.19949  0.00224149
        1543     1.24549     1.19952  0.00224024
        1544      1.2458     1.19955  0.00223899
        1545     1.24461     1.19958  0.00223773
        1546     1.24152     1.19961  0.00223645
        1547     1.23564     1.19963  0.00223512
        1548     1.22621     1.19965  0.00223374
        1549     1.21234     1.19965  0.00223232
        1550     1.19351     1.19965  0.00223088
        1551     1.17129     1.19963  0.00222952
        1552     1.15071      1.1996   0.0022283
        1553     1.13865     1.19956  0.00222721
        1554     1.13885     1.19952  0.00222612
        1555     1.14733     1.19949  0.00222495
        1556     1.15391     1.19946  0.00222371
        1557     1.15083     1.19943   0.0022225
        1558     1.14001     1.19939   0.0022214
        1559     1.13088     1.19935  0.00222041
        1560      1.1317      1.1993  0.00221941
        1561     1.14487     1.19927  0.00221826
        1562     1.16818     1.19925  0.00221693
        1563      1.1964     1.19925  0.00221551
        1564     1.22321     1.19926  0.00221415
        1565     1.24315     1.19929  0.00221291
        1566     1.25179     1.19932  0.00221175
        1567      1.2461     1.19935  0.00221054
        1568     1.22593     1.19937   0.0022092
        1569     1.19567     1.19937  0.00220779
        1570     1.16484     1.19935  0.00220649
        1571     1.14475     1.19931  0.00220536
        1572     1.14203     1.19927  0.00220426
        1573     1.15497     1.19925  0.00220304
        1574     1.17603     1.19923  0.00220169
        1575     1.19739     1.19923  0.00220029
        1576      1.2146     1.19924  0.00219892
        1577     1.22613     1.19926  0.00219759
        1578     1.23049     1.19928  0.00219629
        1579     1.22583     1.19929  0.00219496
        1580     1.21296      1.1993  0.00219359
        1581     1.19637      1.1993   0.0021922
        1582     1.18251     1.19929  0.00219084
        1583     1.17704     1.19928   0.0021895
        1584     1.18113     1.19926  0.00218815
        1585     1.18979     1.19926  0.00218678
        1586     1.19486     1.19926   0.0021854
        1587     1.19089     1.19925  0.00218403
        1588     1.18059     1.19924  0.00218269
        1589     1.17422     1.19922  0.00218137
        1590     1.17973     1.19921  0.00218003
        1591     1.19526     1.19921  0.00217866
        1592     1.21343     1.19922  0.00217731
        1593     1.22879     1.19924  0.00217603
        1594     1.24161     1.19926  0.00217482
        1595     1.25757      1.1993  0.00217377
        1596     1.28196     1.19935  0.00217302
        1597     1.31211     1.19942  0.00217281
        1598      1.3366     1.19951  0.00217314
        1599      1.3418      1.1996   0.0021736
        1600     1.32029     1.19967  0.00217355
        1601     1.27734     1.19972  0.00217274
        1602     1.22987     1.19974  0.00217146
        1603     1.19539     1.19974  0.00217011
        1604     1.18027     1.19972  0.00216879
        1605     1.17841     1.19971  0.00216748
        1606     1.17831      1.1997  0.00216617
        1607     1.17058     1.19968   0.0021649
        1608      1.1524     1.19965  0.00216375
        1609     1.12823     1.19961  0.00216286
        1610      1.1064     1.19955   0.0021623
        1611     1.09334     1.19948  0.00216196
        1612     1.09063     1.19941  0.00216167
        1613     1.09699     1.19935  0.00216126
        1614     1.11067      1.1993  0.00216062
        1615     1.12855     1.19925  0.00215973
        1616     1.14464     1.19922  0.00215866
        1617     1.15279     1.19919  0.00215751
        1618     1.15177     1.19916  0.00215638
        1619     1.14676     1.19913  0.00215529
        1620     1.14603      1.1991  0.00215421
        1621     1.15573     1.19907  0.00215304
        1622     1.17571     1.19905  0.00215177
        1623     1.19898     1.19905  0.00215044
        1624     1.21653     1.19906  0.00214914
        1625     1.22315     1.19908  0.00214787
        1626     1.21957     1.19909  0.00214659
        1627     1.21078      1.1991  0.00214528
        1628     1.20279      1.1991  0.00214396
        1629     1.20015      1.1991  0.00214265
        1630     1.20435     1.19911  0.00214134
        1631     1.21455     1.19911  0.00214004
        1632      1.2304     1.19913  0.00213882
        1633     1.24987     1.19917  0.00213773
        1634     1.26538     1.19921  0.00213681
        1635     1.26935     1.19925  0.00213593
        1636      1.2608     1.19929  0.00213496
        1637     1.24396     1.19931  0.00213383
        1638     1.22431     1.19933  0.00213258
        1639       1.206     1.19933  0.00213128
        1640      1.1909     1.19933  0.00212999
        1641     1.17965     1.19932  0.00212873
        1642     1.17366      1.1993  0.00212749
        1643     1.17495     1.19929  0.00212624
        1644       1.184     1.19928  0.00212497
        1645     1.19924     1.19928  0.00212368
        1646     1.21793     1.19929  0.00212242
        1647     1.23581     1.19931  0.00212125
        1648     1.24759     1.19934  0.00212016
        1649     1.25043     1.19937   0.0021191
        1650     1.24616      1.1994  0.00211801
        1651     1.23934     1.19942  0.00211686
        1652     1.23339     1.19944  0.00211568
        1653     1.22849     1.19946  0.00211447
        1654      1.2223     1.19947  0.00211324
        1655     1.21178     1.19948  0.00211198
        1656     1.19405     1.19948   0.0021107
        1657     1.16807     1.19946  0.00210952
        1658     1.13694     1.19942  0.00210858
        1659     1.10816     1.19937  0.00210803
        1660     1.09105      1.1993  0.00210777
        1661     1.09274     1.19924  0.00210747
        1662     1.11367     1.19919  0.00210683
        1663      1.1459     1.19915  0.00210581
        1664     1.17793     1.19914  0.00210458
        1665      1.2025     1.19914  0.00210332
        1666     1.22064     1.19916   0.0021021
        1667     1.23955     1.19918  0.00210098
        1668     1.26605     1.19922   0.0021001
        1669     1.29914     1.19928  0.00209969
        1670      1.3289     1.19936  0.00209987
        1671     1.34303     1.19944  0.00210037
        1672     1.33385     1.19952  0.00210066
        1673     1.29967     1.19958  0.00210025
        1674     1.24376     1.19961  0.00209916
        1675     1.17804      1.1996  0.00209795
        1676      1.1255     1.19955  0.00209716
        1677     1.11017      1.1995  0.00209659
        1678     1.14027     1.19946  0.00209564
        1679     1.20041     1.19947  0.00209439
        1680     1.26005      1.1995  0.00209345
        1681     1.29085     1.19956  0.00209291
        1682     1.27917      1.1996   0.0020922
        1683     1.22875     1.19962  0.00209103
        1684     1.15645     1.19959  0.00208995
        1685     1.08457     1.19953  0.00208982
        1686     1.03367     1.19943   0.0020909
