#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         929     9.83733     9.66207   0.0149797
         930     9.90283     9.66233   0.0149658
         931     9.89899     9.66258   0.0149519
         932     9.85208     9.66279   0.0149373
         933     9.79307     9.66293   0.0149219
         934     9.76791     9.66304   0.0149063
         935     9.76129     9.66314   0.0148908
         936     9.75917     9.66325   0.0148752
         937     9.75496     9.66334   0.0148597
         938     9.75597     9.66344   0.0148441
         939     9.75126     9.66354   0.0148286
         940      9.7208      9.6636    0.014813
         941     9.65842     9.66359   0.0147972
         942     9.59502     9.66352   0.0147817
         943     9.58054     9.66343   0.0147663
         944     9.60925     9.66337   0.0147508
         945     9.64275     9.66335   0.0147352
         946     9.65464     9.66334   0.0147196
         947     9.62412      9.6633   0.0147041
         948     9.56853      9.6632   0.0146889
         949     9.50871     9.66304   0.0146744
         950     9.46976     9.66284   0.0146603
         951     9.45924     9.66262   0.0146465
         952     9.47693     9.66243   0.0146324
         953     9.50988     9.66227   0.0146179
         954     9.55809     9.66216    0.014603
         955     9.61862     9.66211   0.0145878
         956     9.69763     9.66215   0.0145726
         957     9.77639     9.66227   0.0145578
         958     9.84461     9.66246   0.0145439
         959      9.9177     9.66272   0.0145312
         960     10.0072     9.66308   0.0145204
         961     10.0916     9.66353   0.0145122
         962     10.1341     9.66402   0.0145053
         963     10.1081     9.66448   0.0144976
         964     10.0002     9.66483   0.0144867
         965     9.82117     9.66499   0.0144726
         966      9.5987     9.66492   0.0144578
         967      9.3645     9.66461   0.0144462
         968     9.18164     9.66411   0.0144399
         969     9.10656     9.66354   0.0144364
         970     9.18276     9.66304   0.0144301
         971     9.38021     9.66275   0.0144181
         972     9.62578     9.66271   0.0144034
         973     9.84963      9.6629   0.0143898
         974     9.99711     9.66325   0.0143792
         975     10.0247     9.66362   0.0143692
         976     9.93646      9.6639   0.0143572
         977     9.74812     9.66398   0.0143428
         978     9.54361     9.66386   0.0143286
         979     9.40099     9.66359   0.0143165
         980     9.35541     9.66328   0.0143053
         981     9.39887     9.66301   0.0142933
         982     9.47064     9.66281   0.0142801
         983     9.51809     9.66266   0.0142663
         984     9.55948     9.66256   0.0142522
         985     9.60985     9.66251   0.0142378
         986      9.6512     9.66249   0.0142234
         987     9.63853     9.66247    0.014209
         988     9.58885      9.6624   0.0141948
         989     9.52033     9.66225   0.0141812
         990     9.48024     9.66207   0.0141681
         991      9.4954      9.6619   0.0141548
         992     9.57072     9.66181   0.0141408
         993     9.68061     9.66183   0.0141266
         994     9.80492     9.66197   0.0141131
         995     9.85989     9.66217   0.0141003
         996     9.81945     9.66233    0.014087
         997     9.70691     9.66237    0.014073
         998     9.60568     9.66232    0.014059
         999     9.59455     9.66225   0.0140451
        1000     9.71687      9.6623   0.0140311
        1001     9.92557     9.66257   0.0140196
        1002     10.1774     9.66308    0.014015
        1003     10.3511     9.66376   0.0140178
        1004     10.3891     9.66449   0.0140225
        1005     10.3088     9.66513   0.0140231
        1006      10.191     9.66565   0.0140189
        1007     10.0885     9.66607   0.0140113
        1008     9.97036     9.66637   0.0140007
        1009      9.8319     9.66654   0.0139877
        1010     9.67922     9.66655   0.0139739
        1011     9.52507     9.66641   0.0139608
        1012     9.37439     9.66612     0.01395
        1013     9.23501      9.6657   0.0139427
        1014     9.12948     9.66517    0.013939
        1015     9.06157     9.66457   0.0139379
        1016     9.05296     9.66397   0.0139372
        1017     9.10406     9.66342   0.0139343
        1018     9.20979     9.66297   0.0139278
        1019     9.36251     9.66268   0.0139172
        1020      9.5315     9.66255   0.0139042
        1021     9.68255     9.66257   0.0138906
        1022     9.76417     9.66267   0.0138773
        1023     9.75963     9.66276   0.0138641
        1024      9.6728     9.66277   0.0138506
        1025     9.54148     9.66266   0.0138376
        1026     9.43857     9.66244   0.0138258
        1027     9.44584     9.66223   0.0138139
        1028     9.57759     9.66214   0.0138008
        1029     9.78593     9.66226   0.0137879
        1030     9.96239     9.66256   0.0137776
        1031     10.0298     9.66291   0.0137688
        1032     9.98444     9.66322    0.013759
        1033     9.86727     9.66342   0.0137471
        1034     9.73039     9.66349   0.0137339
        1035     9.64008     9.66346   0.0137207
        1036     9.63042     9.66343   0.0137075
        1037     9.69194     9.66346   0.0136943
        1038     9.75889     9.66355   0.0136814
        1039      9.7686     9.66365   0.0136686
        1040     9.67883     9.66367   0.0136555
        1041     9.51058     9.66352   0.0136431
        1042     9.34237     9.66321   0.0136335
        1043     9.23223      9.6628   0.0136267
        1044     9.25017      9.6624   0.0136194
        1045     9.42818     9.66218   0.0136082
        1046     9.69569     9.66221   0.0135952
        1047     9.93424     9.66247   0.0135847
        1048     10.0706     9.66286   0.0135774
        1049     10.0969     9.66327   0.0135707
        1050     10.0722     9.66366   0.0135634
        1051     10.0386     9.66402   0.0135552
        1052     10.0026     9.66434   0.0135461
        1053     9.96452     9.66463   0.0135362
        1054     9.88908     9.66484   0.0135251
        1055      9.7807     9.66495   0.0135127
        1056     9.64155     9.66493   0.0134999
        1057     9.49488     9.66477   0.0134881
        1058     9.36152     9.66448   0.0134784
        1059      9.2458     9.66408   0.0134715
        1060     9.18311     9.66363   0.0134664
        1061     9.18064     9.66318   0.0134614
        1062     9.23794     9.66278   0.0134547
        1063     9.31605     9.66245    0.013446
        1064     9.39736      9.6622   0.0134356
        1065     9.47412     9.66202   0.0134242
        1066     9.58016     9.66195   0.0134118
        1067     9.71955       9.662   0.0133994
        1068     9.83751     9.66216   0.0133878
        1069     9.83487     9.66233   0.0133763
        1070     9.71863     9.66238   0.0133639
        1071     9.60462     9.66232   0.0133515
        1072     9.58586     9.66225   0.0133392
        1073     9.68888     9.66228   0.0133268
        1074     9.88134     9.66248    0.013316
        1075     10.0765     9.66287   0.0133092
        1076     10.1727     9.66334   0.0133052
        1077     10.0945     9.66374   0.0132989
        1078     9.88409     9.66395   0.0132881
        1079     9.62122     9.66391   0.0132759
        1080     9.40092     9.66366   0.0132658
        1081     9.26242     9.66329   0.0132587
        1082     9.21859     9.66288   0.0132528
        1083      9.2772     9.66252   0.0132454
        1084     9.42128      9.6623    0.013235
        1085     9.62441     9.66227   0.0132229
        1086     9.86595     9.66245    0.013212
        1087     10.1163     9.66287   0.0132065
        1088     10.3363     9.66349   0.0132088
        1089     10.4891     9.66425   0.0132185
        1090     10.5429     9.66506   0.0132309
        1091     10.5018     9.66582    0.013241
        1092     10.3947     9.66649   0.0132457
        1093     10.2316     9.66701   0.0132436
        1094     10.0268     9.66734   0.0132356
        1095     9.79742     9.66745    0.013224
        1096     9.54594     9.66734   0.0132124
        1097     9.29353       9.667   0.0132048
        1098     9.08671     9.66647   0.0132033
        1099     8.94741     9.66582   0.0132075
        1100     8.87074      9.6651   0.0132153
        1101     8.85278     9.66436   0.0132239
        1102     8.86108     9.66363   0.0132319
        1103     8.89496     9.66293   0.0132383
        1104     8.95386     9.66229   0.0132419
        1105     9.04677     9.66173   0.0132416
        1106     9.16159     9.66128   0.0132373
        1107     9.28906     9.66095   0.0132296
        1108     9.40598     9.66072   0.0132197
        1109     9.53206      9.6606   0.0132083
        1110     9.67409     9.66061   0.0131964
        1111      9.8334     9.66077   0.0131854
        1112     9.97824     9.66105   0.0131767
        1113       10.06     9.66141   0.0131697
        1114     10.0383     9.66175   0.0131622
        1115     9.93632       9.662   0.0131527
        1116     9.81434     9.66213   0.0131417
        1117     9.73519      9.6622     0.01313
        1118     9.73949     9.66227   0.0131185
        1119     9.82353     9.66241   0.0131076
        1120     9.94997     9.66267   0.0130984
        1121      10.051     9.66301   0.0130913
        1122     10.0964      9.6634   0.0130853
        1123     10.0541     9.66375   0.0130783
        1124     9.91128     9.66397   0.0130685
        1125     9.67617     9.66398   0.0130569
        1126     9.39975     9.66374   0.0130474
        1127     9.19198     9.66333   0.0130425
        1128     9.13032     9.66285   0.0130395
        1129     9.20658     9.66245   0.0130342
        1130     9.37947      9.6622   0.0130251
        1131     9.58189     9.66213   0.0130138
        1132      9.7689     9.66222   0.0130026
        1133     9.90299     9.66244   0.0129929
        1134     9.96918     9.66271   0.0129842
        1135     9.93784     9.66295   0.0129751
        1136     9.84206     9.66311   0.0129646
        1137     9.72769     9.66316   0.0129533
        1138     9.63542     9.66314    0.012942
        1139     9.58352     9.66307   0.0129308
        1140     9.59508     9.66301   0.0129196
        1141     9.66663     9.66301   0.0129083
        1142      9.7759     9.66311   0.0128973
        1143     9.89399     9.66331   0.0128876
        1144     9.97047     9.66358   0.0128792
        1145     9.99329     9.66387   0.0128711
        1146     9.94674     9.66412   0.0128623
        1147     9.82936     9.66426   0.0128519
        1148     9.69754     9.66429   0.0128407
        1149     9.58024     9.66422   0.0128297
        1150      9.4946     9.66407   0.0128194
        1151     9.44162     9.66387   0.0128097
        1152     9.41544     9.66366   0.0128004
        1153     9.39855     9.66343   0.0127914
        1154      9.3711     9.66318   0.0127828
        1155     9.33457     9.66289   0.0127749
        1156     9.29919     9.66258   0.0127677
        1157     9.28135     9.66225    0.012761
        1158     9.29261     9.66193   0.0127539
        1159     9.32463     9.66164   0.0127462
        1160     9.37238     9.66139   0.0127377
        1161     9.42778     9.66119   0.0127283
        1162     9.50857     9.66106    0.012718
        1163       9.623     9.66102   0.0127071
        1164     9.75225      9.6611   0.0126965
        1165     9.83785     9.66125   0.0126865
        1166     9.81764     9.66139   0.0126763
        1167      9.7489     9.66146   0.0126657
        1168     9.69877     9.66149   0.0126549
        1169     9.67146      9.6615    0.012644
        1170     9.66532     9.66151   0.0126332
        1171     9.66607     9.66151   0.0126224
        1172      9.6557      9.6615   0.0126117
        1173     9.63629     9.66148   0.0126009
        1174     9.62945     9.66146   0.0125902
        1175     9.62946     9.66143   0.0125796
        1176     9.61505     9.66139   0.0125689
        1177     9.57712     9.66132   0.0125584
        1178     9.50171     9.66118   0.0125485
        1179     9.40765     9.66097   0.0125397
        1180     9.29358     9.66066   0.0125329
        1181     9.22093     9.66028   0.0125279
        1182     9.24937     9.65994   0.0125221
        1183      9.3772      9.6597   0.0125138
        1184     9.57809     9.65963   0.0125034
        1185     9.78341     9.65973   0.0124933
        1186     9.95114     9.65998   0.0124852
        1187     10.0458      9.6603   0.0124789
        1188       10.06     9.66064   0.0124729
        1189     10.0145     9.66094    0.012466
        1190     9.95882     9.66119    0.012458
        1191     9.90613     9.66139   0.0124492
        1192     9.84376     9.66155   0.0124397
        1193     9.76508     9.66163   0.0124296
        1194     9.66721     9.66164   0.0124192
        1195     9.57655     9.66157    0.012409
        1196     9.51298     9.66144   0.0123993
        1197      9.5132     9.66132   0.0123895
        1198     9.55615     9.66123   0.0123795
        1199     9.61533     9.66119   0.0123692
        1200     9.64879     9.66118   0.0123589
        1201     9.64394     9.66117   0.0123486
        1202       9.623     9.66114   0.0123384
        1203     9.58425     9.66107   0.0123283
        1204     9.55043     9.66098   0.0123184
        1205     9.55503     9.66089   0.0123085
        1206     9.61852     9.66086   0.0122984
        1207     9.71077      9.6609   0.0122882
        1208     9.78504       9.661   0.0122785
        1209     9.80879     9.66112    0.012269
        1210        9.78     9.66122   0.0122592
        1211     9.75217      9.6613   0.0122493
        1212     9.74527     9.66137   0.0122394
        1213     9.77009     9.66146   0.0122296
        1214     9.79813     9.66157   0.0122201
        1215     9.80409     9.66169   0.0122106
        1216     9.76169     9.66177   0.0122008
        1217     9.68491     9.66179   0.0121908
        1218     9.58772     9.66173    0.012181
        1219     9.52411     9.66161   0.0121715
        1220     9.50174     9.66148   0.0121622
        1221      9.4615     9.66132   0.0121534
        1222     9.37802     9.66109   0.0121456
        1223      9.2697     9.66077   0.0121399
        1224     9.17949     9.66037   0.0121364
        1225     9.13673     9.65995    0.012134
        1226     9.14388     9.65952   0.0121314
        1227     9.21687     9.65916   0.0121269
        1228     9.31425     9.65888   0.0121202
        1229     9.41268     9.65868    0.012112
        1230     9.48919     9.65854    0.012103
        1231     9.52603     9.65844   0.0120936
        1232     9.54545     9.65835   0.0120841
        1233     9.56906     9.65827   0.0120746
        1234     9.61994     9.65824   0.0120648
        1235     9.69071     9.65827   0.0120551
        1236     9.75849     9.65835   0.0120456
        1237     9.81504     9.65848   0.0120365
        1238      9.8851     9.65866   0.0120282
        1239     9.94628     9.65889   0.0120207
        1240     9.98187     9.65915   0.0120138
        1241     9.95598     9.65939   0.0120065
        1242     9.85974     9.65955    0.011998
        1243     9.71587      9.6596   0.0119884
        1244     9.58228     9.65954   0.0119789
        1245     9.53142     9.65943   0.0119697
        1246     9.57898     9.65937   0.0119603
        1247     9.69699      9.6594   0.0119508
        1248      9.8243     9.65953   0.0119419
        1249     9.92537     9.65974   0.0119342
        1250     9.99703     9.66001   0.0119277
        1251     10.0266     9.66031   0.0119218
        1252     10.0071     9.66058   0.0119155
        1253     9.91922     9.66079   0.0119078
        1254     9.75421     9.66086   0.0118985
        1255     9.51807     9.66075   0.0118896
        1256     9.27593     9.66044   0.0118841
        1257     9.10098        9.66   0.0118829
        1258     9.07414     9.65953   0.0118826
        1259     9.23347     9.65919    0.011878
        1260     9.56772     9.65912   0.0118688
        1261     9.99164     9.65939   0.0118623
        1262     10.3734     9.65995   0.0118664
        1263     10.5751     9.66068   0.0118791
        1264     10.5279     9.66136   0.0118895
        1265     10.2358     9.66182   0.0118888
        1266      9.8255     9.66195   0.0118801
        1267     9.42673     9.66176   0.0118722
        1268     9.13664     9.66135     0.01187
        1269     8.99244     9.66082   0.0118724
        1270     9.00499      9.6603   0.0118742
        1271     9.13692     9.65989    0.011872
        1272     9.33332     9.65963   0.0118655
        1273      9.5115     9.65952   0.0118567
        1274     9.59504     9.65947   0.0118475
        1275     9.54105     9.65937   0.0118386
        1276     9.36899     9.65915   0.0118315
        1277      9.1763     9.65877   0.0118283
        1278      9.0307     9.65828   0.0118292
        1279     9.00104     9.65776   0.0118311
        1280     9.11315     9.65734   0.0118295
        1281     9.35609      9.6571   0.0118226
        1282     9.68299     9.65712   0.0118134
        1283     10.0061     9.65739   0.0118074
        1284      10.248     9.65785   0.0118071
        1285       10.33     9.65838   0.0118095
        1286     10.2624     9.65885   0.0118097
        1287     10.0988     9.65919   0.0118054
        1288     9.89047     9.65937   0.0117976
        1289      9.6998      9.6594   0.0117885
        1290     9.55937     9.65932   0.0117796
        1291     9.49802      9.6592   0.0117712
        1292     9.50385     9.65908   0.0117627
        1293     9.56719     9.65901   0.0117538
        1294     9.65949     9.65901   0.0117447
        1295     9.75534     9.65908   0.0117359
        1296     9.79769     9.65919   0.0117273
        1297     9.76469     9.65927   0.0117186
        1298     9.68926     9.65929   0.0117096
        1299     9.62889     9.65927   0.0117006
        1300     9.64752     9.65926   0.0116916
        1301     9.75749     9.65934   0.0116828
        1302      9.8908     9.65951   0.0116752
        1303     9.97511     9.65976   0.0116688
        1304     9.99135     9.66001   0.0116626
        1305     9.92596     9.66021   0.0116554
        1306     9.79382     9.66032   0.0116469
        1307      9.6151     9.66028   0.0116381
        1308     9.43563     9.66011   0.0116305
        1309     9.29007     9.65983    0.011625
        1310     9.19065     9.65947   0.0116217
        1311     9.15661     9.65908   0.0116191
        1312     9.22151     9.65875    0.011615
        1313     9.39336     9.65855    0.011608
        1314     9.64072     9.65854   0.0115991
        1315     9.85186     9.65868   0.0115912
        1316     9.90463     9.65887   0.0115839
        1317     9.76395     9.65895   0.0115754
        1318     9.47941     9.65881   0.0115674
        1319     9.19261     9.65846   0.0115641
        1320     9.01416     9.65797   0.0115656
        1321     9.00035     9.65747   0.0115676
        1322     9.12674     9.65707   0.0115658
        1323     9.31667     9.65681   0.0115599
        1324     9.49296     9.65669   0.0115518
        1325     9.62703     9.65667   0.0115431
        1326     9.71764     9.65671   0.0115345
        1327     9.79032     9.65682   0.0115263
        1328     9.86237     9.65697   0.0115186
        1329     9.93585     9.65718   0.0115119
        1330     9.99859     9.65744   0.0115061
        1331      10.045     9.65773   0.0115011
        1332     10.0684     9.65804   0.0114966
        1333     10.0004     9.65829   0.0114908
        1334     9.82746     9.65842   0.0114829
        1335     9.61189     9.65838   0.0114744
        1336     9.47168     9.65825   0.0114666
        1337     9.46648      9.6581    0.011459
        1338     9.60013     9.65806   0.0114505
        1339     9.81206     9.65817   0.0114425
        1340     10.0489     9.65846   0.0114377
        1341     10.2699     9.65892   0.0114382
        1342     10.4185     9.65949   0.0114437
        1343     10.4367     9.66007   0.0114498
        1344     10.3009     9.66054   0.0114512
        1345     10.0631     9.66084   0.0114466
        1346     9.81845     9.66096   0.0114387
        1347     9.62736     9.66093   0.0114302
        1348     9.51703     9.66083   0.0114223
        1349     9.48537      9.6607   0.0114145
        1350      9.5082     9.66058   0.0114066
        1351     9.56163     9.66051   0.0113984
        1352     9.62347     9.66048     0.01139
        1353     9.66784     9.66049   0.0113816
        1354     9.69606     9.66052   0.0113732
        1355     9.70321     9.66055   0.0113649
        1356     9.70223     9.66058   0.0113566
        1357     9.67926     9.66059   0.0113482
        1358     9.63337     9.66057   0.0113399
        1359     9.58434     9.66052   0.0113317
        1360     9.53535     9.66042   0.0113237
        1361      9.4874      9.6603   0.0113161
        1362     9.43626     9.66013    0.011309
        1363     9.38002     9.65993   0.0113025
        1364     9.32348     9.65968   0.0112969
        1365     9.27399      9.6594   0.0112922
        1366     9.22285     9.65908   0.0112885
        1367     9.21687     9.65875   0.0112848
        1368     9.28718     9.65848   0.0112799
        1369     9.42128     9.65831   0.0112729
        1370     9.57768     9.65825   0.0112649
        1371     9.68262     9.65827   0.0112567
        1372     9.70272      9.6583   0.0112485
        1373     9.65855      9.6583   0.0112403
        1374     9.59092     9.65825   0.0112322
        1375     9.53814     9.65816   0.0112244
        1376     9.50851     9.65806   0.0112168
        1377     9.53297     9.65796    0.011209
        1378     9.62452     9.65794   0.0112009
        1379     9.76823     9.65802   0.0111931
        1380     9.93335     9.65822   0.0111867
        1381     10.0938     9.65853   0.0111831
        1382     10.2366     9.65895   0.0111828
        1383     10.3555     9.65946    0.011186
        1384     10.4326     9.66002   0.0111919
        1385     10.4334     9.66057   0.0111977
        1386     10.3599     9.66108    0.011201
        1387     10.2482      9.6615   0.0112009
        1388     10.1474     9.66185   0.0111983
        1389     10.1004     9.66217   0.0111947
        1390     10.1281      9.6625   0.0111917
        1391     10.1853     9.66288     0.01119
        1392     10.2236     9.66328   0.0111892
        1393     10.1755     9.66365   0.0111872
        1394     9.99939     9.66389   0.0111817
        1395     9.71209     9.66392   0.0111738
        1396     9.35475      9.6637    0.011168
        1397     9.00339     9.66323     0.01117
        1398     8.73258     9.66256   0.0111818
        1399     8.58334     9.66179   0.0112004
        1400     8.56919     9.66101   0.0112195
        1401     8.66367      9.6603   0.0112341
        1402     8.82543     9.65971   0.0112419
        1403     9.03464     9.65926   0.0112427
        1404     9.27406     9.65899    0.011238
        1405     9.53294      9.6589   0.0112304
        1406      9.7623     9.65897   0.0112226
        1407     9.88723     9.65913   0.0112158
        1408      9.8953      9.6593   0.0112091
        1409     9.83297     9.65942   0.0112018
        1410     9.74626     9.65948   0.0111941
        1411     9.64074     9.65947   0.0111861
        1412     9.53238     9.65938   0.0111786
        1413     9.41299     9.65921    0.011172
        1414     9.28734     9.65894   0.0111672
        1415     9.18884     9.65861   0.0111643
        1416     9.18074     9.65827   0.0111615
        1417     9.28228     9.65801   0.0111568
        1418     9.48512     9.65789   0.0111496
        1419      9.7173     9.65793   0.0111418
        1420     9.89792      9.6581   0.0111352
        1421     9.98379     9.65833   0.0111297
        1422     9.97491     9.65855   0.0111241
        1423     9.91597     9.65873   0.0111178
        1424     9.85403     9.65887   0.0111108
        1425     9.82012     9.65898   0.0111036
        1426      9.7984     9.65908   0.0110962
        1427     9.80161     9.65918   0.0110889
        1428     9.83851      9.6593   0.0110819
        1429     9.91193     9.65948   0.0110755
        1430      9.9874     9.65971   0.0110701
        1431     10.0215     9.65996   0.0110653
        1432     9.96328     9.66017   0.0110596
        1433     9.77767     9.66026   0.0110522
        1434     9.47471     9.66013   0.0110452
        1435     9.15669     9.65978   0.0110431
        1436     8.94209     9.65928   0.0110467
        1437     8.87219     9.65873   0.0110526
        1438      8.9381     9.65823   0.0110563
        1439     9.08524     9.65783   0.0110558
        1440     9.26729     9.65756   0.0110514
        1441     9.42639      9.6574   0.0110449
        1442     9.52173      9.6573   0.0110376
        1443     9.54613     9.65723   0.0110303
        1444     9.50984     9.65712   0.0110231
        1445     9.44333     9.65698   0.0110165
        1446      9.3757     9.65678   0.0110106
        1447     9.35008     9.65657    0.011005
        1448     9.37573     9.65638   0.0109991
        1449     9.44242     9.65623   0.0109925
        1450     9.55135     9.65616   0.0109852
        1451     9.70353     9.65619   0.0109776
        1452     9.89043     9.65635   0.0109713
        1453     10.0893     9.65665   0.0109678
        1454     10.2798     9.65708   0.0109686
        1455     10.4299     9.65761   0.0109739
        1456     10.5284     9.65821   0.0109826
        1457     10.5425     9.65881   0.0109919
        1458     10.4305     9.65934   0.0109971
        1459     10.2076     9.65972   0.0109959
        1460     9.96231     9.65992   0.0109904
        1461     9.77551        9.66   0.0109831
        1462     9.65383        9.66   0.0109756
        1463     9.55838     9.65993   0.0109683
        1464     9.48418     9.65981   0.0109615
        1465     9.41875     9.65965   0.0109552
        1466     9.35086     9.65944   0.0109498
        1467     9.28439     9.65918   0.0109453
        1468     9.23067     9.65889   0.0109418
        1469     9.21644     9.65859   0.0109385
        1470     9.24745     9.65831   0.0109346
        1471     9.31397     9.65807   0.0109297
        1472      9.3994      9.6579   0.0109236
        1473     9.45821     9.65776   0.0109171
        1474     9.51519     9.65766   0.0109101
        1475     9.59987     9.65763   0.0109028
        1476     9.70806     9.65766   0.0108954
        1477     9.80934     9.65776   0.0108885
        1478     9.86018      9.6579    0.010882
        1479     9.85759     9.65803   0.0108755
        1480     9.84116     9.65816   0.0108689
        1481      9.8412     9.65828   0.0108622
        1482      9.8406      9.6584   0.0108556
        1483     9.82062     9.65851   0.0108488
        1484     9.79458     9.65861   0.0108419
        1485     9.76191     9.65868   0.0108348
        1486     9.70761     9.65871   0.0108276
        1487     9.62911     9.65869   0.0108203
        1488     9.53043      9.6586   0.0108134
        1489     9.43295     9.65845   0.0108072
        1490     9.34112     9.65824    0.010802
        1491     9.29431     9.65799   0.0107976
        1492     9.29195     9.65775   0.0107931
        1493     9.33477     9.65753    0.010788
        1494     9.42758     9.65738   0.0107819
        1495      9.5682     9.65732   0.0107749
        1496     9.71949     9.65736   0.0107678
        1497     9.86795      9.6575   0.0107615
        1498     9.97256     9.65771   0.0107563
        1499     10.0112     9.65795   0.0107518
        1500     9.99408     9.65817   0.0107469
        1501     9.96875     9.65838   0.0107418
        1502     9.95261     9.65857   0.0107364
        1503     9.94748     9.65877    0.010731
        1504      9.9212     9.65894   0.0107253
        1505     9.87064     9.65908    0.010719
        1506     9.79052     9.65917   0.0107123
        1507     9.68417     9.65918   0.0107052
        1508     9.56434     9.65912   0.0106983
        1509     9.45278     9.65899   0.0106921
        1510     9.39293     9.65881   0.0106864
        1511      9.3832     9.65863   0.0106809
        1512     9.41877     9.65847    0.010675
        1513     9.45458     9.65833   0.0106688
        1514     9.45234      9.6582   0.0106626
        1515     9.40675     9.65803   0.0106569
        1516     9.33349     9.65782    0.010652
        1517     9.26636     9.65756   0.0106481
        1518     9.24825     9.65729   0.0106445
        1519      9.2947     9.65705   0.0106402
        1520     9.41753     9.65689   0.0106344
        1521     9.56275     9.65683   0.0106275
        1522     9.69636     9.65686   0.0106206
        1523      9.7807     9.65694   0.0106139
        1524     9.83842     9.65706   0.0106076
        1525     9.88803     9.65721   0.0106018
        1526     9.93826     9.65739   0.0105964
        1527     9.97317      9.6576   0.0105915
        1528     9.96759      9.6578   0.0105865
        1529     9.92862     9.65798   0.0105811
        1530     9.86523     9.65812    0.010575
        1531     9.80384     9.65821   0.0105685
        1532     9.75855     9.65828   0.0105618
        1533     9.74105     9.65833   0.0105551
        1534     9.72833     9.65838   0.0105483
        1535     9.71736     9.65841   0.0105415
        1536     9.68965     9.65843   0.0105347
        1537      9.6477     9.65843   0.0105278
        1538     9.59579     9.65839    0.010521
        1539     9.54776     9.65831   0.0105144
        1540     9.50746     9.65822   0.0105081
        1541     9.48828     9.65811   0.0105018
        1542     9.48204     9.65799   0.0104956
        1543     9.49406     9.65789   0.0104894
        1544     9.50729     9.65779    0.010483
        1545     9.52219      9.6577   0.0104766
        1546      9.5524     9.65763   0.0104701
        1547     9.59599     9.65759   0.0104634
        1548     9.66388      9.6576   0.0104566
        1549     9.74911     9.65766     0.01045
        1550     9.84985     9.65778    0.010444
        1551     9.94103     9.65796   0.0104389
        1552     9.98137     9.65817   0.0104342
        1553     9.96755     9.65837   0.0104294
        1554     9.90546     9.65853   0.0104239
        1555      9.8658     9.65866   0.0104181
        1556      9.8839     9.65881   0.0104124
        1557     9.93406     9.65898   0.0104072
        1558     9.97027     9.65918   0.0104024
        1559     9.95413     9.65937   0.0103975
        1560     9.88325     9.65952   0.0103918
        1561      9.7705     9.65959   0.0103854
        1562     9.63438     9.65957   0.0103788
        1563     9.50594     9.65947   0.0103726
        1564     9.42245     9.65932   0.0103671
        1565     9.38998     9.65915   0.0103619
        1566     9.42863       9.659   0.0103563
        1567     9.52939     9.65892     0.01035
        1568     9.67482     9.65893   0.0103434
        1569     9.81893     9.65903   0.0103373
        1570     9.90417     9.65919   0.0103319
        1571     9.90918     9.65935   0.0103266
        1572     9.82884     9.65946   0.0103206
        1573     9.72183     9.65949   0.0103141
        1574     9.61738     9.65947   0.0103076
        1575     9.54175     9.65939   0.0103013
        1576     9.50042     9.65929   0.0102952
        1577     9.49904     9.65919   0.0102892
        1578     9.54243     9.65912    0.010283
        1579     9.61869     9.65909   0.0102765
        1580     9.70442     9.65912     0.01027
        1581     9.77657     9.65919   0.0102638
        1582      9.7953     9.65928   0.0102577
        1583     9.76562     9.65935   0.0102514
        1584     9.71999     9.65939    0.010245
        1585     9.69143     9.65941   0.0102386
        1586     9.71133     9.65944   0.0102322
        1587     9.75389      9.6595   0.0102259
        1588     9.77333     9.65957   0.0102197
        1589     9.73575     9.65962   0.0102134
        1590     9.65359     9.65961    0.010207
        1591     9.57142     9.65956   0.0102007
        1592     9.50725     9.65946   0.0101947
        1593     9.44208     9.65933   0.0101892
        1594     9.36191     9.65914   0.0101846
        1595      9.2334     9.65887   0.0101817
        1596     9.08452     9.65851   0.0101817
        1597       8.967     9.65808   0.0101845
        1598      8.9531     9.65764   0.0101877
        1599     9.07062     9.65727   0.0101879
        1600     9.28947     9.65704   0.0101841
        1601     9.52527     9.65696   0.0101781
        1602     9.69059     9.65698   0.0101718
        1603     9.75828     9.65704   0.0101656
        1604     9.77285     9.65712   0.0101595
        1605     9.79178      9.6572   0.0101536
        1606     9.84228     9.65732   0.0101479
        1607      9.9455     9.65749   0.0101432
        1608     10.0658     9.65775     0.01014
        1609      10.173     9.65807   0.0101388
        1610     10.2335     9.65843   0.0101388
        1611     10.2323     9.65878   0.0101387
        1612     10.1896     9.65911   0.0101378
        1613     10.1078     9.65939   0.0101353
        1614     10.0022      9.6596   0.0101313
        1615     9.91809     9.65976   0.0101263
        1616     9.87361     9.65989   0.0101209
        1617     9.86994     9.66002   0.0101154
        1618     9.89035     9.66017   0.0101102
        1619     9.88353      9.6603   0.0101049
        1620      9.8272     9.66041   0.0100992
        1621     9.72536     9.66045    0.010093
        1622     9.62103     9.66042   0.0100868
        1623     9.54552     9.66035   0.0100809
        1624     9.52858     9.66027    0.010075
        1625     9.56565     9.66021   0.0100689
        1626      9.6132     9.66018   0.0100628
        1627     9.64982     9.66018   0.0100566
        1628     9.64653     9.66017   0.0100504
        1629     9.61075     9.66014   0.0100443
        1630     9.54729     9.66007   0.0100384
        1631     9.46128     9.65995    0.010033
        1632     9.36636     9.65977   0.0100284
        1633     9.29926     9.65955   0.0100247
        1634     9.30305     9.65933    0.010021
