#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         924    -6.67562    -6.65123  0.00311668
         925    -6.67986    -6.65126  0.00311346
         926    -6.67595    -6.65129  0.00311021
         927    -6.66119     -6.6513  0.00310688
         928    -6.63742    -6.65128  0.00310356
         929     -6.6104    -6.65124  0.00310054
         930    -6.59582    -6.65118  0.00309777
         931    -6.59556    -6.65112  0.00309502
         932    -6.60479    -6.65107   0.0030921
         933    -6.62093    -6.65104  0.00308896
         934    -6.62802    -6.65101  0.00308575
         935     -6.6313    -6.65099  0.00308252
         936    -6.63362    -6.65098  0.00307928
         937    -6.63698    -6.65096  0.00307603
         938    -6.63806    -6.65095  0.00307278
         939    -6.63859    -6.65093  0.00306954
         940    -6.64274    -6.65092  0.00306629
         941    -6.65404    -6.65093  0.00306303
         942    -6.66721    -6.65095  0.00305983
         943    -6.66864    -6.65096  0.00305664
         944    -6.66129    -6.65097  0.00305342
         945    -6.65397    -6.65098  0.00305019
         946    -6.64979    -6.65098  0.00304697
         947    -6.65604    -6.65098  0.00304375
         948    -6.66802      -6.651   0.0030406
         949    -6.68169    -6.65103  0.00303756
         950    -6.69098    -6.65107  0.00303466
         951    -6.69456    -6.65112  0.00303181
         952    -6.69107    -6.65116  0.00302892
         953    -6.68472     -6.6512  0.00302594
         954    -6.67552    -6.65122  0.00302288
         955    -6.66506    -6.65124  0.00301975
         956     -6.6488    -6.65123  0.00301659
         957    -6.63217    -6.65121   0.0030135
         958    -6.61845    -6.65118  0.00301055
         959    -6.60286    -6.65113  0.00300784
         960    -6.58213    -6.65106  0.00300556
         961    -6.56179    -6.65097  0.00300387
         962    -6.54967    -6.65086  0.00300259
         963    -6.55062    -6.65076  0.00300128
         964    -6.56938    -6.65067  0.00299935
         965    -6.60458    -6.65062  0.00299662
         966    -6.64998    -6.65062  0.00299352
         967    -6.70035    -6.65067  0.00299087
         968    -6.74099    -6.65077  0.00298923
         969    -6.76214    -6.65088  0.00298836
         970    -6.75108    -6.65099  0.00298706
         971    -6.71303    -6.65105  0.00298467
         972    -6.66273    -6.65106  0.00298162
         973    -6.61401    -6.65102   0.0029788
         974    -6.57978    -6.65095  0.00297664
         975    -6.57183    -6.65087  0.00297469
         976    -6.58566     -6.6508  0.00297239
         977    -6.62352    -6.65078  0.00296948
         978    -6.66669    -6.65079  0.00296649
         979    -6.69828    -6.65084  0.00296386
         980    -6.71098     -6.6509  0.00296147
         981    -6.70401    -6.65096  0.00295894
         982    -6.69004      -6.651   0.0029562
         983    -6.68107    -6.65103  0.00295335
         984    -6.67229    -6.65105  0.00295043
         985    -6.66294    -6.65106  0.00294746
         986    -6.65393    -6.65106  0.00294447
         987    -6.65604    -6.65107  0.00294149
         988    -6.66414    -6.65108  0.00293854
         989    -6.67933    -6.65111  0.00293571
         990    -6.68854    -6.65115  0.00293299
         991    -6.68555    -6.65118  0.00293023
         992    -6.66947     -6.6512  0.00292734
         993    -6.64749     -6.6512  0.00292439
         994    -6.61867    -6.65116  0.00292163
         995    -6.60691    -6.65112  0.00291904
         996    -6.61381    -6.65108  0.00291635
         997    -6.63697    -6.65107  0.00291345
         998    -6.66148    -6.65108  0.00291055
         999    -6.66905     -6.6511   0.0029077
        1000    -6.64509    -6.65109  0.00290479
        1001    -6.60509    -6.65104  0.00290226
        1002    -6.55035    -6.65094   0.0029011
        1003    -6.51183     -6.6508  0.00290152
        1004    -6.50081    -6.65066  0.00290247
        1005    -6.51692    -6.65052  0.00290263
        1006    -6.54349    -6.65042   0.0029017
        1007     -6.5651    -6.65033  0.00290005
        1008    -6.59179    -6.65027  0.00289776
        1009    -6.62172    -6.65024  0.00289502
        1010    -6.65324    -6.65025  0.00289216
        1011    -6.68426    -6.65028  0.00288949
        1012    -6.71552    -6.65035  0.00288736
        1013    -6.74539    -6.65044  0.00288603
        1014    -6.76625    -6.65055  0.00288544
        1015    -6.78091    -6.65068  0.00288546
        1016    -6.78348    -6.65081  0.00288558
        1017    -6.77443    -6.65093   0.0028853
        1018    -6.75431    -6.65104  0.00288425
        1019    -6.72338    -6.65111  0.00288229
        1020    -6.68837    -6.65114   0.0028797
        1021    -6.65321    -6.65115  0.00287688
        1022     -6.6317    -6.65113  0.00287413
        1023    -6.62767     -6.6511  0.00287141
        1024    -6.64033    -6.65109  0.00286862
        1025    -6.66388    -6.65111  0.00286585
        1026    -6.68626    -6.65114  0.00286327
        1027    -6.68697    -6.65117  0.00286069
        1028    -6.66182    -6.65119  0.00285793
        1029    -6.61815    -6.65115  0.00285533
        1030    -6.57991    -6.65108  0.00285339
        1031    -6.56353      -6.651  0.00285189
        1032    -6.57173    -6.65092  0.00285016
        1033    -6.59808    -6.65087  0.00284786
        1034    -6.63134    -6.65085  0.00284517
        1035    -6.65494    -6.65086  0.00284242
        1036    -6.66275    -6.65087   0.0028397
        1037    -6.65399    -6.65087  0.00283697
        1038    -6.64166    -6.65086  0.00283425
        1039    -6.63691    -6.65085  0.00283155
        1040    -6.65229    -6.65085  0.00282883
        1041    -6.68579    -6.65088  0.00282631
        1042     -6.7183    -6.65095  0.00282434
        1043    -6.74239    -6.65104  0.00282299
        1044    -6.74172    -6.65112  0.00282162
        1045    -6.70538    -6.65117   0.0028194
        1046    -6.64977    -6.65117   0.0028167
        1047    -6.60029    -6.65112  0.00281443
        1048    -6.56986    -6.65105  0.00281282
        1049    -6.56357    -6.65096  0.00281137
        1050    -6.56821    -6.65088   0.0028098
        1051    -6.57475    -6.65081  0.00280806
        1052    -6.58265    -6.65075  0.00280614
        1053    -6.58899    -6.65069  0.00280408
        1054      -6.605    -6.65065  0.00280176
        1055    -6.62685    -6.65062  0.00279919
        1056    -6.65672    -6.65063  0.00279655
        1057    -6.68866    -6.65066  0.00279413
        1058     -6.7171    -6.65073   0.0027922
        1059    -6.74391    -6.65082  0.00279095
        1060    -6.75726    -6.65092  0.00279012
        1061    -6.75776    -6.65102  0.00278931
        1062    -6.74537    -6.65111   0.0027881
        1063    -6.73065    -6.65118  0.00278648
        1064    -6.71335    -6.65124  0.00278447
        1065    -6.69771    -6.65128   0.0027822
        1066    -6.67521     -6.6513  0.00277968
        1067    -6.64511     -6.6513  0.00277708
        1068     -6.6172    -6.65127  0.00277466
        1069    -6.61359    -6.65123  0.00277229
        1070    -6.63568    -6.65122  0.00276974
        1071    -6.66168    -6.65123  0.00276717
        1072    -6.67007    -6.65124  0.00276464
        1073    -6.65245    -6.65125  0.00276207
        1074    -6.61399    -6.65121  0.00275971
        1075     -6.5718    -6.65114  0.00275814
        1076    -6.54507    -6.65104  0.00275733
        1077    -6.55501    -6.65095  0.00275621
        1078    -6.59376     -6.6509  0.00275417
        1079    -6.64793    -6.65089  0.00275162
        1080    -6.69304    -6.65093  0.00274935
        1081    -6.72246      -6.651   0.0027476
        1082    -6.73476    -6.65108  0.00274615
        1083    -6.72562    -6.65115  0.00274448
        1084    -6.69875    -6.65119   0.0027423
        1085    -6.66007     -6.6512  0.00273978
        1086    -6.61185    -6.65116   0.0027375
        1087     -6.5604    -6.65108  0.00273625
        1088    -6.51485    -6.65095   0.0027366
        1089    -6.48129     -6.6508  0.00273852
        1090    -6.46722    -6.65063  0.00274118
        1091    -6.47285    -6.65047  0.00274351
        1092    -6.49125    -6.65032  0.00274487
        1093    -6.52207     -6.6502  0.00274486
        1094    -6.56228    -6.65012  0.00274353
        1095    -6.60662    -6.65008  0.00274131
        1096    -6.65713    -6.65009  0.00273882
        1097    -6.71125    -6.65014  0.00273689
        1098    -6.75635    -6.65024   0.0027361
        1099    -6.78777    -6.65037  0.00273647
        1100    -6.80811    -6.65051  0.00273774
        1101    -6.81457    -6.65066  0.00273931
        1102    -6.81548    -6.65081   0.0027409
        1103    -6.80875    -6.65095  0.00274215
        1104    -6.79776    -6.65108  0.00274289
        1105    -6.78065     -6.6512  0.00274292
        1106    -6.75953     -6.6513  0.00274218
        1107    -6.73275    -6.65137  0.00274069
        1108    -6.70911    -6.65143  0.00273872
        1109    -6.68293    -6.65145  0.00273639
        1110    -6.65491    -6.65146  0.00273393
        1111    -6.62284    -6.65143  0.00273159
        1112    -6.59197    -6.65138  0.00272966
        1113    -6.57161    -6.65131  0.00272815
        1114    -6.57309    -6.65124   0.0027266
        1115    -6.59197    -6.65118  0.00272467
        1116    -6.61674    -6.65115  0.00272241
        1117    -6.63454    -6.65114  0.00272001
        1118    -6.63523    -6.65112  0.00271761
        1119    -6.61845    -6.65109  0.00271534
        1120    -6.58932    -6.65104  0.00271348
        1121    -6.56461    -6.65096  0.00271215
        1122     -6.5494    -6.65087  0.00271124
        1123    -6.55358    -6.65078  0.00271021
        1124    -6.57893    -6.65072  0.00270856
        1125    -6.62446     -6.6507  0.00270625
        1126    -6.68398    -6.65073  0.00270401
        1127     -6.7325     -6.6508  0.00270258
        1128    -6.75107    -6.65089  0.00270165
        1129    -6.74225    -6.65097  0.00270047
        1130    -6.71094    -6.65102   0.0026986
        1131    -6.67125    -6.65104  0.00269627
        1132    -6.63185    -6.65102  0.00269394
        1133      -6.603    -6.65098   0.0026919
        1134    -6.58546    -6.65092  0.00269014
        1135    -6.58984    -6.65087  0.00268831
        1136    -6.60821    -6.65083  0.00268621
        1137    -6.63256    -6.65081  0.00268389
        1138    -6.65348    -6.65082  0.00268154
        1139    -6.66814    -6.65083  0.00267923
        1140    -6.66949    -6.65085  0.00267693
        1141    -6.65817    -6.65086  0.00267459
        1142    -6.63782    -6.65084  0.00267227
        1143    -6.61197    -6.65081  0.00267015
        1144    -6.59452    -6.65076  0.00266827
        1145    -6.58475     -6.6507  0.00266656
        1146    -6.58844    -6.65065  0.00266479
        1147    -6.61122    -6.65061  0.00266268
        1148    -6.63596     -6.6506   0.0026604
        1149    -6.65722    -6.65061  0.00265809
        1150    -6.67267    -6.65063  0.00265584
        1151    -6.68416    -6.65066   0.0026537
        1152    -6.69104    -6.65069  0.00265162
        1153     -6.6949    -6.65073   0.0026496
        1154    -6.70146    -6.65077  0.00264767
        1155    -6.71053    -6.65082  0.00264588
        1156    -6.71922    -6.65088  0.00264426
        1157    -6.72335    -6.65095  0.00264271
        1158    -6.72092    -6.65101  0.00264112
        1159    -6.71491    -6.65106  0.00263942
        1160    -6.70404    -6.65111  0.00263754
        1161    -6.69172    -6.65114   0.0026355
        1162    -6.67258    -6.65116  0.00263329
        1163    -6.64562    -6.65116  0.00263103
        1164    -6.61595    -6.65113  0.00262895
        1165    -6.59289    -6.65108  0.00262717
        1166     -6.5942    -6.65103  0.00262537
        1167    -6.60965    -6.65099  0.00262336
        1168    -6.62423    -6.65097  0.00262121
        1169    -6.63574    -6.65096    0.002619
        1170    -6.64209    -6.65095  0.00261677
        1171    -6.64637    -6.65094  0.00261454
        1172    -6.65239    -6.65095  0.00261231
        1173    -6.66002    -6.65095  0.00261009
        1174    -6.66313    -6.65096  0.00260789
        1175    -6.66356    -6.65097  0.00260569
        1176    -6.66606    -6.65099  0.00260351
        1177    -6.67105      -6.651  0.00260135
        1178    -6.68457    -6.65103   0.0025993
        1179    -6.69961    -6.65107  0.00259742
        1180    -6.72261    -6.65113  0.00259593
        1181    -6.73895    -6.65121   0.0025948
        1182    -6.73421    -6.65128  0.00259355
        1183    -6.71011    -6.65133  0.00259184
        1184    -6.66843    -6.65134  0.00258969
        1185     -6.6266    -6.65132  0.00258759
        1186    -6.59154    -6.65127  0.00258589
        1187    -6.57096     -6.6512   0.0025846
        1188     -6.5666    -6.65113  0.00258341
        1189    -6.57673    -6.65107  0.00258199
        1190    -6.58846    -6.65102  0.00258036
        1191    -6.59814    -6.65097  0.00257857
        1192    -6.60886    -6.65094  0.00257665
        1193    -6.62231    -6.65091   0.0025746
        1194    -6.64162    -6.65091  0.00257246
        1195    -6.65937    -6.65091  0.00257032
        1196    -6.67377    -6.65093  0.00256824
        1197    -6.67381    -6.65095  0.00256616
        1198    -6.66713    -6.65097  0.00256406
        1199    -6.65552    -6.65097  0.00256192
        1200    -6.64763    -6.65097  0.00255979
        1201    -6.64723    -6.65096  0.00255766
        1202    -6.64894    -6.65096  0.00255553
        1203    -6.65716    -6.65097  0.00255341
        1204    -6.66486    -6.65098  0.00255132
        1205    -6.66393    -6.65099  0.00254922
        1206    -6.64987    -6.65099  0.00254711
        1207    -6.62985    -6.65097  0.00254506
        1208    -6.61201    -6.65094  0.00254316
        1209    -6.60522     -6.6509  0.00254133
        1210     -6.6149    -6.65087  0.00253941
        1211    -6.62468    -6.65085   0.0025374
        1212    -6.63085    -6.65083  0.00253536
        1213    -6.62792    -6.65081  0.00253334
        1214    -6.62331    -6.65079  0.00253136
        1215    -6.62171    -6.65077  0.00252939
        1216    -6.63064    -6.65075  0.00252736
        1217    -6.64459    -6.65075  0.00252529
        1218    -6.66559    -6.65076  0.00252325
        1219    -6.67919    -6.65078  0.00252128
        1220    -6.68177    -6.65081  0.00251935
        1221    -6.68857    -6.65084  0.00251747
        1222    -6.70337    -6.65088  0.00251578
        1223    -6.72454    -6.65094  0.00251444
        1224    -6.74395    -6.65102  0.00251354
        1225    -6.75402     -6.6511  0.00251289
        1226     -6.7552    -6.65119  0.00251228
        1227    -6.73919    -6.65126  0.00251125
        1228     -6.7194    -6.65131  0.00250982
        1229    -6.69813    -6.65135  0.00250807
        1230    -6.68031    -6.65137  0.00250614
        1231    -6.67332    -6.65139  0.00250417
        1232    -6.66998    -6.65141  0.00250218
        1233    -6.66616    -6.65142  0.00250018
        1234    -6.65544    -6.65142  0.00249815
        1235    -6.63996    -6.65141  0.00249615
        1236    -6.62563    -6.65139  0.00249422
        1237    -6.61413    -6.65136  0.00249238
        1238    -6.59608    -6.65132  0.00249077
        1239     -6.5807    -6.65126  0.00248941
        1240    -6.56921    -6.65119  0.00248828
        1241    -6.57157    -6.65113   0.0024871
        1242       -6.59    -6.65108  0.00248559
        1243    -6.62108    -6.65106  0.00248371
        1244    -6.65425    -6.65106  0.00248171
        1245    -6.67117    -6.65108  0.00247977
        1246     -6.6673    -6.65109  0.00247781
        1247    -6.64553    -6.65108  0.00247583
        1248    -6.62042    -6.65106  0.00247397
        1249    -6.59987    -6.65102  0.00247233
        1250    -6.58329    -6.65096  0.00247094
        1251    -6.57602     -6.6509  0.00246969
        1252    -6.57809    -6.65085  0.00246841
        1253    -6.59293     -6.6508  0.00246687
        1254    -6.62207    -6.65078  0.00246501
        1255    -6.66862    -6.65079  0.00246308
        1256    -6.71804    -6.65085  0.00246171
        1257    -6.75748    -6.65093  0.00246121
        1258    -6.76863    -6.65102  0.00246103
        1259    -6.74279     -6.6511  0.00246015
        1260    -6.67816    -6.65112   0.0024583
        1261    -6.59116    -6.65107  0.00245681
        1262    -6.50917    -6.65096  0.00245743
        1263    -6.46234    -6.65081  0.00246002
        1264    -6.46381    -6.65066  0.00246252
        1265    -6.52001    -6.65056  0.00246274
        1266    -6.60335    -6.65052  0.00246107
        1267    -6.68721    -6.65055   0.0024593
        1268    -6.74883    -6.65063  0.00245858
        1269    -6.78218    -6.65073  0.00245883
        1270    -6.78347    -6.65083  0.00245911
        1271    -6.76012    -6.65092  0.00245868
        1272     -6.7211    -6.65098  0.00245737
        1273    -6.68574      -6.651  0.00245559
        1274    -6.66841    -6.65102   0.0024537
        1275    -6.67714    -6.65104  0.00245186
        1276    -6.71189    -6.65108   0.0024504
        1277    -6.74986    -6.65116   0.0024497
        1278    -6.78102    -6.65126  0.00244989
        1279    -6.78801    -6.65137  0.00245031
        1280    -6.76534    -6.65146  0.00245001
        1281    -6.71543    -6.65151  0.00244861
        1282    -6.64703    -6.65151   0.0024467
        1283     -6.5792    -6.65145  0.00244544
        1284    -6.52474    -6.65135  0.00244553
        1285     -6.5056    -6.65124  0.00244626
        1286     -6.5179    -6.65113  0.00244655
        1287    -6.54982    -6.65106  0.00244592
        1288    -6.59352    -6.65101  0.00244442
        1289    -6.63339      -6.651  0.00244257
        1290    -6.66368    -6.65101  0.00244069
        1291    -6.67589    -6.65103  0.00243888
        1292    -6.67539    -6.65105  0.00243706
        1293    -6.66289    -6.65105   0.0024352
        1294     -6.6453    -6.65105  0.00243332
        1295    -6.62477    -6.65103  0.00243152
        1296    -6.61594      -6.651   0.0024298
        1297    -6.62324    -6.65098  0.00242802
        1298    -6.63945    -6.65097  0.00242616
        1299     -6.6556    -6.65098   0.0024243
        1300    -6.65616    -6.65098  0.00242244
        1301    -6.63487    -6.65097  0.00242061
        1302    -6.60758    -6.65093  0.00241898
        1303    -6.58972    -6.65089  0.00241758
        1304    -6.58239    -6.65083  0.00241629
        1305    -6.59208    -6.65079  0.00241486
        1306    -6.61518    -6.65076  0.00241317
        1307    -6.65008    -6.65076  0.00241132
        1308    -6.68699    -6.65079  0.00240964
        1309    -6.71863    -6.65084  0.00240835
        1310    -6.74224    -6.65091  0.00240752
        1311    -6.75298    -6.65099  0.00240695
        1312    -6.74463    -6.65106  0.00240617
        1313    -6.71604    -6.65111  0.00240485
        1314    -6.66656    -6.65112  0.00240305
        1315    -6.61906     -6.6511  0.00240134
        1316    -6.60298    -6.65106   0.0023998
        1317     -6.6264    -6.65104  0.00239805
        1318    -6.68415    -6.65107  0.00239636
        1319    -6.74453    -6.65114  0.00239559
        1320    -6.78618    -6.65124  0.00239596
        1321    -6.79445    -6.65135   0.0023966
        1322    -6.77172    -6.65144  0.00239651
        1323    -6.73355     -6.6515   0.0023955
        1324     -6.6975    -6.65154  0.00239395
        1325    -6.66874    -6.65155  0.00239217
        1326    -6.65013    -6.65155  0.00239037
        1327    -6.63504    -6.65154   0.0023886
        1328    -6.61804    -6.65151  0.00238694
        1329    -6.59905    -6.65147  0.00238547
        1330    -6.58367    -6.65142  0.00238422
        1331     -6.5722    -6.65136  0.00238317
        1332     -6.5614    -6.65129  0.00238234
        1333    -6.57199    -6.65123  0.00238129
        1334    -6.60559     -6.6512  0.00237975
        1335     -6.6511     -6.6512  0.00237797
        1336    -6.68332    -6.65122  0.00237631
        1337       -6.69    -6.65125  0.00237471
        1338    -6.66524    -6.65126  0.00237296
        1339    -6.62323    -6.65124  0.00237128
        1340    -6.57534    -6.65119  0.00237019
        1341    -6.52869    -6.65109  0.00237018
        1342    -6.49497    -6.65098  0.00237127
        1343    -6.48717    -6.65086  0.00237264
        1344     -6.5135    -6.65075  0.00237307
        1345    -6.56279    -6.65069  0.00237221
        1346    -6.61304    -6.65066  0.00237061
        1347    -6.65448    -6.65066  0.00236885
        1348    -6.68085    -6.65069   0.0023672
        1349    -6.68994    -6.65071  0.00236562
        1350    -6.68714    -6.65074  0.00236403
        1351     -6.6778    -6.65076  0.00236236
        1352    -6.66566    -6.65077  0.00236064
        1353    -6.65742    -6.65078   0.0023589
        1354    -6.65196    -6.65078  0.00235716
        1355    -6.65295    -6.65078  0.00235542
        1356    -6.65306    -6.65078  0.00235368
        1357    -6.65671    -6.65079  0.00235195
        1358    -6.66597     -6.6508  0.00235025
        1359    -6.67492    -6.65081  0.00234858
        1360    -6.68311    -6.65084  0.00234698
        1361    -6.68964    -6.65087  0.00234543
        1362    -6.69659     -6.6509  0.00234394
        1363    -6.70555    -6.65094  0.00234257
        1364    -6.71493    -6.65099  0.00234132
        1365    -6.72187    -6.65104  0.00234018
        1366    -6.73363     -6.6511  0.00233925
        1367    -6.73666    -6.65116  0.00233837
        1368    -6.72376    -6.65122  0.00233727
        1369    -6.69817    -6.65125  0.00233581
        1370     -6.6645    -6.65126  0.00233413
        1371     -6.6401    -6.65125  0.00233244
        1372    -6.63408    -6.65124  0.00233077
        1373    -6.64288    -6.65123  0.00232908
        1374    -6.65814    -6.65124  0.00232739
        1375    -6.67052    -6.65125  0.00232574
        1376    -6.68144    -6.65127  0.00232415
        1377    -6.68049    -6.65129  0.00232256
        1378    -6.66422     -6.6513   0.0023209
        1379    -6.63721    -6.65129  0.00231924
        1380    -6.60494    -6.65126   0.0023178
        1381      -6.572     -6.6512  0.00231683
        1382    -6.54272    -6.65112  0.00231648
        1383    -6.51744    -6.65103  0.00231682
        1384    -6.49807    -6.65092  0.00231779
        1385    -6.49485     -6.6508  0.00231885
        1386    -6.50729     -6.6507  0.00231949
        1387    -6.52809    -6.65061   0.0023195
        1388    -6.54883    -6.65054  0.00231899
        1389    -6.56061    -6.65047  0.00231822
        1390    -6.55521    -6.65041  0.00231757
        1391    -6.54443    -6.65033  0.00231715
        1392    -6.53492    -6.65025  0.00231697
        1393    -6.54179    -6.65017  0.00231661
        1394    -6.57548    -6.65012  0.00231557
        1395    -6.63102     -6.6501  0.00231395
        1396    -6.70289    -6.65014   0.0023126
        1397     -6.7753    -6.65023  0.00231268
        1398    -6.83215    -6.65036  0.00231469
        1399    -6.86578    -6.65051  0.00231815
        1400    -6.87117    -6.65067  0.00232184
        1401    -6.85327    -6.65082  0.00232469
        1402    -6.82109    -6.65094   0.0023262
        1403    -6.77774    -6.65103   0.0023263
        1404    -6.73023    -6.65108  0.00232532
        1405    -6.67941     -6.6511  0.00232375
        1406    -6.63224    -6.65109  0.00232214
        1407    -6.60496    -6.65106  0.00232072
        1408    -6.60279    -6.65102  0.00231933
        1409    -6.61712      -6.651  0.00231781
        1410    -6.63586    -6.65099  0.00231619
        1411     -6.6598      -6.651  0.00231455
        1412     -6.6812    -6.65102  0.00231301
        1413    -6.70293    -6.65105  0.00231167
        1414    -6.72666    -6.65111  0.00231065
        1415    -6.74731    -6.65117  0.00231002
        1416    -6.74882    -6.65124  0.00230942
        1417    -6.72992     -6.6513  0.00230845
        1418    -6.68867    -6.65133  0.00230698
        1419    -6.63946    -6.65132  0.00230536
        1420    -6.59889    -6.65128  0.00230404
        1421    -6.57687    -6.65123  0.00230301
        1422    -6.57651    -6.65118  0.00230199
        1423    -6.58802    -6.65113   0.0023008
        1424    -6.60131     -6.6511  0.00229945
        1425    -6.60773    -6.65107  0.00229804
        1426    -6.61409    -6.65104  0.00229657
        1427    -6.61494    -6.65101   0.0022951
        1428    -6.60876    -6.65098  0.00229369
        1429    -6.59249    -6.65094  0.00229245
        1430    -6.57365    -6.65089  0.00229148
        1431    -6.56167    -6.65083  0.00229073
        1432    -6.56945    -6.65077  0.00228983
        1433    -6.60382    -6.65074  0.00228847
        1434    -6.66731    -6.65075   0.0022869
        1435    -6.73996    -6.65081  0.00228615
        1436    -6.79251    -6.65091  0.00228669
        1437    -6.81582    -6.65102  0.00228798
        1438    -6.80913    -6.65113  0.00228903
        1439     -6.7844    -6.65123  0.00228931
        1440    -6.74824    -6.65129  0.00228871
        1441     -6.7144    -6.65134  0.00228754
        1442    -6.69264    -6.65137  0.00228613
        1443    -6.68356    -6.65139  0.00228466
        1444    -6.68668    -6.65141  0.00228321
        1445    -6.69682    -6.65145  0.00228184
        1446     -6.7103    -6.65149  0.00228063
        1447    -6.71469    -6.65153  0.00227947
        1448    -6.70893    -6.65157  0.00227824
        1449    -6.69706     -6.6516  0.00227688
        1450    -6.67633    -6.65162  0.00227538
        1451     -6.6448    -6.65161  0.00227381
        1452    -6.60504    -6.65158  0.00227247
        1453    -6.56354    -6.65152  0.00227172
        1454    -6.52299    -6.65143  0.00227187
        1455    -6.49103    -6.65132  0.00227299
        1456    -6.46714     -6.6512  0.00227494
        1457    -6.46027    -6.65106  0.00227715
        1458    -6.48112    -6.65095  0.00227857
        1459    -6.52619    -6.65086  0.00227861
        1460    -6.57833    -6.65081  0.00227759
        1461    -6.61816    -6.65079  0.00227614
        1462    -6.64303    -6.65079  0.00227459
        1463    -6.66567     -6.6508  0.00227306
        1464    -6.68348    -6.65082  0.00227162
        1465    -6.69793    -6.65085   0.0022703
        1466    -6.71231    -6.65089  0.00226913
        1467    -6.72658    -6.65094  0.00226817
        1468    -6.73955      -6.651  0.00226743
        1469    -6.74328    -6.65107  0.00226676
        1470    -6.73792    -6.65113  0.00226599
        1471    -6.72563    -6.65118  0.00226501
        1472    -6.70628    -6.65121  0.00226378
        1473    -6.69527    -6.65124  0.00226244
        1474    -6.68428    -6.65127  0.00226102
        1475    -6.66652    -6.65128  0.00225951
        1476    -6.64407    -6.65127  0.00225798
        1477    -6.62187    -6.65125  0.00225654
        1478    -6.61003    -6.65122  0.00225519
        1479    -6.61021     -6.6512  0.00225384
        1480    -6.61382    -6.65117  0.00225245
        1481    -6.61282    -6.65114  0.00225108
        1482    -6.61199    -6.65112  0.00224972
        1483     -6.6163    -6.65109  0.00224832
        1484    -6.62081    -6.65107   0.0022469
        1485    -6.62692    -6.65106  0.00224545
        1486      -6.639    -6.65105  0.00224395
        1487    -6.65568    -6.65105  0.00224244
        1488    -6.67623    -6.65107    0.002241
        1489    -6.69536     -6.6511  0.00223969
        1490    -6.71659    -6.65114  0.00223862
        1491    -6.72664    -6.65119  0.00223769
        1492    -6.72878    -6.65125   0.0022368
        1493    -6.72374    -6.65129  0.00223582
        1494    -6.70837    -6.65133  0.00223465
        1495    -6.67999    -6.65135  0.00223324
        1496    -6.64957    -6.65135  0.00223175
        1497    -6.61637    -6.65133  0.00223038
        1498    -6.59216    -6.65129  0.00222924
        1499    -6.58203    -6.65124  0.00222823
        1500    -6.58431     -6.6512  0.00222719
        1501    -6.58832    -6.65116   0.0022261
        1502    -6.59369    -6.65112  0.00222495
        1503    -6.59623    -6.65108  0.00222377
        1504    -6.60306    -6.65105  0.00222252
        1505    -6.61235    -6.65102  0.00222119
        1506     -6.6276    -6.65101  0.00221977
        1507    -6.64866    -6.65101   0.0022183
        1508    -6.67266    -6.65102  0.00221688
        1509     -6.6969    -6.65105  0.00221562
        1510    -6.70849    -6.65109  0.00221447
        1511    -6.70961    -6.65113  0.00221335
        1512    -6.69863    -6.65116  0.00221211
        1513    -6.68846    -6.65118  0.00221078
        1514    -6.68724    -6.65121  0.00220945
        1515    -6.69404    -6.65124  0.00220817
        1516    -6.70786    -6.65127  0.00220703
        1517     -6.7235    -6.65132  0.00220609
        1518    -6.73038    -6.65137  0.00220525
        1519    -6.72582    -6.65142  0.00220434
        1520    -6.70184    -6.65145  0.00220314
        1521    -6.67356    -6.65147  0.00220174
        1522      -6.645    -6.65147   0.0022003
        1523    -6.62852    -6.65145  0.00219891
        1524    -6.61734    -6.65143  0.00219758
        1525    -6.60854     -6.6514  0.00219632
        1526    -6.59897    -6.65137  0.00219515
        1527    -6.59168    -6.65133  0.00219406
        1528    -6.59333    -6.65129  0.00219295
        1529    -6.60018    -6.65125  0.00219177
        1530    -6.61303    -6.65123  0.00219048
        1531    -6.62598    -6.65121  0.00218911
        1532    -6.63584     -6.6512  0.00218771
        1533    -6.63751    -6.65119   0.0021863
        1534    -6.64037    -6.65119  0.00218488
        1535    -6.64291    -6.65118  0.00218347
        1536    -6.64955    -6.65118  0.00218205
        1537    -6.65767    -6.65119  0.00218063
        1538    -6.66816     -6.6512  0.00217924
        1539    -6.67858    -6.65121   0.0021779
        1540    -6.68926    -6.65124  0.00217662
        1541    -6.69445    -6.65127  0.00217539
        1542    -6.69709     -6.6513  0.00217418
        1543    -6.69338    -6.65132  0.00217294
        1544     -6.6906    -6.65135  0.00217169
        1545    -6.68916    -6.65137  0.00217042
        1546    -6.68366    -6.65139  0.00216911
        1547     -6.6756    -6.65141  0.00216777
        1548    -6.66084    -6.65142  0.00216638
        1549      -6.643    -6.65141  0.00216499
        1550     -6.6205    -6.65139  0.00216368
        1551    -6.59821    -6.65136  0.00216256
        1552     -6.5869    -6.65131  0.00216156
        1553    -6.58514    -6.65127  0.00216059
        1554    -6.59734    -6.65124  0.00215948
        1555    -6.60457    -6.65121   0.0021583
        1556    -6.59881    -6.65117  0.00215717
        1557    -6.58699    -6.65113  0.00215618
        1558    -6.57763    -6.65109  0.00215532
        1559    -6.57958    -6.65104  0.00215442
        1560    -6.59285      -6.651  0.00215336
        1561    -6.61515    -6.65098  0.00215211
        1562    -6.64471    -6.65098  0.00215073
