0                  383.755           441.318
1                  370.542           398.174
2                  349.427            380.49
3                  325.944           362.826
4                  306.868           340.701
5                  294.761           318.722
6                  285.338           303.675
7                  273.491             292.1
8                  265.314            283.06
9                  256.252           276.808
10                  245.873           266.809
11                  230.889            254.15
12                   221.14           241.414
13                  208.097           229.297
14                  200.947           218.227
15                  194.925           207.829
16                  189.392           202.243
17                  184.148           196.046
18                   177.01           192.893
19                  172.654           188.228
20                  169.755           181.904
21                  166.338           175.774
22                  161.811           171.893
23                  156.937           168.204
24                  154.537           162.921
25                  152.014           159.178
26                  149.418           156.804
27                  146.238           154.937
28                  142.768           151.913
29                  139.225             148.1
30                  136.205            145.21
31                  133.299           140.615
32                  131.598           136.952
33                   128.97           135.045
34                  125.856            135.61
35                   123.95           133.008
36                  121.321           128.622
37                  120.261           127.812
38                  119.721           126.408
39                  117.168           124.146
40                  115.266           122.635
41                  113.524           122.531
42                  112.413           119.876
43                  110.994           116.873
44                  108.909           115.013
45                  107.925           113.349
46                  107.094           111.543
47                  106.329           114.175
48                  104.641           113.945
49                  102.865           110.452
50                  101.628           107.453
51                  100.213           105.724
52                  98.9443             104.2
53                   98.171           102.765
54                  97.7065           103.974
55                  95.8952           103.566
56                  95.0747           101.129
57                  93.9969           98.4731
58                  93.5724           102.234
59                  92.9155           100.629
60                   86.614           101.766
61                   86.614           100.314
62                  86.3156            93.823
63                   85.803           89.7241
64                  84.8929           88.4212
65                  84.5053           88.1825
66                  84.1986           87.3166
67                  83.4222           87.4179
68                  81.9836           86.4968
69                  81.7601           85.0673
70                  81.4392           84.1209
71                  80.9633            83.459
72                  80.6947            83.255
73                  80.2287           82.9193
74                   79.735           82.4503
75                  79.2072           82.5566
76                   79.015            82.399
77                  78.8931           81.6329
78                  78.7102           80.7206
79                   78.485           80.6241
80                  75.6911           80.9305
81                  75.6911           85.0684
82                  75.6811           83.2999
83                  75.6234           79.3455
84                  75.3686            77.861
85                  75.0034           77.3956
86                  74.5725           76.9665
87                  74.0338           76.7283
88                  73.8932           76.2152
89                  73.3244           76.0464
90                  73.2948           75.7098
91                    73.24           75.4601
92                  73.0773           75.1959
93                  73.0037           75.0681
94                  72.6637           75.1055
95                  72.6637            74.638
96                  72.1213            74.438
97                  71.3761           74.3729
98                  71.3761           73.7179
99                  71.1122           73.4228
100                  71.1122           73.0818
101                  70.9263            72.905
102                  70.3354           72.8233
103                  70.1994            72.528
104                  70.1994           72.2234
105                  70.1994           71.9928
106                  69.8802           71.9516
107                  69.8802           71.7141
108                  69.8802           71.5931
109                  69.8802           71.6076
110                  68.7639           71.6586
111                  68.7639           71.1527
112                  68.7639           70.6291
113                  68.6609           70.5239
114                  68.6609           70.5666
115                  68.6609           70.4273
116                  68.6609           70.4584
117                  68.6609           70.2298
118                  68.5439            70.354
119                  68.5363           70.3139
120                  68.2401           70.1611
121                  67.5865           70.4743
122                  67.3962           69.9717
123                  67.3962           69.5854
124                  67.3962           69.3213
125                  67.3962           69.1848
126                  67.3962           69.0166
127                  67.3962           69.0966
128                  67.3962            69.031
129                  67.3962           69.2093
130                  67.3962           69.1833
131                  67.3962           69.1628
132                  67.3962           69.0165
133                  67.3962           69.0331
134                  67.3962           69.1563
135                  67.3962           69.0979
136                  67.3962           69.1741
137                  67.3962           69.0882
138                  67.3962           69.1633
139                  67.3962           69.1367
140                  67.2743           69.0405
141                  67.2153           69.4127
142                  67.0897           69.3079
143                  67.0897           68.8029
144                  67.0897           68.8222
145                  67.0897           68.7083
146                  67.0897           68.6828
147                  67.0897           68.7444
148                  67.0897           69.0056
149                  67.0897           68.8187
150                  67.0897           68.7841
151                  67.0897           68.9242
152                  67.0897           68.8828
153                  67.0897           68.7005
154                  67.0897            68.723
155                  67.0897           68.6884
156                  67.0897           68.7306
157                  67.0897           68.8879
158                  67.0897           68.7448
159                  67.0897           68.7281
160                  66.1413            68.861
161                  66.1413            73.119
162                  66.0151           72.5324
163                  66.0151           69.5336
164                  66.0151           68.3057
165                  66.0151           67.8521
166                  66.0151            67.913
167                  66.0151           67.8214
168                  66.0151           67.8247
169                  66.0151           67.7063
170                  66.0151           67.8676
171                  66.0151            67.855
172                  66.0151           67.7358
173                  66.0151           67.9944
174                  66.0151           67.8751
175                  66.0151           72.0966
176                  66.0151           72.3099
177                  66.0151           69.7587
178                  66.0151           68.3527
179                  66.0151             67.88
180                  66.0151           67.8092
181                  66.0151           67.7857
182                  66.0151           67.7479
183                  66.0151           67.6353
184                  66.0151           67.5263
185                  66.0151           67.8699
186                  66.0151           67.8692
187                  66.0151           67.7692
188                  66.0151           67.7845
189                  66.0151           67.8585
190                  66.0151           67.8052
191                  66.0151           67.7851
192                  66.0151            67.655
193                  66.0151           67.6995
194                  66.0151           67.7274
195                  66.0151           67.8324
196                  66.0151           67.7572
197                  66.0151           67.8008
198                  66.0151           67.8842
199                  66.0151           67.6841
200                  65.9885           67.7547
201                  65.9885           67.8424
202                  65.9885           67.8103
203                  65.9885            67.674
204                  65.9885           67.7474
205                  65.9885           67.8224
206                  65.9885           67.6881
207                  65.9885           67.7083
208                  65.9885           67.5272
209                  65.9885            67.623
210                  65.9885           67.7064
211                  65.9885           67.8244
212                  65.9885           67.7598
213                  65.9885           67.8333
214                  65.9885           67.8153
215                  65.9885           67.7496
216                  65.9885           67.8127
217                  65.9885           67.6584
218                  65.9885           67.7458
219                  65.9885           67.7057
220                  65.6599           67.6309
221                  65.6599           67.5175
222                  65.6599           67.3972
223                  65.6599           67.4701
224                  65.6599           67.3664
225                  65.6599           67.3551
