1 0 1 0 
1 100 1 0 
1 200 1 0 
1 300 1 0 
1 400 1 0 
1 500 1 0 
1 600 1 0 
1 700 1 0 
1 800 1 0 
1 900 1 0 
1 1000 1 0 
1 1100 1 0 
1 1200 1 0 
1 1300 1 0 
1 1400 1 0 
1 1500 1 0 
1 1600 1 0 
1 1700 1 0 
1 1800 1 0 
1 1900 1 0 
1 2000 1 0 
1 2100 1 0 
1 2200 1 0 
1 2300 1 0 
1 2400 1 0 
1 2500 1 0 
1 2600 1 0 
1 2700 1 0 
1 2800 1 0 
1 2900 1 0 
1 3000 1 0 
1 3100 1 0 
1 3200 1 0 
1 3300 1 0 
1 3400 1 0 
1 3500 1 0 
1 3600 1 0 
1 3700 1 0 
1 3800 1 0 
1 3900 1 0 
1 4000 1 0 
1 4100 1 0 
1 4200 1 0 
1 4300 1 0 
1 4400 1 0 
1 4500 1 0 
1 4600 1 0 
1 4700 1 0 
1 4800 1 0 
1 4900 1 0 
1 5000 1 0 
1 5100 1 0 
1 5200 1 0 
1 5300 1 0 
1 5400 1 0 
1 5500 1 0 
1 5600 1 0 
1 5700 1 0 
1 5800 1 0 
1 5900 1 0 
1 6000 1 0 
1 6100 1 0 
1 6200 1 0 
1 6300 1 0 
1 6400 1 0 
1 6500 1 0 
1 6600 1 0 
1 6700 1 0 
1 6800 1 0 
1 6900 1 0 
1 7000 1 0 
1 7100 1 0 
1 7200 1 0 
1 7300 1 0 
1 7400 1 0 
1 7500 1 0 
1 7600 1 0 
1 7700 1 0 
1 7800 1 0 
1 7900 1 0 
1 8000 1 0 
1 8100 1 0 
1 8200 1 0 
1 8300 1 0 
1 8400 1 0 
1 8500 1 0 
1 8600 1 0 
1 8700 1 0 
1 8800 1 0 
1 8900 1 0 
1 9000 1 0 
1 9100 1 0 
1 9200 1 0 
1 9300 1 0 
1 9400 1 0 
1 9500 1 0 
1 9600 1 0 
1 9700 1 0 
1 9800 1 0 
1 9900 1 0 
2 0 1.45804 0 
2 100 1.45009 0.0079489 
2 200 1.45769 0.00888097 
2 300 1.43552 0.0230412 
2 400 1.42644 0.0200263 
2 500 1.42152 0.0170738 
2 600 1.42816 0.0158836 
2 700 1.42654 0.0138511 
2 800 1.42578 0.0122394 
2 900 1.42063 0.0120967 
2 1000 1.42416 0.0114984 
2 1100 1.41518 0.0138163 
2 1200 1.4178 0.0129761 
2 1300 1.41895 0.0120687 
2 1400 1.41621 0.0115634 
2 1500 1.4178 0.0109318 
2 1600 1.41855 0.0102959 
2 1700 1.4143 0.0105948 
2 1800 1.41999 0.0115227 
2 1900 1.41969 0.0109355 
2 2000 1.42195 0.010644 
2 2100 1.42335 0.0102448 
2 2200 1.42682 0.0103864 
2 2300 1.42951 0.0103013 
2 2400 1.42936 0.00988185 
2 2500 1.42614 0.0100246 
2 2600 1.42615 0.00964617 
2 2700 1.42687 0.00932304 
2 2800 1.42924 0.00930404 
2 2900 1.42972 0.00900128 
2 3000 1.42851 0.00878972 
2 3100 1.42639 0.00877033 
2 3200 1.42789 0.00863071 
2 3300 1.42641 0.00850264 
2 3400 1.42562 0.0082934 
2 3500 1.42631 0.00808921 
2 3600 1.42595 0.00787575 
2 3700 1.42539 0.00768646 
2 3800 1.42615 0.00752559 
2 3900 1.42504 0.00741915 
2 4000 1.42304 0.00750662 
2 4100 1.42232 0.00736068 
2 4200 1.42039 0.00744378 
2 4300 1.42048 0.00727325 
2 4400 1.41873 0.00732305 
2 4500 1.41828 0.00717582 
2 4600 1.41789 0.00703264 
2 4700 1.41759 0.00689078 
2 4800 1.41692 0.00678196 
2 4900 1.41831 0.00678731 
2 5000 1.41868 0.0066631 
2 5100 1.4202 0.00671023 
2 5200 1.42036 0.00658416 
2 5300 1.42027 0.00646168 
2 5400 1.42083 0.00636827 
2 5500 1.41995 0.00631599 
2 5600 1.41979 0.00620611 
2 5700 1.41965 0.00609981 
2 5800 1.41948 0.00599787 
2 5900 1.41921 0.00590363 
2 6000 1.41934 0.00580759 
2 6100 1.4186 0.00576037 
2 6200 1.41803 0.00569679 
2 6300 1.41824 0.0056108 
2 6400 1.41808 0.00552609 
2 6500 1.41816 0.00544235 
2 6600 1.41784 0.00537039 
2 6700 1.41852 0.00533443 
2 6800 1.41879 0.00526357 
2 6900 1.41907 0.00519557 
2 7000 1.41965 0.00515397 
2 7100 1.42041 0.00513955 
2 7200 1.42049 0.00506922 
2 7300 1.41962 0.00507521 
2 7400 1.42024 0.00504551 
2 7500 1.41872 0.00520582 
2 7600 1.41813 0.00517119 
2 7700 1.41741 0.00515615 
2 7800 1.41708 0.00510089 
2 7900 1.41722 0.0050386 
2 8000 1.41689 0.00498699 
2 8100 1.41724 0.00493827 
2 8200 1.41765 0.004896 
2 8300 1.41775 0.00483842 
2 8400 1.41795 0.00478535 
2 8500 1.4185 0.00476072 
2 8600 1.41794 0.0047385 
2 8700 1.41733 0.00472448 
2 8800 1.41718 0.0046735 
2 8900 1.41692 0.00462833 
2 9000 1.41731 0.0045932 
2 9100 1.41741 0.00454412 
2 9200 1.41721 0.00449922 
2 9300 1.41722 0.00445111 
2 9400 1.41735 0.00440605 
2 9500 1.41769 0.00437271 
2 9600 1.41754 0.00433002 
2 9700 1.41704 0.00431426 
2 9800 1.41712 0.00427116 
2 9900 1.41781 0.00428403 
3 0 1.81346 0 
3 100 1.84523 0.0317784 
3 200 1.81284 0.0372329 
3 300 1.7968 0.0308256 
3 400 1.77562 0.03192 
3 500 1.77137 0.0264073 
3 600 1.77104 0.0223206 
3 700 1.76559 0.0200825 
3 800 1.76183 0.0181071 
3 900 1.75329 0.018307 
3 1000 1.75952 0.0176909 
3 1100 1.75615 0.0164973 
3 1200 1.75283 0.0155335 
3 1300 1.75761 0.0151552 
3 1400 1.75411 0.0145377 
3 1500 1.75093 0.0139652 
3 1600 1.74809 0.0134222 
3 1700 1.7452 0.0129807 
3 1800 1.74679 0.012382 
3 1900 1.74677 0.0117466 
3 2000 1.75103 0.011957 
3 2100 1.74666 0.0122092 
3 2200 1.75313 0.0133414 
3 2300 1.75716 0.0133943 
3 2400 1.75676 0.0128538 
3 2500 1.75575 0.0123902 
3 2600 1.75723 0.0120129 
3 2700 1.75827 0.0116234 
3 2800 1.7592 0.0112537 
3 2900 1.75944 0.0108747 
3 3000 1.75701 0.0107945 
3 3100 1.75429 0.0107997 
3 3200 1.75597 0.0106015 
3 3300 1.7537 0.0105336 
3 3400 1.75065 0.0106724 
3 3500 1.75109 0.0103812 
3 3600 1.75353 0.0103863 
3 3700 1.75155 0.0103006 
3 3800 1.75161 0.0100331 
3 3900 1.74929 0.0100506 
3 4000 1.74836 0.00984695 
3 4100 1.74636 0.00981568 
3 4200 1.7461 0.00958823 
3 4300 1.74481 0.00945525 
3 4400 1.74264 0.00949514 
3 4500 1.74161 0.00934289 
3 4600 1.74059 0.00919871 
3 4700 1.74182 0.00908785 
3 4800 1.74195 0.00890152 
3 4900 1.74301 0.00878503 
3 5000 1.74363 0.00863376 
3 5100 1.74549 0.00866832 
3 5200 1.74592 0.00851383 
3 5300 1.74746 0.00849532 
3 5400 1.74775 0.0083446 
3 5500 1.74769 0.00819446 
3 5600 1.74826 0.00806934 
3 5700 1.74717 0.00800284 
3 5800 1.74678 0.00787588 
3 5900 1.74717 0.00775353 
3 6000 1.74556 0.00779495 
3 6100 1.74552 0.00766827 
3 6200 1.74511 0.00755703 
3 6300 1.74609 0.00750259 
3 6400 1.74575 0.0073938 
3 6500 1.74545 0.00728705 
3 6600 1.74359 0.00741519 
3 6700 1.74429 0.00733827 
3 6800 1.74394 0.00723942 
3 6900 1.74323 0.00717049 
3 7000 1.74374 0.00708715 
3 7100 1.74413 0.00699872 
3 7200 1.74392 0.00690534 
3 7300 1.7421 0.00705026 
3 7400 1.74176 0.00696402 
3 7500 1.74067 0.00695737 
3 7600 1.74089 0.00687009 
3 7700 1.74004 0.00683479 
3 7800 1.73909 0.00681387 
3 7900 1.73824 0.00678239 
3 8000 1.73701 0.00680969 
3 8100 1.73726 0.00673086 
3 8200 1.73765 0.00666024 
3 8300 1.73748 0.00658267 
3 8400 1.73693 0.00652728 
3 8500 1.73676 0.00645334 
3 8600 1.73689 0.00638009 
3 8700 1.73682 0.00630755 
3 8800 1.7367 0.00623734 
3 8900 1.7364 0.00617523 
3 9000 1.73664 0.00611191 
3 9100 1.73638 0.00605093 
3 9200 1.73651 0.00598705 
3 9300 1.73667 0.00592515 
3 9400 1.73726 0.0058913 
3 9500 1.73697 0.0058365 
3 9600 1.73735 0.00578852 
3 9700 1.73674 0.00576151 
3 9800 1.73641 0.00571261 
3 9900 1.73702 0.00568747 
4 0 1.91846 0 
4 100 2.02687 0.108414 
4 200 2.04599 0.0654481 
4 300 2.03282 0.0481163 
4 400 2.01327 0.0420871 
4 500 2.01274 0.0343681 
4 600 2.02578 0.0318402 
4 700 2.02199 0.0278339 
4 800 2.01776 0.0249078 
4 900 2.01111 0.0232514 
4 1000 2.0209 0.0232006 
4 1100 2.01201 0.0229698 
4 1200 2.00491 0.0222895 
4 1300 2.00352 0.0206831 
4 1400 2.002 0.0193149 
4 1500 1.9984 0.0184232 
4 1600 2.00104 0.0175062 
4 1700 1.99885 0.0166493 
4 1800 2.00126 0.0159317 
4 1900 2.00015 0.0151544 
4 2000 2.00145 0.0144725 
4 2100 1.99735 0.0143952 
4 2200 2.00646 0.0165 
4 2300 2.00977 0.0161413 
4 2400 2.00961 0.0154831 
4 2500 2.00615 0.0152722 
4 2600 2.01059 0.0153511 
